"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_BDM"
0.206807500000002,8.43824625,2.4965651200804,0.0396494163158926,0.0780047792075084,-5.48062965272595,"AP4B1_HUMAN",27,-2.60851559115301,0.0318733910404971,0.0646617321826269,-0.206807500000002,"Non-significant",1.18935266552588,"AP4B1","AP-4 complex subunit beta-1","AP4B1_HUMAN",0.206807500000002
-0.281775,10.5964625,-3.67376353528069,0.00727746540135098,0.0199333983829854,-3.6965261102592,"TLCD4_HUMAN",3,2.60752099733966,0.0319220919418349,0.0647445100789615,0.281775,"Non-significant",1.18879705108446,"TLCD4","TLC domain-containing protein 4","TLCD4_HUMAN",-0.281775
-0.217675,10.4958375,-2.51890391189429,0.0383450615817902,0.0760130914457474,-5.44640054954298,"PLIN5_HUMAN",20,2.6058599619259,0.0320035955017805,0.0648937610496158,0.217675,"Non-significant",1.18779705469377,"PLIN5","Perilipin-5","PLIN5_HUMAN",-0.217675
0.742417499999998,5.93127875,2.56561703741579,0.0357579493977145,0.0717434334709896,-5.37475646563785,"FOXJ2_HUMAN",6,-2.60563914080417,0.0320144467684267,0.0648997118218503,-0.742417499999998,"Non-significant",1.18775723161963,"FOXJ2","Forkhead box protein J2","FOXJ2_HUMAN",0.742417499999998
-0.179500000000004,13.0695,-2.48066000377394,0.0406057458688277,0.0795135404996004,-5.50498578190793,"HEMH_HUMAN",27,2.60342458715793,0.032123479623468,0.0650808255134423,0.179500000000004,"Non-significant",1.18654694692051,"FECH","Ferrochelatase, mitochondrial","HEMH_HUMAN",-0.179500000000004
-0.259975000000001,14.1900375,-2.77492521167466,0.0261989950853175,0.0555415985801481,-5.05322362011608,"GLRX1_HUMAN",7,2.60338576746594,0.032125394285183,0.0650808255134423,0.259975000000001,"Non-significant",1.18654694692051,"GLRX","Glutaredoxin-1","GLRX1_HUMAN",-0.259975000000001
1.01371,7.3197275,2.55357689459101,0.0364071071023751,0.0728334163928919,-5.39323012495864,"CMS1_HUMAN",5,-2.60334096046352,0.0321276043977679,0.0650808255134423,-1.01371,"Non-significant",1.18654694692051,"CMSS1","Protein CMSS1","CMS1_HUMAN",1.01371
-0.338637500000001,9.65871875,-3.57083957499294,0.00838160253071763,0.0222658384792039,-3.84814476066445,"NDUA1_HUMAN",2,2.60219163156609,0.0321843484572017,0.0651796661690067,0.338637500000001,"Non-significant",1.18588786819321,"NDUFA1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1","NDUA1_HUMAN",-0.338637500000001
-0.152325000000003,10.3068125,-2.67730410424178,0.030276210022767,0.0622846599163472,-5.20322559395476,"RIMC1_HUMAN",12,2.60010485764171,0.0322876378986232,0.0653663132781386,0.152325000000003,"Non-significant",1.18464600896268,"RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1","RIMC1_HUMAN",-0.152325000000003
2.0655425,7.87521625,2.52364809021258,0.038073763352404,0.0755803249700672,-5.43912828517733,"EXTL3_HUMAN",17,-2.60000764793916,0.0322924577673166,0.0653663132781386,-2.0655425,"Non-significant",1.18464600896268,"EXTL3","Exostosin-like 3","EXTL3_HUMAN",2.0655425
0.103874999999999,10.5775125,2.43344059184046,0.043586258800931,0.0840527896467072,-5.5772106989028,"TB22A_HUMAN",23,-2.59861430863387,0.0323616235321504,0.0654901480416116,-0.103874999999999,"Non-significant",1.18382402783991,"TBC1D22A","TBC1 domain family member 22A","TB22A_HUMAN",0.103874999999999
0.254090000000001,6.9866825,2.70453682315322,0.0290765206312288,0.0603161225037484,-5.16137783762574,"EAA3_HUMAN",8,-2.59689005922955,0.0324474256882198,0.0656356654440176,-0.254090000000001,"Non-significant",1.18286010732495,"SLC1A1","Excitatory amino acid transporter 3","EAA3_HUMAN",0.254090000000001
0.24296,9.3727675,2.62601375859265,0.0326769574178848,0.0663247578390243,-5.28202638437456,"IMP3_HUMAN",10,-2.5966923519943,0.032457278866323,0.0656356654440176,-0.24296,"Non-significant",1.18286010732495,"IMP3","U3 small nucleolar ribonucleoprotein protein IMP3","IMP3_HUMAN",0.24296
-0.337672500000002,8.43965125,-2.52633793488006,0.0379208190888595,0.0753574169683372,-5.43500464669033,"PIGR_HUMAN",16,2.59668693007192,0.0324575491229626,0.0656356654440176,0.337672500000002,"Non-significant",1.18286010732495,"PIGR","Polymeric immunoglobulin receptor","PIGR_HUMAN",-0.337672500000002
0.126249999999999,10.1304,2.40567046884941,0.0454424448520883,0.086838499509888,-5.6196193969557,"MTMR6_HUMAN",32,-2.5953475572092,0.0325243809740051,0.0657426440240912,-0.126249999999999,"Non-significant",1.1821528335373,"MTMR6","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR6","MTMR6_HUMAN",0.126249999999999
-0.127224999999999,10.5470625,-2.74717516457985,0.0272963487412134,0.0573005251311226,-5.09585803624457,"MOC2B_HUMAN",12,2.59530533829385,0.0325264898953054,0.0657426440240912,0.127224999999999,"Non-significant",1.1821528335373,"MOCS2","Molybdopterin synthase catalytic subunit","MOC2B_HUMAN",-0.127224999999999
-0.241669999999999,7.69692,-2.53569660842897,0.0373935833907915,0.0744240341436535,-5.42065511499993,"TAB3_HUMAN",15,2.5925230354992,0.0326657804615499,0.0660079044179901,0.241669999999999,"Non-significant",1.18040405476773,"TAB3","TGF-beta-activated kinase 1 and MAP3K7-binding protein 3","TAB3_HUMAN",-0.241669999999999
0.141049999999998,13.107,3.85906216657516,0.00566529850200236,0.0162562538044856,-3.42678253505033,"SAP3_HUMAN",7,-2.59176328812496,0.0327039216857267,0.0660558187482983,-0.141049999999998,"Non-significant",1.18008892007864,"GM2A","Ganglioside GM2 activator","SAP3_HUMAN",0.141049999999998
0.0715750000000011,10.9649875,2.19812131609859,0.0621062847145766,0.112221142184285,-5.93431465216681,"WDR26_HUMAN",33,-2.59172973358485,0.0327056072577876,0.0660558187482983,-0.0715750000000011,"Non-significant",1.18008892007864,"WDR26","WD repeat-containing protein 26","WDR26_HUMAN",0.0715750000000011
0.0942999999999969,10.9409,2.30632021199162,0.0527663718162723,0.098112659593967,-5.77082632549689,"TBCE_HUMAN",35,-2.59118297783684,0.0327330854006382,0.0660950330331113,-0.0942999999999969,"Non-significant",1.17983117602665,"TBCE","Tubulin-specific chaperone E","TBCE_HUMAN",0.0942999999999969
0.12955,12.633325,2.43460535048981,0.0435101154356387,0.0839482057757981,-5.57543079399714,"TIM44_HUMAN",26,-2.59025903369203,0.0327795734672157,0.0661726036159158,-0.12955,"Non-significant",1.17932177734401,"TIMM44","Mitochondrial import inner membrane translocase subunit TIM44","TIM44_HUMAN",0.12955
0.363015000000001,9.10306,3.32519511210239,0.011813062252864,0.02915216265773,-4.21467887580429,"UBB_HUMAN;UBC_HUMAN",2,-2.58699102848328,0.032944544975197,0.0664892613753483,-0.363015000000001,"Non-significant",1.17724849156947,"UBB;UBC","Polyubiquitin-B;Polyubiquitin-C","UBB_HUMAN;UBC_HUMAN",0.363015000000001
0.308350000000001,8.50245,2.49881895234084,0.0395157778714633,0.0778352587674811,-5.47717723683412,"UTP4_HUMAN",24,-2.58679250780556,0.0329545937696443,0.066493172464569,-0.308350000000001,"Non-significant",1.17722294587267,"UTP4","U3 small nucleolar RNA-associated protein 4 homolog","UTP4_HUMAN",0.308350000000001
0.144924999999997,14.5301125,2.98766492813193,0.0191761194061508,0.0428704191141599,-4.72702690717135,"SSBP_HUMAN",9,-2.58581793072928,0.0330039707571299,0.0665764154200174,-0.144924999999997,"Non-significant",1.17667959165479,"SSBP1","Single-stranded DNA-binding protein, mitochondrial","SSBP_HUMAN",0.144924999999997
0.230294999999998,8.69153,3.23513340751863,0.0134243800864639,0.0324736110796197,-4.35053108448366,"EIF1A_HUMAN",5,-2.58517489136103,0.0330365917890922,0.0666232231921468,-0.230294999999998,"Non-significant",1.17637436022632,"EIF1AD","Probable RNA-binding protein EIF1AD","EIF1A_HUMAN",0.230294999999998
0.295402499999998,8.96753625,2.63942789727023,0.0320306643110724,0.0651645241463999,-5.26142053846088,"CNPY4_HUMAN",8,-2.58504020878451,0.0330434283360904,0.0666232231921468,-0.295402499999998,"Non-significant",1.17637436022632,"CNPY4","Protein canopy homolog 4","CNPY4_HUMAN",0.295402499999998
0.114149999999999,11.5526,2.64476335106905,0.0317772887428031,0.0647691589622574,-5.25322384314697,"RAB9A_HUMAN",14,-2.58426783852015,0.0330826621329627,0.0666801583816648,-0.114149999999999,"Non-significant",1.17600337728732,"RAB9A","Ras-related protein Rab-9A","RAB9A_HUMAN",0.114149999999999
0.623065,7.59962,2.51420007444488,0.0386160114056965,0.0764545562537853,-5.45361000918962,"THSD4_HUMAN",13,-2.58416412280218,0.0330879341664567,0.0666801583816648,-0.623065,"Non-significant",1.17600337728732,"THSD4","Thrombospondin type-1 domain-containing protein 4","THSD4_HUMAN",0.623065
-0.309435000000001,8.19639,-2.52445696446101,0.0380277043982017,0.0755293335244103,-5.43788828084741,"FXL20_HUMAN",14,2.58307930933205,0.0331431284472791,0.0667749734605047,0.309435000000001,"Non-significant",1.17538627591548,"FBXL20","F-box/LRR-repeat protein 20","FXL20_HUMAN",-0.309435000000001
0.167367499999997,8.62039375,2.49758303000056,0.039589003251168,0.0779233250067408,-5.47907045113028,"IPO8_HUMAN",19,-2.58283925510999,0.0331553548917099,0.0667784789421313,-0.167367499999997,"Non-significant",1.17536347738351,"IPO8","Importin-8","IPO8_HUMAN",0.167367499999997
-0.101599999999998,12.355525,-2.50641293861206,0.0390688887715546,0.0771589376413406,-5.46554297845055,"EFHD1_HUMAN",18,2.58272531375916,0.0331611597674331,0.0667784789421313,0.101599999999998,"Non-significant",1.17536347738351,"EFHD1","EF-hand domain-containing protein D1","EFHD1_HUMAN",-0.101599999999998
0.0769249999999992,12.6273625,2.1951321879812,0.0623866132811086,0.112622410063503,-5.93880986779602,"S23IP_HUMAN",38,-2.58177773278652,0.0332094756564164,0.0668593520214396,-0.0769249999999992,"Non-significant",1.17483783676045,"SEC23IP","SEC23-interacting protein","S23IP_HUMAN",0.0769249999999992
0.355297499999997,8.79986625,2.52195516835521,0.0381703471884575,0.0757310034489291,-5.44172344487033,"NACC1_HUMAN",13,-2.57928604276329,0.0333368672715855,0.067099346401291,-0.355297499999997,"Non-significant",1.17328171016924,"NACC1","Nucleus accumbens-associated protein 1","NACC1_HUMAN",0.355297499999997
0.0841249999999985,12.2696875,2.5468715621232,0.0367738752411819,0.0734402507252642,-5.4035162204022,"SF01_HUMAN",17,-2.57872808775981,0.033365461986537,0.0671404166336845,-0.0841249999999985,"Non-significant",1.17301596810515,"SF1","Splicing factor 1","SF01_HUMAN",0.0841249999999985
0.129550000000002,15.1,2.30821378569122,0.0526161690955841,0.0978555703823953,-5.76795305580127,"PRKDC_HUMAN",218,-2.57481135958405,0.0335668977599525,0.0675291847450528,-0.129550000000002,"Non-significant",1.17050849332531,"PRKDC","DNA-dependent protein kinase catalytic subunit","PRKDC_HUMAN",0.129550000000002
0.121200000000002,12.5357,2.854389910949,0.0233039041848252,0.0503148292091643,-4.93121035555351,"TPPC3_HUMAN",11,-2.57426371783441,0.0335951616120813,0.0675694639096767,-0.121200000000002,"Non-significant",1.17024952671648,"TRAPPC3","Trafficking protein particle complex subunit 3","TPPC3_HUMAN",0.121200000000002
-1.75554,8.5756575,-2.49811919846757,0.0395572195211165,0.0778794634087687,-5.47824914510239,"CO1A1_HUMAN",15,2.57341452363984,0.0336390367120502,0.0676411142912404,1.75554,"Non-significant",1.16978924663091,"COL1A1","Collagen alpha-1(I) chain","CO1A1_HUMAN",-1.75554
0.380475000000001,13.3832875,2.51866306282536,0.0383588874495068,0.0760130914457474,-5.44676971679238,"RL10_HUMAN",12,-2.57215941392726,0.0337039913726384,0.0677551057559807,-0.380475000000001,"Non-significant",1.16905797251114,"RPL10","Large ribosomal subunit protein uL16","RL10_HUMAN",0.380475000000001
-0.220805000000004,8.26591,-2.49102513201339,0.0399798747596101,0.0785306491755238,-5.48911472453639,"ZO3_HUMAN",19,2.57193713387842,0.0337155081975296,0.0677616416286707,0.220805000000004,"Non-significant",1.16901608110656,"TJP3","Tight junction protein ZO-3","ZO3_HUMAN",-0.220805000000004
0.3457825,7.76949125,2.48580877439324,0.0402936069039823,0.0790255955499634,-5.4971026983143,"UBE3B_HUMAN",24,-2.57070466396607,0.0337794381908131,0.0678734887961484,-0.3457825,"Non-significant",1.16829982686608,"UBE3B","Ubiquitin-protein ligase E3B","UBE3B_HUMAN",0.3457825
-0.114150000000002,17.23235,-2.68343559868232,0.0300016930009434,0.0617974570908879,-5.19380373032667,"PROF1_HUMAN",13,2.56405479419654,0.0341265189781811,0.0685540805153464,0.114150000000002,"Non-significant",1.16396668977956,"PFN1","Profilin-1","PROF1_HUMAN",-0.114150000000002
-0.166719999999998,9.995415,-2.57402047420681,0.0353119367559389,0.0709527591973498,-5.36185998937222,"MTL26_HUMAN",13,2.56358447030335,0.03415120434945,0.0685868626302771,0.166719999999998,"Non-significant",1.16375906262513,"METTL26","Methyltransferase-like 26","MTL26_HUMAN",-0.166719999999998
0.13485,12.61475,2.37288497130288,0.0477377513295745,0.0903577341853099,-5.66961291796948,"AP1G1_HUMAN",38,-2.56063165588846,0.0343066025232142,0.068882078737524,-0.13485,"Non-significant",1.16189375512854,"AP1G1","AP-1 complex subunit gamma-1","AP1G1_HUMAN",0.13485
-0.112950000000003,11.2677,-2.36003714258842,0.0486690302270958,0.0916793910390008,-5.68918010571729,"SC24B_HUMAN",30,2.55979787463049,0.0343506125982016,0.0689535558472225,0.112950000000003,"Non-significant",1.16144333289628,"SEC24B","Protein transport protein Sec24B","SC24B_HUMAN",-0.112950000000003
0.160257500000004,9.72365875,2.5766261361274,0.0351748076832684,0.0707118865589589,-5.35786073296528,"DCAF7_HUMAN",13,-2.55910411497459,0.0343872757345649,0.0690102537263068,-0.160257500000004,"Non-significant",1.16108637584379,"DCAF7","DDB1- and CUL4-associated factor 7","DCAF7_HUMAN",0.160257500000004
-0.184115000000002,8.3572225,-2.49197314663183,0.0399231265920267,0.078449135139366,-5.48766285019088,"TRI14_HUMAN",17,2.55840649653976,0.0344241830713017,0.0690674138077658,0.184115000000002,"Non-significant",1.16072680561314,"TRIM14","Tripartite motif-containing protein 14","TRI14_HUMAN",-0.184115000000002
-0.234675000000001,14.1941375,-2.49432787097211,0.0397825294061299,0.0782291139533348,-5.48405641876509,"PECR_HUMAN",16,2.55762954965632,0.0344653348504569,0.0691330597269502,0.234675000000001,"Non-significant",1.16031422146092,"PECR","Peroxisomal trans-2-enoyl-CoA reductase","PECR_HUMAN",-0.234675000000001
1.467955,7.3743225,2.50542437526595,0.0391267690163247,0.0772360347690416,-5.46705764790453,"CDIP1_HUMAN",3,-2.55716424805742,0.0344900040556057,0.0691656196790253,-1.467955,"Non-significant",1.16010972771102,"CDIP1","Cell death-inducing p53-target protein 1","CDIP1_HUMAN",1.467955
1.3856225,6.57624125,2.52623082806432,0.0379268970982385,0.0753574169683372,-5.43516885147266,"DPOD4_HUMAN",1,-2.55670689679347,0.0345142693137927,0.0691973538357723,-1.3856225,"Non-significant",1.15991051300705,"POLD4","DNA polymerase delta subunit 4","DPOD4_HUMAN",1.3856225
0.175047500000002,9.60010125,2.43141844900677,0.0437187745448407,0.0841997432752629,-5.5803005855109,"NXF1_HUMAN",28,-2.55539309590715,0.0345840713688276,0.0693203464747307,-0.175047500000002,"Non-significant",1.15913927527596,"NXF1","Nuclear RNA export factor 1","NXF1_HUMAN",0.175047500000002
0.292339999999999,7.358515,2.44672461185731,0.0427258528364657,0.0827271000362177,-5.55690572059297,"HERC2_HUMAN",64,-2.55471877841955,0.0346199536874975,0.0693753068516511,-0.292339999999999,"Non-significant",1.1587950829513,"HERC2","E3 ubiquitin-protein ligase HERC2","HERC2_HUMAN",0.292339999999999
0.215947499999999,9.36916625,2.6525309687599,0.0314121124086654,0.0641705700289656,-5.24129002653343,"WIPI1_HUMAN",9,-2.55056734907514,0.0348417012152384,0.0698026066868339,-0.215947499999999,"Non-significant",1.15612835891595,"WIPI1","WD repeat domain phosphoinositide-interacting protein 1","WIPI1_HUMAN",0.215947499999999
0.99649,6.2694675,2.47480828362311,0.0409635061171445,0.0800157061451996,-5.51394339883321,"NOP14_HUMAN",13,-2.54745258080998,0.0350090267320818,0.0701206941484502,-0.99649,"Non-significant",1.15415379332911,"NOP14","Nucleolar protein 14","NOP14_HUMAN",0.99649
0.294487499999999,8.88428375,2.82709057113902,0.0242588366192133,0.05199318760897,-4.97311086598501,"CLDN1_HUMAN",5,-2.54550746272305,0.0351139340744568,0.0702998670780132,-0.294487499999999,"Non-significant",1.15304549613722,"CLDND1","Claudin domain-containing protein 1","CLDN1_HUMAN",0.294487499999999
-0.145175000000002,15.3616125,-2.40134203333056,0.0457389303717856,0.0873033180879857,-5.62622448674983,"AL1B1_HUMAN",28,2.54547601946958,0.0351156325548261,0.0702998670780132,0.145175000000002,"Non-significant",1.15304549613722,"ALDH1B1","Aldehyde dehydrogenase X, mitochondrial","AL1B1_HUMAN",-0.145175000000002
1.101855,6.3410125,2.47875367233526,0.0407219420146194,0.0796370421364145,-5.50790413410684,"SORT_HUMAN",8,-2.54524103204602,0.0351283285992554,0.0703081147111074,-1.101855,"Non-significant",1.15299454737172,"SORT1","Sortilin","SORT_HUMAN",1.101855
1.10559,5.92973,2.47052768224124,0.0412272525775416,0.0804333690220577,-5.52049480761179,"VP13B_HUMAN",16,-2.54481363513501,0.0351514322616739,0.0703371837152069,-1.10559,"Non-significant",1.15281502472296,"VPS13B","Intermembrane lipid transfer protein VPS13B","VP13B_HUMAN",1.10559
0.423062500000004,7.86104125,2.48098543977385,0.0405859435767224,0.0795038388152856,-5.50448756107695,"LPIN1_HUMAN",13,-2.54328974058143,0.0352339351446451,0.0704850659628601,-0.423062500000004,"Non-significant",1.15190288949031,"LPIN1","Phosphatidate phosphatase LPIN1","LPIN1_HUMAN",0.423062500000004
0.298347500000002,9.87331625,2.44825711381824,0.0426277141869575,0.0825565794719295,-5.55456252546048,"MSH6_HUMAN",31,-2.54246915372029,0.035278443060538,0.070556886121076,-0.298347500000002,"Non-significant",1.15146059412163,"MSH6","DNA mismatch repair protein Msh6","MSH6_HUMAN",0.298347500000002
-0.268642499999999,7.95203125,-2.46704926184832,0.041442851668514,0.0807387114967866,-5.52581772968407,"UNK_HUMAN",18,2.54182412358882,0.0353134691686146,0.0706097122547079,0.268642499999999,"Non-significant",1.15113555831753,"UNK","RING finger protein unkempt homolog","UNK_HUMAN",-0.268642499999999
0.773805000000001,7.3118175,2.48957086184428,0.0400670879830873,0.0786501125451239,-5.49134183509675,"MB12A_HUMAN",7,-2.54130361739574,0.0353417592860656,0.0706490472146223,-0.773805000000001,"Non-significant",1.15089369074709,"MVB12A","Multivesicular body subunit 12A","MB12A_HUMAN",0.773805000000001
0.218294999999998,7.837415,2.51361082207659,0.038650091586359,0.0764976945497275,-5.45451307305873,"LTV1_HUMAN",13,-2.54064631122315,0.0353775176560866,0.0707032885774251,-0.218294999999998,"Non-significant",1.15056038566825,"LTV1","Protein LTV1 homolog","LTV1_HUMAN",0.218294999999998
0.134202499999997,9.34016375,2.32707365417077,0.0511435319363493,0.0954849664340122,-5.73931551231607,"XRN1_HUMAN",58,-2.54012795270413,0.035405743091072,0.0707424523179644,-0.134202499999997,"Non-significant",1.15031988925268,"XRN1","5'-3' exoribonuclease 1","XRN1_HUMAN",0.134202499999997
0.188189999999999,9.4158775,2.45208869279174,0.0423833525818468,0.0822582207542566,-5.54870340351222,"NELFB_HUMAN",20,-2.53954104701288,0.0354377287387665,0.0707891082359668,-0.188189999999999,"Non-significant",1.15003355865064,"NELFB","Negative elongation factor B","NELFB_HUMAN",0.188189999999999
0.4066425,8.30941375,2.82533244488948,0.0243217212944413,0.0521138207559735,-4.97580998654829,"YBEY_HUMAN",3,-2.5390103386084,0.0354666770618635,0.0708296756524133,-0.4066425,"Non-significant",1.14978474694493,"YBEY","Endoribonuclease YbeY","YBEY_HUMAN",0.4066425
0.118925000000001,10.0766125,2.46347504981944,0.04166558896736,0.0811148179421556,-5.53128651761281,"CSTF1_HUMAN",18,-2.53836418470146,0.0355019550829756,0.0708828611228041,-0.118925000000001,"Non-significant",1.14945876086186,"CSTF1","Cleavage stimulation factor subunit 1","CSTF1_HUMAN",0.118925000000001
-2.285515,7.603185,-2.47937148796649,0.0406842472357549,0.0796013028254698,-5.506958357983,"KRT35_HUMAN",1,2.53819048582459,0.0355114446071511,0.070884544165918,2.285515,"Non-significant",1.14944844909329,"KRT35","Keratin, type I cuticular Ha5","KRT35_HUMAN",-2.285515
-0.251819999999999,8.37221,-2.4283725016993,0.0439191584653767,0.0843799533862569,-5.58495435362775,"TBCD1_HUMAN",36,2.53428669079145,0.0357254001910771,0.0712942626013754,0.251819999999999,"Non-significant",1.14694541854675,"TBC1D1","TBC1 domain family member 1","TBCD1_HUMAN",-0.251819999999999
0.0953750000000007,13.3676125,2.33747709481388,0.0503491055265494,0.094388741620547,-5.7235034948437,"RUVB1_HUMAN",25,-2.53407428398181,0.0357370792002219,0.0713002130161643,-0.0953750000000007,"Non-significant",1.14690917265015,"RUVBL1","RuvB-like 1","RUVB1_HUMAN",0.0953750000000007
0.1532625,10.01949375,2.65262181442131,0.0314078672938672,0.0641705700289656,-5.24115045107646,"PTSS1_HUMAN",11,-2.53229363347374,0.0358351399028729,0.0714784615386258,-0.1532625,"Non-significant",1.14582480357092,"PTDSS1","Phosphatidylserine synthase 1","PTSS1_HUMAN",0.1532625
-0.132149999999999,11.745125,-2.55007791908346,0.0365980223784361,0.0731425127884981,-5.39859781334608,"KT3K_HUMAN",14,2.53102696776668,0.035905062215844,0.0715864451760692,0.132149999999999,"Non-significant",1.14516920314647,"FN3KRP","Ketosamine-3-kinase","KT3K_HUMAN",-0.132149999999999
0.1567925,8.96112625,2.43135936338399,0.0437226527351542,0.0841997432752629,-5.58039086576136,"PI4KB_HUMAN",21,-2.5309965872813,0.0359067409812145,0.0715864451760692,-0.1567925,"Non-significant",1.14516920314647,"PI4KB","Phosphatidylinositol 4-kinase beta","PI4KB_HUMAN",0.1567925
-0.224975000000004,11.1688375,-3.17030202081562,0.0147282459110334,0.0348663470917273,-4.44874687349131,"NU1M_HUMAN",5,2.53020666589698,0.0359504185508601,0.0716560980500732,0.224975000000004,"Non-significant",1.14474684452966,"MT-ND1","NADH-ubiquinone oxidoreductase chain 1","NU1M_HUMAN",-0.224975000000004
-0.181239999999999,9.731505,-2.50266372532012,0.0392888705772693,0.0774714697303067,-5.47128725128047,"BIN3_HUMAN",14,2.52875398697176,0.0360308836903212,0.0717990239409949,0.181239999999999,"Non-significant",1.14388145965632,"BIN3","Bridging integrator 3","BIN3_HUMAN",-0.181239999999999
0.105124999999999,10.3186375,2.55352501366965,0.0364099303984145,0.0728334163928919,-5.39330971728089,"QORL1_HUMAN",15,-2.52816158520353,0.0360637499742753,0.0718360457087798,-0.105124999999999,"Non-significant",1.14365758188254,"CRYZL1","Quinone oxidoreductase-like protein 1","QORL1_HUMAN",0.105124999999999
-0.105824999999999,12.7921625,-2.67448154156635,0.030403454517746,0.0625150539594888,-5.20756276745931,"IST1_HUMAN",13,2.52810325849276,0.0360669875746935,0.0718360457087798,0.105824999999999,"Non-significant",1.14365758188254,"IST1","IST1 homolog","IST1_HUMAN",-0.105824999999999
0.266975,8.1828725,2.4837999973421,0.0404150937681146,0.0792214954736833,-5.50017842572889,"WDR20_HUMAN",13,-2.52704413922015,0.0361258287140248,0.0719357648281698,-0.266975,"Non-significant",1.14305513457282,"WDR20","WD repeat-containing protein 20","WDR20_HUMAN",0.266975
-0.430380000000001,7.9767425,-2.48047833118917,0.0406168046727561,0.0795135404996004,-5.50526390806374,"CDNF_HUMAN",10,2.52506058489923,0.0362362915384682,0.0721382025333566,0.430380000000001,"Non-significant",1.14183468319273,"CDNF","Cerebral dopamine neurotrophic factor","CDNF_HUMAN",-0.430380000000001
0.409274999999999,9.049165,2.445754285199,0.0427881100158761,0.0828085283074013,-5.55838927365426,"PDE3B_HUMAN",22,-2.52463109926689,0.0362602545762677,0.072168382378306,-0.409274999999999,"Non-significant",1.14165302910778,"PDE3B","cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B","PDE3B_HUMAN",0.409274999999999
0.35904,7.42043,2.49253589382121,0.0398894795607181,0.0784018109419245,-5.48680098733342,"WASF1_HUMAN",10,-2.52385133714553,0.0363038024519697,0.0722375175973903,-0.35904,"Non-significant",1.14123718672942,"WASF1","Actin-binding protein WASF1","WASF1_HUMAN",0.35904
0.166,10.639925,2.90854087127261,0.0215242857120043,0.0471555569927876,-4.84816377798079,"CHMP6_HUMAN",8,-2.52359391473962,0.0363181905761592,0.0722486111000614,-0.166,"Non-significant",1.14117049732404,"CHMP6","Charged multivesicular body protein 6","CHMP6_HUMAN",0.166
-0.281027500000002,7.92043875,-2.46855584455798,0.041349329651439,0.0805948179939365,-5.52351233580446,"UBP3_HUMAN",14,2.52313480853799,0.0363438658374309,0.0722748442844271,0.281027500000002,"Non-significant",1.14101283534028,"USP3","Ubiquitin carboxyl-terminal hydrolase 3","UBP3_HUMAN",-0.281027500000002
0.0956500000000027,10.928575,2.24041225139667,0.0582726374591559,0.106521213888805,-5.87058507589922,"EFL1_HUMAN",40,-2.52304286627643,0.0363490098785915,0.0722748442844271,-0.0956500000000027,"Non-significant",1.14101283534028,"EFL1","Elongation factor-like GTPase 1","EFL1_HUMAN",0.0956500000000027
-0.157325,12.0475125,-2.54085983803967,0.0371059332044173,0.0739412835220742,-5.412736918332,"SFXN5_HUMAN",13,2.5227767597395,0.0363639023460361,0.0722869232378283,0.157325,"Non-significant",1.14094025981894,"SFXN5","Sideroflexin-5","SFXN5_HUMAN",-0.157325
0.311272500000005,10.12218875,2.65587094014674,0.0312564290069244,0.0639003004984454,-5.23615842705085,"AR6P4_HUMAN",6,-2.52154357443436,0.0364329978500857,0.0724067191212127,-0.311272500000005,"Non-significant",1.14022113073839,"ARL6IP4","ADP-ribosylation factor-like protein 6-interacting protein 4","AR6P4_HUMAN",0.311272500000005
0.4095825,7.06155125,2.49096014427536,0.0399837679505534,0.0785306491755238,-5.48921425089947,"AP3M2_HUMAN",9,-2.52106015727838,0.0364601202216715,0.072443060004184,-0.4095825,"Non-significant",1.14000321331568,"AP3M2","AP-3 complex subunit mu-2","AP3M2_HUMAN",0.4095825
0.281454999999998,7.80016,2.57951129754097,0.0350236089847521,0.0704252014856506,-5.35343226107105,"EYA3_HUMAN",8,-2.52003826871484,0.0365175214861384,0.0725395302019293,-0.281454999999998,"Non-significant",1.13942526142956,"EYA3","Eyes absent homolog 3","EYA3_HUMAN",0.281454999999998
-0.166337500000001,9.68081625,-2.42214316647981,0.0443318884116721,0.0850104612901731,-5.59446990896341,"PACN3_HUMAN",21,2.51829940800749,0.036615407871717,0.0727163550708178,0.166337500000001,"Non-significant",1.13836789838212,"PACSIN3","Protein kinase C and casein kinase substrate in neurons protein 3","PACN3_HUMAN",-0.166337500000001
1.42034,6.80686,2.45028840806693,0.0424979883513463,0.0823637135944059,-5.55145645150841,"RPF1_HUMAN",7,-2.51773645756038,0.0366471554661532,0.0727617777940238,-1.42034,"Non-significant",1.13809669832897,"RPF1","Ribosome production factor 1","RPF1_HUMAN",1.42034
