"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BT"
0.154104999999999,8.6703925,1.04509245006598,0.329554152915252,0.514840784308848,-6.90007770760368,"NXT2_HUMAN",4,-1.03621375521493,0.334566595606758,0.523987946578072,-0.154104999999999,"Non-significant",0.28067870308276,"NXT2","NTF2-related export protein 2","NXT2_HUMAN",0.154104999999999
-0.105169999999999,8.5710075,-1.12826543788085,0.295140594943457,0.47913665975657,-6.81197109294356,"CB076_HUMAN",5,1.03567263733097,0.334802093460067,0.524255195939117,0.105169999999999,"Non-significant",0.280457256510679,"C2orf76","UPF0538 protein C2orf76","CB076_HUMAN",-0.105169999999999
0.0185750000000002,10.2901375,0.684524631863551,0.514914750427042,0.680853251709764,-7.21947109614109,"OGT1_HUMAN",42,-1.03395908479504,0.335548705345806,0.525225148879007,-0.0185750000000002,"Non-significant",0.279654487156263,"OGT","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit","OGT1_HUMAN",0.0185750000000002
-0.0339749999999981,11.2079625,-1.13093550340213,0.294085927097924,0.477904412692505,-6.80906335255598,"VPS4A_HUMAN",22,1.0339527064071,0.335551486924557,0.525225148879007,0.0339749999999981,"Non-significant",0.279654487156263,"VPS4A","Vacuolar protein sorting-associated protein 4A","VPS4A_HUMAN",-0.0339749999999981
0.0871249999999986,15.0963625,1.09420949245559,0.308864059594016,0.493115138134451,-6.84863212958976,"TBB2A_HUMAN",1,-1.03377384210278,0.335629496037839,0.525245540459604,-0.0871249999999986,"Non-significant",0.279637626236636,"TUBB2A","Tubulin beta-2A chain","TBB2A_HUMAN",0.0871249999999986
0.309835000000002,6.5299175,1.05266766285925,0.326293351262934,0.511427023125518,-6.89225585833303,"CDN2A_HUMAN",3,-1.03329409168641,0.33583880296664,0.525471359732743,-0.309835000000002,"Non-significant",0.279450949757513,"CDKN2A","Cyclin-dependent kinase inhibitor 2A","CDN2A_HUMAN",0.309835000000002
0.26526,7.843075,1.04772210015309,0.328419301173333,0.51356417322191,-6.89736715112218,"PGAM4_HUMAN",1,-1.03269573278177,0.33610000098164,0.525778267453958,-0.26526,"Non-significant",0.279197369009198,"PGAM4","Probable phosphoglycerate mutase 4","PGAM4_HUMAN",0.26526
0.0294999999999952,14.393825,1.15867275566215,0.283311016809475,0.466775978163675,-6.77857513045192,"COR1B_HUMAN",26,-1.0325392977488,0.336168315027786,0.525783376619503,-0.0294999999999952,"Non-significant",0.279193148843094,"CORO1B","Coronin-1B","COR1B_HUMAN",0.0294999999999952
-0.098725,9.3143275,-1.05147737290704,0.326804025030209,0.51192963843395,-6.89348765208006,"SMAD3_HUMAN",12,1.03209108070327,0.336364108772449,0.52594517230135,0.098725,"Non-significant",0.279059526964239,"SMAD3","Mothers against decapentaplegic homolog 3","SMAD3_HUMAN",-0.098725
-0.0543250000000022,11.7234875,-0.989030423242224,0.354487048964153,0.539201884978782,-6.95665138224237,"CP20A_HUMAN",25,1.03200459632822,0.336401897908942,0.52594517230135,0.0543250000000022,"Non-significant",0.279059526964239,"CYP20A1","Cytochrome P450 20A1","CP20A_HUMAN",-0.0543250000000022
-0.264365,6.6180425,-1.0541286213208,0.325667414543544,0.510743056219532,-6.89074256029623,"NAPEP_HUMAN",9,1.03134791763002,0.336688941218343,0.526292150815677,0.264365,"Non-significant",0.278773107054466,"NAPEPLD","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D","NAPEP_HUMAN",-0.264365
-0.457367499999999,6.87242625,-1.04900119333596,0.327868411471007,0.513188113863875,-6.89604689126333,"VRK1_HUMAN",12,1.03090678696544,0.33688187384358,0.52640558356888,0.457367499999999,"Non-significant",0.278679512820595,"VRK1","Serine/threonine-protein kinase VRK1","VRK1_HUMAN",-0.457367499999999
0.1032525,8.97718125,1.03515707339646,0.333869764849499,0.519159478845834,-6.91027332358331,"DOCK4_HUMAN",46,-1.03088419160311,0.336891758480987,0.52640558356888,-0.1032525,"Non-significant",0.278679512820595,"DOCK4","Dedicator of cytokinesis protein 4","DOCK4_HUMAN",0.1032525
-0.0881349999999994,8.5157525,-1.01835601233116,0.341268313557024,0.52613556443086,-6.92734959797207,"ACSM1_HUMAN",16,1.03005928029765,0.337252783173888,0.526867848162841,0.0881349999999994,"Non-significant",0.27829830321409,"ACSM1","Acyl-coenzyme A synthetase ACSM1, mitochondrial","ACSM1_HUMAN",-0.0881349999999994
-0.0551849999999998,9.9723675,-0.982780747811532,0.357354469498674,0.542236939545294,-6.96281193145991,"ATX3_HUMAN",11,1.02943283058372,0.337527154076264,0.52719458674366,0.0551849999999998,"Non-significant",0.278029057745282,"ATXN3","Ataxin-3","ATX3_HUMAN",-0.0551849999999998
-0.359849999999998,6.7604725,-1.0461392175282,0.329102040094268,0.514333292745934,-6.89899933553675,"ZN687_HUMAN",9,1.02914403215798,0.337653700461841,0.527290351783821,0.359849999999998,"Non-significant",0.27795017519875,"ZNF687","Zinc finger protein 687","ZN687_HUMAN",-0.359849999999998
0.0310000000000006,11.445775,0.852365139562592,0.421261819729875,0.60053955712109,-7.08433174814324,"GTF2I_HUMAN",45,-1.02822644582688,0.338056018451839,0.527792556420181,-0.0310000000000006,"Non-significant",0.277536739027748,"GTF2I","General transcription factor II-I","GTF2I_HUMAN",0.0310000000000006
0.033925,14.4248375,0.891253984042883,0.401389607935331,0.582065339243144,-7.04953539690698,"PYGB_HUMAN",49,-1.02811178500043,0.338106318274328,0.527792556420181,-0.033925,"Non-significant",0.277536739027748,"PYGB","Glycogen phosphorylase, brain form","PYGB_HUMAN",0.033925
0.361707500000002,6.43225875,1.04995809937699,0.327456761035818,0.512654076980925,-6.89505841314748,"S35F5_HUMAN",2,-1.02792430192461,0.338188576707044,0.527792556420181,-0.361707500000002,"Non-significant",0.277536739027748,"SLC35F5","Solute carrier family 35 member F5","S35F5_HUMAN",0.361707500000002
0.0222999999999978,14.0158,0.875375268988274,0.409419816942392,0.588955397819071,-7.06389478724886,"CPNE3_HUMAN",26,-1.02781514468032,0.338236476834905,0.527792556420181,-0.0222999999999978,"Non-significant",0.277536739027748,"CPNE3","Copine-3","CPNE3_HUMAN",0.0222999999999978
0.0296249999999993,13.5758875,0.829787405412539,0.433117153430249,0.611626690883214,-7.10395120325224,"SUCB1_HUMAN",24,-1.02758338159797,0.338338196265999,0.527849380509182,-0.0296249999999993,"Non-significant",0.277489983802414,"SUCLA2","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial","SUCB1_HUMAN",0.0296249999999993
0.0766500000000008,10.3031,1.30101643967775,0.233056434122128,0.413641573636738,-6.6144482366252,"HPBP1_HUMAN",19,-1.02570542461788,0.339163307828344,0.529026951218939,-0.0766500000000008,"Non-significant",0.276522202317344,"HSPBP1","Hsp70-binding protein 1","HPBP1_HUMAN",0.0766500000000008
-0.0983850000000004,8.5861275,-1.0179415733633,0.341452420511691,0.526207800761869,-6.92776818745828,"PRP39_HUMAN",21,1.02556768508908,0.339223888181091,0.529026951218939,0.0983850000000004,"Non-significant",0.276522202317344,"PRPF39","Pre-mRNA-processing factor 39","PRP39_HUMAN",-0.0983850000000004
0.10641,9.1551,1.02748321377865,0.337233311355728,0.522509875698771,-6.91809871793212,"TM223_HUMAN",6,-1.02522905867028,0.339372858395632,0.529157178705999,-0.10641,"Non-significant",0.276415307727436,"TMEM223","Transmembrane protein 223","TM223_HUMAN",0.10641
-1.0840425,9.14614625,-1.04349715285251,0.330244124377166,0.515818986925726,-6.90171963960504,"IF5A2_HUMAN",2,1.0250506969984,0.339451344813334,0.529177477362811,1.0840425,"Non-significant",0.276398648356803,"EIF5A2","Eukaryotic translation initiation factor 5A-2","IF5A2_HUMAN",-1.0840425
-0.996965000000003,9.3817225,-1.04237746283912,0.330729073312716,0.516357083730293,-6.90287095550456,"K1C17_HUMAN",18,1.02420891664637,0.339821955018257,0.529562499388857,0.996965000000003,"Non-significant",0.276082776750241,"KRT17","Keratin, type I cytoskeletal 17","K1C17_HUMAN",-0.996965000000003
-0.22841,6.63971,-1.03885274472269,0.332259323945341,0.517566412690344,-6.90648926570726,"CBLC_HUMAN",7,1.02419211393578,0.33982935597303,0.529562499388857,0.22841,"Non-significant",0.276082776750241,"CBLC","E3 ubiquitin-protein ligase CBL-C","CBLC_HUMAN",-0.22841
-0.333430000000002,5.8446025,-1.04001878161817,0.331752475794245,0.517175556768541,-6.90529326997938,"SEBP2_HUMAN",9,1.02359200216324,0.340093765381572,0.529872379641335,0.333430000000002,"Non-significant",0.275828718119165,"SECISBP2","Selenocysteine insertion sequence-binding protein 2","SEBP2_HUMAN",-0.333430000000002
-0.679277500000001,6.10304875,-1.04050185772599,0.331542672459132,0.517158761997748,-6.90479749157409,"NTH_HUMAN",8,1.02240794564718,0.340615934723129,0.530583657808258,0.679277500000001,"Non-significant",0.275246130593786,"NTHL1","Endonuclease III-like protein 1","NTH_HUMAN",-0.679277500000001
-0.047349999999998,11.04715,-0.978900588758168,0.359143654006668,0.543562540098293,-6.96662173914878,"RM39_HUMAN",20,1.02187982876535,0.340849037265346,0.53084446401075,0.047349999999998,"Non-significant",0.275032707386807,"MRPL39","Large ribosomal subunit protein mL39","RM39_HUMAN",-0.047349999999998
0.631080000000001,6.659205,1.03973171791019,0.331877199023611,0.517193927003814,-6.90558780126618,"TPC14_HUMAN",12,-1.02139734800623,0.341062106122609,0.531073974916018,-0.631080000000001,"Non-significant",0.274844980500085,"TRAPPC14","Trafficking protein particle complex subunit 14","TPC14_HUMAN",0.631080000000001
-0.0449500000000036,12.103175,-0.940137378873979,0.377394272652108,0.55986651814681,-7.0040424374578,"NFIA_HUMAN",14,1.02099689741715,0.341239028877305,0.531247124502168,0.0449500000000036,"Non-significant",0.274703407654519,"NFIA","Nuclear factor 1 A-type","NFIA_HUMAN",-0.0449500000000036
0.403880000000001,6.4759425,1.04019087741411,0.331677721414862,0.517158761997748,-6.90511666851263,"TM6S2_HUMAN",4,-1.02084500192843,0.341306156528102,0.531249309304188,-0.403880000000001,"Non-significant",0.274701621582714,"TM6SF2","Transmembrane 6 superfamily member 2","TM6S2_HUMAN",0.403880000000001
-0.0816725000000034,8.23276875,-1.00720874756376,0.346247246462623,0.531166538841789,-6.93856391855539,"POGZ_HUMAN",24,1.0203896975409,0.34150743266921,0.531460257655993,0.0816725000000034,"Non-significant",0.274529206260209,"POGZ","Pogo transposable element with ZNF domain","POGZ_HUMAN",-0.0816725000000034
-0.0466249999999988,13.3579125,-0.952610927014336,0.371446623836862,0.554863765078038,-6.99212879548546,"AMRP_HUMAN",23,1.02015365045171,0.341611818491813,0.531520371293421,0.0466249999999988,"Non-significant",0.274480085852293,"LRPAP1","Alpha-2-macroglobulin receptor-associated protein","AMRP_HUMAN",-0.0466249999999988
0.183149999999999,8.0671325,1.03263921671949,0.334970460850204,0.520185635937022,-6.91284566899816,"AIRIM_HUMAN",3,-1.01952405646392,0.341890362754737,0.531851386094408,-0.183149999999999,"Non-significant",0.274209704576617,"AIRIM","AFG2-interacting ribosome maturation factor","AIRIM_HUMAN",0.183149999999999
0.0295324999999984,9.03892125,0.992984034551278,0.352682238230454,0.537487340809708,-6.95273879880071,"UBIP1_HUMAN",16,-1.0191394645306,0.342060601045977,0.532013823023789,-0.0295324999999984,"Non-significant",0.274077083522688,"UBP1","Upstream-binding protein 1","UBIP1_HUMAN",0.0295324999999984
0.0637000000000008,12.387725,0.980815434464308,0.358259842396051,0.542999119836354,-6.96474305250267,"PABP2_HUMAN",9,-1.01884653632556,0.342190309263082,0.532113172330414,-0.0637000000000008,"Non-significant",0.273995990089363,"PABPN1","Polyadenylate-binding protein 2","PABP2_HUMAN",0.0637000000000008
0.109097500000001,8.46793125,1.01732861098788,0.341724859669792,0.526435375333751,-6.92838705450613,"C1GLC_HUMAN",12,-1.01812124961288,0.342511631075941,0.532510389303103,-0.109097500000001,"Non-significant",0.273671914700505,"C1GALT1C1","C1GALT1-specific chaperone 1","C1GLC_HUMAN",0.109097500000001
0.2914825,6.39435625,1.0347014085555,0.33406875086452,0.519184332481814,-6.91073919392419,"SIR4_HUMAN",11,-1.01772513186115,0.342687221812265,0.532585026836362,-0.2914825,"Non-significant",0.273611047536119,"SIRT4","NAD-dependent protein lipoamidase sirtuin-4, mitochondrial","SIR4_HUMAN",0.2914825
-0.0534250000000007,14.1300625,-1.42963233847134,0.194447799566237,0.369642888968461,-6.4561679882146,"MAT2B_HUMAN",23,1.01771566954999,0.342691417119377,0.532585026836362,0.0534250000000007,"Non-significant",0.273611047536119,"MAT2B","Methionine adenosyltransferase 2 subunit beta","MAT2B_HUMAN",-0.0534250000000007
-0.0630999999999986,11.333325,-2.19472144266692,0.0628992661536568,0.174953464666211,-5.38396087065295,"CCD93_HUMAN",41,1.01733646259196,0.34285957930252,0.532592407561775,0.0630999999999986,"Non-significant",0.273605028992699,"CCDC93","Coiled-coil domain-containing protein 93","CCD93_HUMAN",-0.0630999999999986
-0.0507000000000009,14.202,-0.952082103913264,0.371697334695339,0.555039637233036,-6.99263636179527,"SCO1_HUMAN",13,1.01729638572788,0.342877355464443,0.532592407561775,0.0507000000000009,"Non-significant",0.273605028992699,"SCO1","Protein SCO1 homolog, mitochondrial","SCO1_HUMAN",-0.0507000000000009
-0.319570000000002,6.242215,-1.03371498902381,0.334499832909558,0.519554602115288,-6.9117471848905,"NEUL4_HUMAN",12,1.01725922783961,0.342893837554309,0.532592407561775,0.319570000000002,"Non-significant",0.273605028992699,"NEURL4","Neuralized-like protein 4","NEUL4_HUMAN",-0.319570000000002
0.036525000000001,10.4241625,1.00456259346136,0.347437388562584,0.532486995023012,-6.94121234006504,"NUP85_HUMAN",24,-1.01576248321061,0.343558262984834,0.533521890433509,-0.036525000000001,"Non-significant",0.272847756746648,"NUP85","Nuclear pore complex protein Nup85","NUP85_HUMAN",0.036525000000001
0.0867125000000026,8.65434875,1.04332286285092,0.330319574297004,0.515837155920148,-6.90189891242384,"WDR59_HUMAN",38,-1.01474737584018,0.344009456042784,0.534119944908533,-0.0867125000000026,"Non-significant",0.272361204464883,"WDR59","GATOR2 complex protein WDR59","WDR59_HUMAN",0.0867125000000026
0.0640224999999983,10.06616375,0.993108331606548,0.352625611911374,0.537487340809708,-6.95261559921794,"TMPS6_HUMAN",21,-1.01447891433644,0.344128858775754,0.534202720469448,-0.0640224999999983,"Non-significant",0.272293904630144,"TMPRSS6","Transmembrane protease serine 6","TMPS6_HUMAN",0.0640224999999983
0.043725000000002,11.1828625,1.03679825514371,0.333153841796815,0.518560081502727,-6.90859412422009,"IPP2_HUMAN",8,-1.01432674132456,0.344196554651759,0.534205213373689,-0.043725000000002,"Non-significant",0.272291877961263,"PPP1R2","Protein phosphatase inhibitor 2","IPP2_HUMAN",0.043725000000002
0.705879999999996,8.2173425,1.03153406083458,0.335454483880655,0.520737198618654,-6.91397327227036,"LZTS2_HUMAN",7,-1.01386694816134,0.344401162074464,0.534420156085216,-0.705879999999996,"Non-significant",0.272117170458581,"LZTS2","Leucine zipper putative tumor suppressor 2","LZTS2_HUMAN",0.705879999999996
-0.0958500000000022,8.5471775,-1.00907357005167,0.345410418023333,0.530688539989089,-6.93669434415757,"T22D4_HUMAN",12,1.013589618193,0.344524619552687,0.534509117052662,0.0958500000000022,"Non-significant",0.272044882687394,"TSC22D4","TSC22 domain family protein 4","T22D4_HUMAN",-0.0958500000000022
-0.523485000000001,6.40798,-1.03130983918964,0.335552752655274,0.520789727287362,-6.91420193870479,"TM164_HUMAN",2,1.01287007189861,0.344845097380081,0.53490365037866,0.523485000000001,"Non-significant",0.271724438310069,"TMEM164","Transmembrane protein 164","TM164_HUMAN",-0.523485000000001
-0.0298000000000052,11.8818,-0.910207274055204,0.391955992448467,0.572804246422158,-7.03212529819861,"STK24_HUMAN",15,1.01265174498772,0.344942383782816,0.534940581863789,0.0298000000000052,"Non-significant",0.271694454243748,"STK24","Serine/threonine-protein kinase 24","STK24_HUMAN",-0.0298000000000052
0.2231825,6.94849125,1.0255480137748,0.338085706365384,0.52341443488822,-6.92006528762188,"NSRP1_HUMAN",11,-1.01225634925991,0.34511862657716,0.534940581863789,-0.2231825,"Non-significant",0.271694454243748,"NSRP1","Nuclear speckle splicing regulatory protein 1","NSRP1_HUMAN",0.2231825
0.381399999999999,6.56846,1.03515694583259,0.33386982054283,0.519159478845834,-6.9102734540255,"TLE5_HUMAN",5,-1.01222583715149,0.345132229898345,0.534940581863789,-0.381399999999999,"Non-significant",0.271694454243748,"TLE5","TLE family member 5","TLE5_HUMAN",0.381399999999999
-1.561355,11.9452225,-1.03027078604118,0.336008428991102,0.521296762290802,-6.91526110673201,"LRRC3_HUMAN",3,1.01222269592287,0.34513363038719,0.534940581863789,1.561355,"Non-significant",0.271694454243748,"LRRC3","Leucine-rich repeat-containing protein 3","LRRC3_HUMAN",-1.561355
-0.284045000000001,6.5080525,-1.02803671861228,0.336989819165696,0.52241824095058,-6.91753573273471,"TRAF3_HUMAN",15,1.01121893982209,0.345581373494875,0.535531871541233,0.284045000000001,"Non-significant",0.271214677544366,"TRAF3","TNF receptor-associated factor 3","TRAF3_HUMAN",-0.284045000000001
-0.157439999999998,9.0543675,-1.02752432241611,0.337215222534454,0.522509875698771,-6.91805691295498,"AKA11_HUMAN",26,1.01102313566672,0.345668768238463,0.535564625967318,0.157439999999998,"Non-significant",0.271188115854465,"AKAP11","A-kinase anchor protein 11","AKA11_HUMAN",-0.157439999999998
-0.85126,7.6522625,-1.02851165608013,0.336780999190666,0.522294861177696,-6.91705248060505,"FBSP1_HUMAN",8,1.01070193569153,0.345812169211754,0.535684124901994,0.85126,"Non-significant",0.271091223833641,"FBXO45","F-box/SPRY domain-containing protein 1","FBSP1_HUMAN",-0.85126
-0.116397499999998,8.76768125,-1.04051524432708,0.331536860051032,0.517158761997748,-6.90478375055366,"MED10_HUMAN",6,1.01004937384734,0.346103650983339,0.536032920271762,0.116397499999998,"Non-significant",0.270808537446531,"MED10","Mediator of RNA polymerase II transcription subunit 10","MED10_HUMAN",-0.116397499999998
0.288102500000001,6.53508875,1.02517253647215,0.338251287260875,0.523570500752519,-6.92044653120428,"PHAR2_HUMAN",9,-1.00930790993952,0.346435075564385,0.536443432143089,-0.288102500000001,"Non-significant",0.270476067553319,"PHACTR2","Phosphatase and actin regulator 2","PHAR2_HUMAN",0.288102500000001
0.2078475,6.07315625,1.02224318614935,0.339545270756205,0.524869845768294,-6.92341728980471,"GRK6_HUMAN",9,-1.0088804986775,0.346626235227999,0.536636632704064,-0.2078475,"Non-significant",0.270319684183266,"GRK6","G protein-coupled receptor kinase 6","GRK6_HUMAN",0.2078475
0.1666825,7.59258125,1.01717280253221,0.341794137752554,0.526435375333751,-6.92854431934155,"GNPI2_HUMAN",5,-1.00845872208878,0.346814955428292,0.536751830138302,-0.1666825,"Non-significant",0.270226466095048,"GNPDA2","Glucosamine-6-phosphate isomerase 2","GNPI2_HUMAN",0.1666825
-0.117694999999999,8.046785,-1.07952596400319,0.314937557342888,0.499207046583324,-6.86419111597862,"CBX8_HUMAN",9,1.00829437607871,0.346888512286062,0.536751830138302,0.117694999999999,"Non-significant",0.270226466095048,"CBX8","Chromobox protein homolog 8","CBX8_HUMAN",-0.117694999999999
-0.177065000000002,7.2357325,-1.1041844076296,0.304792141142825,0.488235211426368,-6.83797673593304,"ZMYM3_HUMAN",9,1.00819753245092,0.34693186258757,0.536751830138302,0.177065000000002,"Non-significant",0.270226466095048,"ZMYM3","Zinc finger MYM-type protein 3","ZMYM3_HUMAN",-0.177065000000002
0.039200000000001,11.48815,0.936686022413373,0.379052516570975,0.561047700319208,-7.00731720077988,"TBCB_HUMAN",16,-1.00812068700596,0.346966264069359,0.536751830138302,-0.039200000000001,"Non-significant",0.270226466095048,"TBCB","Tubulin-folding cofactor B","TBCB_HUMAN",0.039200000000001
0.121445,8.07032,1.01418338531935,0.343125458968582,0.528181886277481,-6.93155818074349,"MITF_HUMAN",3,-1.00794776008829,0.347043688172991,0.536768873230441,-0.121445,"Non-significant",0.270212676475811,"MITF","Microphthalmia-associated transcription factor","MITF_HUMAN",0.121445
0.460084999999999,6.1476175,1.02407552325653,0.338735419655938,0.524119141860442,-6.92155979470161,"PCD12_HUMAN",4,-1.00709069670622,0.34742761767815,0.537235914393814,-0.460084999999999,"Non-significant",0.26983496230694,"PCDH12","Protocadherin-12","PCD12_HUMAN",0.460084999999999
0.113705,7.289395,1.01104588488897,0.344527061074748,0.52973411349956,-6.93471417098138,"FHL3_HUMAN",5,-1.0069769871584,0.347478579791026,0.537235914393814,-0.113705,"Non-significant",0.26983496230694,"FHL3","Four and a half LIM domains protein 3","FHL3_HUMAN",0.113705
-0.0565250000000006,15.2314875,-0.956810036607617,0.369460391052964,0.552985119681843,-6.98809071135366,"RPN2_HUMAN",29,1.00638219382883,0.34774524798664,0.537377755205381,0.0565250000000006,"Non-significant",0.269720315185147,"RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2","RPN2_HUMAN",-0.0565250000000006
1.1925925,8.21961625,1.02424091925231,0.338662392688017,0.524106475224438,-6.92139200560673,"CCGL_HUMAN",2,-1.00634082208095,0.347763802425131,0.537377755205381,-1.1925925,"Non-significant",0.269720315185147,"TMEM37","Voltage-dependent calcium channel gamma-like subunit","CCGL_HUMAN",1.1925925
-0.660584999999998,6.5301075,-1.02592993789607,0.337917347493459,0.523254007622534,-6.91967739140317,"KIFC3_HUMAN",20,1.00632751995484,0.347769768338407,0.537377755205381,0.660584999999998,"Non-significant",0.269720315185147,"KIFC3","Kinesin-like protein KIFC3","KIFC3_HUMAN",-0.660584999999998
-0.111814999999998,8.92804,-1.0048014320345,0.347329837934248,0.532423113981135,-6.94097351265983,"KXDL1_HUMAN",9,1.0058732580954,0.347973549555993,0.537589870233388,0.111814999999998,"Non-significant",0.269548923256296,"KXD1","KxDL motif-containing protein 1","KXDL1_HUMAN",-0.111814999999998
0.171787499999997,8.24509875,1.01522104869592,0.342662884735152,0.52757030425033,-6.93051278652333,"ZMYM2_HUMAN",20,-1.00554449328454,0.348121090985915,0.537649475671119,-0.171787499999997,"Non-significant",0.269500773394923,"ZMYM2","Zinc finger MYM-type protein 2","ZMYM2_HUMAN",0.171787499999997
0.1306475,8.11805375,1.01291930188562,0.343689623564325,0.528748235110475,-6.93283059735958,"ANR46_HUMAN",6,-1.00549086333632,0.348145163387682,0.537649475671119,-0.1306475,"Non-significant",0.269500773394923,"ANKRD46","Ankyrin repeat domain-containing protein 46","ANR46_HUMAN",0.1306475
0.0734250000000038,10.3407125,2.21646062435817,0.0608833223161966,0.170759709247731,-5.35147565993336,"FTO_HUMAN",24,-1.00514067499471,0.348302381208792,0.537789521931359,-0.0734250000000038,"Non-significant",0.269387663644369,"FTO","Alpha-ketoglutarate-dependent dioxygenase FTO","FTO_HUMAN",0.0734250000000038
-0.0718749999999968,11.0941625,-0.993921408990643,0.352255368902515,0.537487340809708,-6.95180941192623,"KI13B_HUMAN",81,1.00489354016292,0.348413366201557,0.537858143431472,0.0718749999999968,"Non-significant",0.269332251561325,"KIF13B","Kinesin-like protein KIF13B","KI13B_HUMAN",-0.0718749999999968
0.0880650000000021,9.3252575,1.02310747750238,0.339163085632091,0.524548299061538,-6.92254144128518,"AP4M1_HUMAN",18,-1.00408460096997,0.348776842684794,0.538219982784363,-0.0880650000000021,"Non-significant",0.269040181986839,"AP4M1","AP-4 complex subunit mu-1","AP4M1_HUMAN",0.0880650000000021
-0.0504925000000025,9.34643125,-0.939407914325149,0.377744298128128,0.559903625550751,-7.00473536347912,"ARHG5_HUMAN",56,1.00407550465387,0.348780931563095,0.538219982784363,0.0504925000000025,"Non-significant",0.269040181986839,"ARHGEF5","Rho guanine nucleotide exchange factor 5","ARHG5_HUMAN",-0.0504925000000025
-0.0478249999999996,12.4185625,-1.00497091493908,0.347253534269753,0.532407116369957,-6.94080401168766,"HABP2_HUMAN",20,1.00383787646247,0.348887760852719,0.538263856771763,0.0478249999999996,"Non-significant",0.269004781119799,"HABP2","Hyaluronan-binding protein 2","HABP2_HUMAN",-0.0478249999999996
0.438982500000001,6.47024875,1.02070682768321,0.34022546995049,0.525427130818837,-6.92497282634208,"KLDC3_HUMAN",6,-1.00371603302539,0.348942547257706,0.538263856771763,-0.438982500000001,"Non-significant",0.269004781119799,"KLHDC3","Kelch domain-containing protein 3","KLDC3_HUMAN",0.438982500000001
0.1868125,7.00070875,1.02052973414633,0.340303943664792,0.525431003693237,-6.92515201805108,"CEP41_HUMAN",12,-1.00233288190944,0.349564944901738,0.539121055073603,-0.1868125,"Non-significant",0.268313706710187,"CEP41","Centrosomal protein of 41 kDa","CEP41_HUMAN",0.1868125
0.037074999999998,14.2360375,1.16133300725181,0.282294886313413,0.4656348786787,-6.77562427763366,"TXNL1_HUMAN",22,-1.00181731574393,0.349797162857929,0.539283334885513,-0.037074999999998,"Non-significant",0.268183000218216,"TXNL1","Thioredoxin-like protein 1","TXNL1_HUMAN",0.037074999999998
0.0462749999999996,11.2523125,0.930852236035433,0.381867820390193,0.563460677658622,-7.01283101879344,"ATP7B_HUMAN",28,-1.00169195364346,0.349853645762838,0.539283334885513,-0.0462749999999996,"Non-significant",0.268183000218216,"ATP7B","Copper-transporting ATPase 2","ATP7B_HUMAN",0.0462749999999996
-0.10702,8.981455,-1.00181277305005,0.348677508700482,0.533780360383712,-6.94395894251361,"KS6B1_HUMAN",14,1.00153991834746,0.349922156004634,0.539283334885513,0.10702,"Non-significant",0.268183000218216,"RPS6KB1","Ribosomal protein S6 kinase beta-1","KS6B1_HUMAN",-0.10702
-0.0858849999999975,8.83892,-1.00931548195745,0.345301976478767,0.530688539989089,-6.93645162497978,"FAIM1_HUMAN",6,1.00134369541649,0.350010593522475,0.539283334885513,0.0858849999999975,"Non-significant",0.268183000218216,"FAIM","Fas apoptotic inhibitory molecule 1","FAIM1_HUMAN",-0.0858849999999975
0.462892499999999,6.00085125,1.01930870270665,0.340845391441434,0.52597428389101,-6.92638688288161,"CKS1_HUMAN",3,-1.00131865937293,0.35002187849693,0.539283334885513,-0.462892499999999,"Non-significant",0.268183000218216,"CKS1B","Cyclin-dependent kinases regulatory subunit 1","CKS1_HUMAN",0.462892499999999
0.733845000000001,7.052025,1.01866127553171,0.341132755408611,0.52613556443086,-6.92704119601601,"KMT2D_HUMAN",14,-1.00115250687148,0.350096778756376,0.539283334885513,-0.733845000000001,"Non-significant",0.268183000218216,"KMT2D","Histone-lysine N-methyltransferase 2D","KMT2D_HUMAN",0.733845000000001
-0.0432749999999977,10.7991125,-0.927747968997809,0.383372247690014,0.564750718654932,-7.01575399014354,"STAM1_HUMAN",17,1.0010628638824,0.350137194294095,0.539283334885513,0.0432749999999977,"Non-significant",0.268183000218216,"STAM","Signal transducing adapter molecule 1","STAM1_HUMAN",-0.0432749999999977
0.683202499999999,5.77484875,1.01808661070191,0.341387981521279,0.526207800761869,-6.92762171211796,"RAB6B_HUMAN",3,-1.00068118056698,0.350309316788696,0.539445648238337,-0.683202499999999,"Non-significant",0.268052306049234,"RAB6B","Ras-related protein Rab-6B","RAB6B_HUMAN",0.683202499999999
-0.0516750000000012,10.7085125,-0.942760439105442,0.37613763726059,0.559190826186748,-7.00154729154005,"NTM1A_HUMAN",13,1.00053000310922,0.350377509391397,0.539447887316317,0.0516750000000012,"Non-significant",0.268050503426123,"NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1","NTM1A_HUMAN",-0.0516750000000012
