logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,D_vs_BD,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.0876004695892334,10.04616320133209,,0.1395129479979585,0.2450749534621085,,CNOT2_HUMAN,8,,0.1395129479979585,0.2450749534621085,0.0876004695892334,Non-significant,0.610701071159262,CNOT2,CCR4-NOT transcription complex subunit 2,CNOT2_HUMAN,Q9NZN8
-0.0875463485717773,11.315141677856444,,0.2331078208743254,0.3617144652316947,,TRAM1_HUMAN,8,,0.2331078208743254,0.3617144652316947,0.0875463485717773,Non-significant,0.4416341231303116,TRAM1,Translocating chain-associated membrane protein 1,TRAM1_HUMAN,Q15629
-0.0875239372253418,12.47293972969054,,0.0721697802684277,0.1483409457449142,,CSN6_HUMAN,8,,0.0721697802684277,0.1483409457449142,0.0875239372253418,Non-significant,0.8287389564790831,COPS6,COP9 signalosome complex subunit 6,CSN6_HUMAN,Q7L5N1
-0.0874471664428711,9.002504587173464,,0.3705500084893774,0.5110970066588332,,HPF1_HUMAN,8,,0.3705500084893774,0.5110970066588332,0.0874471664428711,Non-significant,0.2914966625692358,HPF1,Histone PARylation factor 1,HPF1_HUMAN,Q9NWY4
-0.087367057800293,10.981004714965824,,0.0436343516339943,0.1005898263751592,,2A5E_HUMAN,8,,0.0436343516339943,0.1005898263751592,0.087367057800293,Non-significant,0.997445941472507,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,2A5E_HUMAN,Q16537
-0.0873384475708008,12.2825186252594,,0.0055694915257398,0.0208836814967444,,STXB3_HUMAN,8,,0.0055694915257398,0.0208836814967444,0.0873384475708008,Down,1.6801929389654948,STXBP3,Syntaxin-binding protein 3,STXB3_HUMAN,O00186
-0.0873234272003174,8.759292721748352,,0.1388372380034655,0.2443087717240573,,NAV2_HUMAN,8,,0.1388372380034655,0.2443087717240573,0.0873234272003174,Non-significant,0.6120609397274832,NAV2,Neuron navigator 2,NAV2_HUMAN,Q8IVL1
-0.0872879028320313,10.869776248931874,,0.1674117691398396,0.2810665214267841,,TPPC1_HUMAN,8,,0.1674117691398396,0.2810665214267841,0.0872879028320313,Non-significant,0.5511908812708869,TRAPPC1,Trafficking protein particle complex subunit 1,TPPC1_HUMAN,Q9Y5R8
-0.0872523784637451,13.089497447013851,,0.0029695478835066,0.0129137504297079,,PSA_HUMAN,8,,0.0029695478835066,0.0129137504297079,0.0872523784637451,Down,1.8889476109956929,NPEPPS,Puromycin-sensitive aminopeptidase,PSA_HUMAN,P55786
-0.0871243476867676,13.365061998367317,,0.0022472938096573,0.0104792704510656,,RUVB2_HUMAN,8,,0.0022472938096573,0.0104792704510656,0.0871243476867676,Down,1.979668951140949,RUVBL2,RuvB-like 2,RUVB2_HUMAN,Q9Y230
-0.0870163440704346,7.882697582244876,,0.5300707034998788,0.6625277305529379,,IREB2_HUMAN,8,,0.5300707034998788,0.6625277305529379,0.0870163440704346,Non-significant,0.1787959393170733,IREB2,Iron-responsive element-binding protein 2,IREB2_HUMAN,P48200
-0.0868103504180908,10.77191817760466,,0.1233578163160237,0.2229584357108278,,SNAPN_HUMAN,8,,0.1233578163160237,0.2229584357108278,0.0868103504180908,Non-significant,0.651776091319056,SNAPIN,SNARE-associated protein Snapin,SNAPN_HUMAN,O95295
-0.0867774486541748,14.374146580696117,,0.2637060155692752,0.3965027317964896,,RAB10_HUMAN,8,,0.2637060155692752,0.3965027317964896,0.0867774486541748,Non-significant,0.401753816164652,RAB10,Ras-related protein Rab-10,RAB10_HUMAN,P61026
-0.0867347717285156,14.189071893692017,,0.2723597756412552,0.4062340509428007,,QCR8_HUMAN,8,,0.2723597756412552,0.4062340509428007,0.0867347717285156,Non-significant,0.3912236764093842,UQCRQ,Cytochrome b-c1 complex subunit 8,QCR8_HUMAN,O14949
-0.0864262580871582,8.273509263992308,,0.4441362715911459,0.5837972843167429,,ZDH20_HUMAN,8,,0.4441362715911459,0.5837972843167429,0.0864262580871582,Non-significant,0.2337379295758158,ZDHHC20,Palmitoyltransferase ZDHHC20,ZDH20_HUMAN,Q5W0Z9
-0.0864009857177734,17.89697074890139,,0.021199252110029,0.0575327571897572,,ATPB_HUMAN,8,,0.021199252110029,0.0575327571897572,0.0864009857177734,Non-significant,1.240084812423242,ATP5F1B,"ATP synthase subunit beta, mitochondrial",ATPB_HUMAN,P06576
-0.0860962867736816,16.15731644630431,,0.0032215286070203,0.0137540301601447,,EF1G_HUMAN,8,,0.0032215286070203,0.0137540301601447,0.0860962867736816,Down,1.861570027662306,EEF1G,Elongation factor 1-gamma,EF1G_HUMAN,P26641
-0.086007833480835,9.85007894039154,,0.1128738291262305,0.2077679806855104,,GNL3_HUMAN,8,,0.1128738291262305,0.2077679806855104,0.086007833480835,Non-significant,0.6824213811439077,GNL3,Guanine nucleotide-binding protein-like 3,GNL3_HUMAN,Q9BVP2
-0.0859668254852295,11.05070865154267,,0.1625372727221433,0.2751379907877108,,BL1S2_HUMAN,8,,0.1625372727221433,0.2751379907877108,0.0859668254852295,Non-significant,0.5604494385077449,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2,BL1S2_HUMAN,Q6QNY1
-0.0858781337738037,9.691959023475649,,0.1140558622317536,0.2093792693848885,,YLPM1_HUMAN,8,,0.1140558622317536,0.2093792693848885,0.0858781337738037,Non-significant,0.6790663199706297,YLPM1,YLP motif-containing protein 1,YLPM1_HUMAN,P49750
-0.0858035087585449,9.823992490768433,,0.294354142480176,0.4313438542908392,,TRIO_HUMAN,8,,0.294354142480176,0.4313438542908392,0.0858035087585449,Non-significant,0.3651763853311891,TRIO,Triple functional domain protein,TRIO_HUMAN,O75962
-0.0857453346252441,12.184805393219005,,0.044907216812192,0.1027977742259369,,CHM2A_HUMAN,8,,0.044907216812192,0.1027977742259369,0.0857453346252441,Non-significant,0.988016288568937,CHMP2A,Charged multivesicular body protein 2a,CHM2A_HUMAN,O43633
-0.0857307910919189,9.94053399562835,,0.0108910232893092,0.0347063997702492,,CARF_HUMAN,8,,0.0108910232893092,0.0347063997702492,0.0857307910919189,Down,1.4595904350467848,CDKN2AIP,CDKN2A-interacting protein,CARF_HUMAN,Q9NXV6
-0.0857105255126953,10.28742814064025,,0.288546040512265,0.424808213821561,,TM230_HUMAN,8,,0.288546040512265,0.424808213821561,0.0857105255126953,Non-significant,0.3718070946033944,TMEM230,Transmembrane protein 230,TM230_HUMAN,Q96A57
-0.0856554508209229,10.663740038871776,,0.0487538257738399,0.1089115759164218,,SYHM_HUMAN,8,,0.0487538257738399,0.1089115759164218,0.0856554508209229,Non-significant,0.9629259578067276,HARS2,"Histidine--tRNA ligase, mitochondrial",SYHM_HUMAN,P49590
-0.0856537818908691,9.490792751312256,,0.5160915820974757,0.650113519699357,,CSKI2_HUMAN,8,,0.5160915820974757,0.650113519699357,0.0856537818908691,Non-significant,0.187010802319579,CASKIN2,Caskin-2,CSKI2_HUMAN,Q8WXE0
-0.0856118202209473,9.123988389968872,,0.3338438934517585,0.4735427664560694,,F210B_HUMAN,8,,0.3338438934517585,0.4735427664560694,0.0856118202209473,Non-significant,0.32464079301305,FAM210B,"Protein FAM210B, mitochondrial",F210B_HUMAN,Q96KR6
-0.0855956077575684,13.196655750274676,,0.3620540677767941,0.5032331424522516,,ADT3_HUMAN,8,,0.3620540677767941,0.5032331424522516,0.0855956077575684,Non-significant,0.2982307644027211,SLC25A6,ADP/ATP translocase 3,ADT3_HUMAN,P12236
-0.0855928659439087,8.018803656101225,,0.3263441156367948,0.4657267617857969,,DAB2_HUMAN,8,,0.3263441156367948,0.4657267617857969,0.0855928659439087,Non-significant,0.3318688057392405,DAB2,Disabled homolog 2,DAB2_HUMAN,P98082
-0.0855588912963867,8.188841223716734,,0.6769478546895209,0.788937947862197,,TSAP1_HUMAN,8,,0.6769478546895209,0.788937947862197,0.0855588912963867,Non-significant,0.1029571539018762,TRNAU1AP,tRNA selenocysteine 1-associated protein 1,TSAP1_HUMAN,Q9NX07
-0.0855574607849121,11.614795446395863,,0.0945240596958694,0.1819632568346471,,RANB3_HUMAN,8,,0.0945240596958694,0.1819632568346471,0.0855574607849121,Non-significant,0.7400162986355661,RANBP3,Ran-binding protein 3,RANB3_HUMAN,Q9H6Z4
-0.0855312347412109,9.065932750701904,,0.1997252641871081,0.3215462938661775,,AFG1L_HUMAN,8,,0.1997252641871081,0.3215462938661775,0.0855312347412109,Non-significant,0.492756491718732,AFG1L,AFG1-like ATPase,AFG1L_HUMAN,Q8WV93
-0.0854699611663818,15.00993645191192,,0.0058238859741811,0.021522371577116,,NPC2_HUMAN,8,,0.0058238859741811,0.021522371577116,0.0854699611663818,Down,1.667109874915203,NPC2,NPC intracellular cholesterol transporter 2,NPC2_HUMAN,P61916
-0.0854473114013672,12.044787883758524,,0.0477348347091393,0.107324780672881,,PCNP_HUMAN,8,,0.0477348347091393,0.107324780672881,0.0854473114013672,Non-significant,0.969299990364525,PCNP,PEST proteolytic signal-containing nuclear protein,PCNP_HUMAN,Q8WW12
-0.0853424072265625,14.92355012893676,,0.0377877090407769,0.0900508144767555,,RAC1_HUMAN,8,,0.0377877090407769,0.0900508144767555,0.0853424072265625,Non-significant,1.045512354791578,RAC1,Ras-related C3 botulinum toxin substrate 1,RAC1_HUMAN,P63000
-0.0852758884429932,10.547824978828409,,0.08663497318365,0.1701343085555237,,GGPPS_HUMAN,8,,0.08663497318365,0.1701343085555237,0.0852758884429932,Non-significant,0.7692080995919677,GGPS1,Geranylgeranyl pyrophosphate synthase,GGPPS_HUMAN,O95749
-0.0850279331207275,8.779816508293154,,0.4415663634211103,0.5816323497603145,,SSNA1_HUMAN,8,,0.4415663634211103,0.5816323497603145,0.0850279331207275,Non-significant,0.2353514464893139,SSNA1,Microtubule nucleation factor SSNA1,SSNA1_HUMAN,O43805
-0.084949254989624,11.001629233360283,,0.0409596765583491,0.0958807514407299,,WASC4_HUMAN,8,,0.0409596765583491,0.0958807514407299,0.084949254989624,Non-significant,1.0182685709537398,WASHC4,WASH complex subunit 4,WASC4_HUMAN,Q2M389
-0.0849478244781494,7.207946419715881,,0.2934452386563915,0.4301658329418171,,TCPR1_HUMAN,8,,0.2934452386563915,0.4301658329418171,0.0849478244781494,Non-significant,0.3663640875657394,TECPR1,Tectonin beta-propeller repeat-containing protein 1,TCPR1_HUMAN,Q7Z6L1
-0.08479905128479,8.101436853408813,,0.6221770462896313,0.7423925764024127,,CK098_HUMAN,8,,0.6221770462896313,0.7423925764024127,0.08479905128479,Non-significant,0.1293663795203196,C11orf98,Uncharacterized protein C11orf98,CK098_HUMAN,E9PRG8
-0.084789514541626,12.540388464927684,,0.0274523909493111,0.0700677380210923,,BAG2_HUMAN,8,,0.0274523909493111,0.0700677380210923,0.084789514541626,Non-significant,1.154481902498066,BAG2,BAG family molecular chaperone regulator 2,BAG2_HUMAN,O95816
-0.0846920013427734,8.686570405960083,,0.1432657088536694,0.2503788294876523,,BMS1_HUMAN,8,,0.1432657088536694,0.2503788294876523,0.0846920013427734,Non-significant,0.6014023952115485,BMS1,Ribosome biogenesis protein BMS1 homolog,BMS1_HUMAN,Q14692
-0.0845136642456055,14.8523666858673,,0.1682846433664747,0.2822428010443249,,ATP68_HUMAN,8,,0.1682846433664747,0.2822428010443249,0.0845136642456055,Non-significant,0.5493771264857121,ATP5MJ,"ATP synthase subunit ATP5MJ, mitochondrial",ATP68_HUMAN,P56378
-0.0844109058380127,8.058582663536072,,0.4316136157226012,0.5715549302756218,,DJC17_HUMAN,8,,0.4316136157226012,0.5715549302756218,0.0844109058380127,Non-significant,0.2429420246401811,DNAJC17,DnaJ homolog subfamily C member 17,DJC17_HUMAN,Q9NVM6
-0.0843505859375,9.110883235931396,,0.3528797387552023,0.4939980228211795,,PP4P1_HUMAN,8,,0.3528797387552023,0.4939980228211795,0.0843505859375,Non-significant,0.3062747892941058,PIP4P1,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",PP4P1_HUMAN,Q86T03
-0.0841104984283447,6.802089571952821,,0.6959882677524951,0.8047180183031601,,P3C2B_HUMAN,8,,0.6959882677524951,0.8047180183031601,0.0841104984283447,Non-significant,0.0943562743509026,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,P3C2B_HUMAN,O00750
-0.0841004848480225,12.165275216102614,,0.0087079274448415,0.0291557211097617,,OFUT1_HUMAN,8,,0.0087079274448415,0.0291557211097617,0.0841004848480225,Down,1.5352762126851436,POFUT1,GDP-fucose protein O-fucosyltransferase 1,OFUT1_HUMAN,Q9H488
-0.0840809345245361,8.398761630058289,,0.3994677800648556,0.5401168403328193,,INT2_HUMAN,8,,0.3994677800648556,0.5401168403328193,0.0840809345245361,Non-significant,0.2675122816160494,INTS2,Integrator complex subunit 2,INT2_HUMAN,Q9H0H0
-0.0839359760284424,9.851539254188538,,0.018271064348859,0.051459205984944,,LAMB2_HUMAN,8,,0.018271064348859,0.051459205984944,0.0839359760284424,Non-significant,1.2885369192336735,LAMB2,Laminin subunit beta-2,LAMB2_HUMAN,P55268
-0.0839239358901978,7.465724766254425,,0.570477395488243,0.6994793925823369,,RIOK1_HUMAN,8,,0.570477395488243,0.6994793925823369,0.0839239358901978,Non-significant,0.1552250757677358,RIOK1,Serine/threonine-protein kinase RIO1,RIOK1_HUMAN,Q9BRS2
-0.0839164257049561,9.63725745677948,,0.2403446368572659,0.3689607663053363,,MED18_HUMAN,8,,0.2403446368572659,0.3689607663053363,0.0839164257049561,Non-significant,0.4330198123856297,MED18,Mediator of RNA polymerase II transcription subunit 18,MED18_HUMAN,Q9BUE0
-0.083806037902832,12.25379729270935,,0.6145413703794377,0.7359943644962335,,RAB3D_HUMAN,8,,0.6145413703794377,0.7359943644962335,0.083806037902832,Non-significant,0.1331255110396189,RAB3D,Ras-related protein Rab-3D,RAB3D_HUMAN,O95716
-0.0836536884307861,7.837659358978271,,0.6586395381711037,0.7727672542225192,,ATRX_HUMAN,8,,0.6586395381711037,0.7727672542225192,0.0836536884307861,Non-significant,0.1119512892993088,ATRX,Transcriptional regulator ATRX,ATRX_HUMAN,P46100
-0.0836465358734131,15.99266541004181,,0.0025903303939526,0.0116415671517573,,RAN_HUMAN,8,,0.0025903303939526,0.0116415671517573,0.0836465358734131,Down,1.9339885523710107,RAN,GTP-binding nuclear protein Ran,RAN_HUMAN,P62826
-0.0835726261138916,13.46403133869171,,0.0018571905942805,0.0090895833565952,,DDX17_HUMAN,8,,0.0018571905942805,0.0090895833565952,0.0835726261138916,Down,2.0414560232773256,DDX17,Probable ATP-dependent RNA helicase DDX17,DDX17_HUMAN,Q92841
-0.0835592746734619,12.469467759132405,,0.0253627390877856,0.066043916683087,,SH3G1_HUMAN,8,,0.0253627390877856,0.066043916683087,0.0835592746734619,Non-significant,1.1801671791492043,SH3GL1,Endophilin-A2,SH3G1_HUMAN,Q99961
-0.0835449695587158,13.566682934761053,,0.0070306700149657,0.0248071832181803,,ERF1_HUMAN,8,,0.0070306700149657,0.0248071832181803,0.0835449695587158,Down,1.6054225457741491,ETF1,Eukaryotic peptide chain release factor subunit 1,ERF1_HUMAN,P62495
-0.0835316181182861,11.9089170694351,,0.0604682974967709,0.1292739125205257,,COXM1_HUMAN,8,,0.0604682974967709,0.1292739125205257,0.0835316181182861,Non-significant,0.8884891069174965,CMC1,COX assembly mitochondrial protein homolog,COXM1_HUMAN,Q7Z7K0
-0.0835177898406982,9.52377426624298,,0.207885663457228,0.3315567920391414,,MICU1_HUMAN,8,,0.207885663457228,0.3315567920391414,0.0835177898406982,Non-significant,0.4794420710096814,MICU1,"Calcium uptake protein 1, mitochondrial",MICU1_HUMAN,Q9BPX6
-0.0834598541259766,10.671068668365477,,0.0281281533250378,0.0714364414730424,,ARHG1_HUMAN,8,,0.0281281533250378,0.0714364414730424,0.0834598541259766,Non-significant,1.1460801874777569,ARHGEF1,Rho guanine nucleotide exchange factor 1,ARHG1_HUMAN,Q92888
-0.083423376083374,11.859787583351135,,0.0450020613795793,0.1029031227694372,,PAXI_HUMAN,8,,0.0450020613795793,0.1029031227694372,0.083423376083374,Non-significant,0.9875714456364348,PXN,Paxillin,PAXI_HUMAN,P49023
-0.0833091735839844,15.87148523330689,,0.000845586444918,0.0051008629172755,,HYOU1_HUMAN,8,,0.000845586444918,0.0051008629172755,0.0833091735839844,Down,2.292356347723618,HYOU1,Hypoxia up-regulated protein 1,HYOU1_HUMAN,Q9Y4L1
-0.0832481384277344,14.0836627483368,,0.0239022894556234,0.0631510665946221,,BASI_HUMAN,8,,0.0239022894556234,0.0631510665946221,0.0832481384277344,Non-significant,1.1996193099978505,BSG,Basigin,BASI_HUMAN,P35613
-0.0831403732299805,15.075446128845218,,0.0025570879655393,0.0115301165116478,,GPX1_HUMAN,8,,0.0025570879655393,0.0115301165116478,0.0831403732299805,Down,1.9381663041441484,GPX1,Glutathione peroxidase 1,GPX1_HUMAN,P07203
-0.0831360816955566,9.787811040878292,,0.5114729342601728,0.645386993746126,,SYF2_HUMAN,8,,0.5114729342601728,0.645386993746126,0.0831360816955566,Non-significant,0.1901797910257052,SYF2,Pre-mRNA-splicing factor SYF2,SYF2_HUMAN,O95926
-0.0831307172775269,7.220917642116547,,0.4451021150379554,0.5845128645712343,,FHR5_HUMAN,8,,0.4451021150379554,0.5845128645712343,0.0831307172775269,Non-significant,0.2332059259891962,CFHR5,Complement factor H-related protein 5,FHR5_HUMAN,Q9BXR6
-0.0830097198486328,10.579965591430664,,0.0012335687303224,0.0067287806974244,,DDX42_HUMAN,8,,0.0012335687303224,0.0067287806974244,0.0830097198486328,Down,2.172063625873394,DDX42,ATP-dependent RNA helicase DDX42,DDX42_HUMAN,Q86XP3
-0.0829918384552002,12.879215359687809,,0.0065775008116211,0.0235530874779773,,OPA1_HUMAN,8,,0.0065775008116211,0.0235530874779773,0.0829918384552002,Down,1.627952154914711,OPA1,"Dynamin-like GTPase OPA1, mitochondrial",OPA1_HUMAN,O60313
-0.0828580856323242,14.74626421928405,,0.008475113508626,0.0285747345580961,,ARF6_HUMAN,8,,0.008475113508626,0.0285747345580961,0.0828580856323242,Down,1.5440177952455263,ARF6,ADP-ribosylation factor 6,ARF6_HUMAN,P62330
-0.0827357769012451,9.256259560585022,,0.3768694372371943,0.5175479884821209,,TTC4_HUMAN,8,,0.3768694372371943,0.5175479884821209,0.0827357769012451,Non-significant,0.2860493750174671,TTC4,Tetratricopeptide repeat protein 4,TTC4_HUMAN,O95801
-0.0826098918914795,15.00352704524994,,0.0054847608963716,0.0206131403779691,,PRS8_HUMAN,8,,0.0054847608963716,0.0206131403779691,0.0826098918914795,Down,1.6858558391316194,PSMC5,26S proteasome regulatory subunit 8,PRS8_HUMAN,P62195
-0.0825700759887695,8.246439933776857,,0.6563213103764659,0.7708999023128172,,MYADM_HUMAN,8,,0.6563213103764659,0.7708999023128172,0.0825700759887695,Non-significant,0.113002009361988,MYADM,Myeloid-associated differentiation marker,MYADM_HUMAN,Q96S97
-0.0825200080871582,14.567298173904437,,0.0012395257024368,0.0067477967309401,,GBB1_HUMAN,8,,0.0012395257024368,0.0067477967309401,0.0825200080871582,Down,2.1708380084718666,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GBB1_HUMAN,P62873
-0.0825131734212246,9.454240163167317,,0.6118192360027118,0.7340218187978061,,UBB_HUMAN;UBC_HUMAN,6,,0.6118192360027118,0.7340218187978061,0.0825131734212246,Non-significant,0.1342910304890333,UBB;UBC,Polyubiquitin-B;Polyubiquitin-C,UBB_HUMAN;UBC_HUMAN,P0CG47;P0CG48
-0.0824775695800781,14.503696680068977,,0.003807613289925,0.0155823055366414,,FKBP3_HUMAN,8,,0.003807613289925,0.0155823055366414,0.0824775695800781,Down,1.807368284290964,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3_HUMAN,Q00688
-0.0824422836303711,11.732741594314565,,0.0638954561032841,0.1349910964038697,,PURA2_HUMAN,8,,0.0638954561032841,0.1349910964038697,0.0824422836303711,Non-significant,0.8696948752841508,ADSS2,Adenylosuccinate synthetase isozyme 2,PURA2_HUMAN,P30520
-0.0824339389801025,12.02529442310332,,0.034257345495946,0.0834927925115498,,RAB43_HUMAN,8,,0.034257345495946,0.0834927925115498,0.0824339389801025,Non-significant,1.0783510132297387,RAB43,Ras-related protein Rab-43,RAB43_HUMAN,Q86YS6
-0.0823688507080078,12.28022193908691,,0.0062523122549341,0.0227263506231922,,SEC12_HUMAN,8,,0.0062523122549341,0.0227263506231922,0.0823688507080078,Down,1.643470297291062,PREB,Guanine nucleotide-exchange factor SEC12,SEC12_HUMAN,Q9HCU5
-0.0823509693145752,11.63447892665864,,0.0782835832906625,0.1576640604474922,,SMAP_HUMAN,8,,0.0782835832906625,0.1576640604474922,0.0823509693145752,Non-significant,0.8022672928991513,SMAP,Small acidic protein,SMAP_HUMAN,O00193
-0.0822014808654785,10.474263191223134,,0.0413223246848291,0.0965365857264914,,TNPO3_HUMAN,8,,0.0413223246848291,0.0965365857264914,0.0822014808654785,Non-significant,1.0153080652269368,TNPO3,Transportin-3,TNPO3_HUMAN,Q9Y5L0
-0.0819264650344849,7.511861264705658,,0.7219427291411248,0.8265618753288478,,MIGA2_HUMAN,8,,0.7219427291411248,0.8265618753288478,0.0819264650344849,Non-significant,0.0827246301650636,MIGA2,Mitoguardin 2,MIGA2_HUMAN,Q7L4E1
-0.0817227363586426,10.38230037689209,,0.167546724599679,0.2812354670446979,,VPS41_HUMAN,8,,0.167546724599679,0.2812354670446979,0.0817227363586426,Non-significant,0.5509299106418875,VPS41,Vacuolar protein sorting-associated protein 41 homolog,VPS41_HUMAN,P49754
-0.0816836357116699,12.90568470954895,,0.0495625164541379,0.110343939486074,,CDD_HUMAN,8,,0.0495625164541379,0.110343939486074,0.0816836357116699,Non-significant,0.9572515149720618,CDA,Cytidine deaminase,CDD_HUMAN,P32320
-0.0816619396209717,14.848947882652276,,0.0009468085991585,0.0055767094557196,,TCPD_HUMAN,8,,0.0009468085991585,0.0055767094557196,0.0816619396209717,Down,2.253621981483811,CCT4,T-complex protein 1 subunit delta,TCPD_HUMAN,P50991
-0.0816521644592285,10.4390766620636,,0.118595512756781,0.2159708904237179,,MTHR_HUMAN,8,,0.118595512756781,0.2159708904237179,0.0816521644592285,Non-significant,0.6656047811652471,MTHFR,Methylenetetrahydrofolate reductase (NADPH),MTHR_HUMAN,P42898
-0.081641674041748,11.399838209152223,,0.0717710708159014,0.1476173871582216,,MCU_HUMAN,8,,0.0717710708159014,0.1476173871582216,0.081641674041748,Non-significant,0.8308624859943653,MCU,"Calcium uniporter protein, mitochondrial",MCU_HUMAN,Q8NE86
-0.0816217660903931,7.7143086791038495,,0.4206155892772955,0.5605686526510552,,OTU1_HUMAN,8,,0.4206155892772955,0.5605686526510552,0.0816217660903931,Non-significant,0.2513711919152138,YOD1,Ubiquitin thioesterase OTU1,OTU1_HUMAN,Q5VVQ6
-0.0816061496734619,9.608365654945374,,0.2789218096617596,0.413986664231666,,THEM4_HUMAN,8,,0.2789218096617596,0.413986664231666,0.0816061496734619,Non-significant,0.3830136485986221,THEM4,Acyl-coenzyme A thioesterase THEM4,THEM4_HUMAN,Q5T1C6
-0.0815861225128174,10.042878985404975,,0.0996134012879057,0.1890134538702154,,CBX5_HUMAN,8,,0.0996134012879057,0.1890134538702154,0.0815861225128174,Non-significant,0.7235072818921462,CBX5,Chromobox protein homolog 5,CBX5_HUMAN,P45973
-0.0815701484680176,10.175121784210194,,0.0201920118547178,0.0554460632340776,,RIOK3_HUMAN,8,,0.0201920118547178,0.0554460632340776,0.0815701484680176,Non-significant,1.2561292840758955,RIOK3,Serine/threonine-protein kinase RIO3,RIOK3_HUMAN,O14730
-0.0815262794494629,7.438095688819885,,0.5368720051864758,0.6688241649966876,,CBL_HUMAN,8,,0.5368720051864758,0.6688241649966876,0.0815262794494629,Non-significant,0.1746880439794405,CBL,E3 ubiquitin-protein ligase CBL,CBL_HUMAN,P22681
-0.0814690589904785,11.199801206588726,,0.0407112291517101,0.0953809266342468,,TRIP6_HUMAN,8,,0.0407112291517101,0.0953809266342468,0.0814690589904785,Non-significant,1.020538462671859,TRIP6,Thyroid receptor-interacting protein 6,TRIP6_HUMAN,Q15654
-0.0814640522003174,10.68819415569305,,0.0367403709000579,0.0880157481825071,,LYRM1_HUMAN,8,,0.0367403709000579,0.0880157481825071,0.0814640522003174,Non-significant,1.0554396149309393,LYRM1,LYR motif-containing protein 1,LYRM1_HUMAN,O43325
-0.0811762809753418,18.22307181358337,,0.0014989844201056,0.0077532697941447,,EF1A1_HUMAN,8,,0.0014989844201056,0.0077532697941447,0.0811762809753418,Down,2.110515103419929,EEF1A1,Elongation factor 1-alpha 1,EF1A1_HUMAN,P68104
-0.0810086727142334,7.6944403648376465,,0.358766568302945,0.4997236474168698,,K0513_HUMAN,8,,0.358766568302945,0.4997236474168698,0.0810086727142334,Non-significant,0.3012700988270507,KIAA0513,Uncharacterized protein KIAA0513,K0513_HUMAN,O60268
-0.0808625221252441,6.911902666091921,,0.6777779031697413,0.7896789749469784,,RING2_HUMAN,8,,0.6777779031697413,0.7896789749469784,0.0808625221252441,Non-significant,0.1025494248412668,RNF2,E3 ubiquitin-protein ligase RING2,RING2_HUMAN,Q99496
-0.0808494091033936,14.276189684867866,,0.0214725480201407,0.0580226206889884,,MANF_HUMAN,8,,0.0214725480201407,0.0580226206889884,0.0808494091033936,Non-significant,1.2364026594516102,MANF,Mesencephalic astrocyte-derived neurotrophic factor,MANF_HUMAN,P55145
-0.0808348655700684,15.28878688812256,,0.0074484058594457,0.025934687084121,,RAB5A_HUMAN,8,,0.0074484058594457,0.025934687084121,0.0808348655700684,Down,1.586118987634128,RAB5A,Ras-related protein Rab-5A,RAB5A_HUMAN,P20339
-0.0806264877319336,9.893686771392826,,0.169504936712918,0.2837666421105307,,MROH1_HUMAN,8,,0.169504936712918,0.2837666421105307,0.0806264877319336,Non-significant,0.5470386589095587,MROH1,Maestro heat-like repeat-containing protein family member 1,MROH1_HUMAN,Q8NDA8
-0.0804445743560791,8.955485224723816,,0.5065071295562444,0.6408977470971909,,ZMIZ1_HUMAN,8,,0.5065071295562444,0.6408977470971909,0.0804445743560791,Non-significant,0.1932112550581206,ZMIZ1,Zinc finger MIZ domain-containing protein 1,ZMIZ1_HUMAN,Q9ULJ6
-0.0801467895507813,11.230105876922586,,0.0353431166906918,0.0853673806152235,,CDC5L_HUMAN,8,,0.0353431166906918,0.0853673806152235,0.0801467895507813,Non-significant,1.0687080441236807,CDC5L,Cell division cycle 5-like protein,CDC5L_HUMAN,Q99459
-0.080127477645874,10.211409687995886,,0.3340457517071803,0.4737470735220579,,RS4Y1_HUMAN,8,,0.3340457517071803,0.4737470735220579,0.080127477645874,Non-significant,0.324453459783021,RPS4Y1,"Small ribosomal subunit protein eS4, Y isoform 1",RS4Y1_HUMAN,P22090
-0.0801074504852295,9.734328150749208,,0.0280488501372103,0.0713234727418263,,PDS5A_HUMAN,8,,0.0280488501372103,0.0713234727418263,0.0801074504852295,Non-significant,1.1467675191717437,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,PDS5A_HUMAN,Q29RF7
-0.0800440311431885,14.647516608238217,,0.0460214375618431,0.1044865233750218,,RD23A_HUMAN,8,,0.0460214375618431,0.1044865233750218,0.0800440311431885,Non-significant,0.9809397210485614,RAD23A,UV excision repair protein RAD23 homolog A,RD23A_HUMAN,P54725
