"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_B1"
0.121440000000002,8.5924025,1.00461172649825,0.346549045782325,0.579668587184048,-7.31673240271331,"WDR59_HUMAN",38,-1.04909837588133,0.325164276288083,0.561672300254889,-0.121440000000002,"Non-significant",0.250516993505168,"WDR59","GATOR2 complex protein WDR59","WDR59_HUMAN",0.121440000000002
0.109474999999998,12.9810375,1.30026234070255,0.23223699499933,0.466394850330767,-6.98995614004692,"GLRX5_HUMAN",5,-1.04840807170441,0.325463061804316,0.561748137442162,-0.109474999999998,"Non-significant",0.25045835887311,"GLRX5","Glutaredoxin-related protein 5, mitochondrial","GLRX5_HUMAN",0.109474999999998
0.142207499999999,7.54412625,1.02259817468026,0.338507352780904,0.571596811794273,-7.29859085061451,"RGPS2_HUMAN",15,-1.04837907207928,0.325475618442831,0.561748137442162,-0.142207499999999,"Non-significant",0.25045835887311,"RALGPS2","Ras-specific guanine nucleotide-releasing factor RalGPS2","RGPS2_HUMAN",0.142207499999999
-0.0413000000000014,11.268425,-1.10202173617846,0.30472912110094,0.540976746350101,-7.21563497399507,"TRADD_HUMAN",14,1.04837830285147,0.325475951518328,0.561748137442162,0.0413000000000014,"Non-significant",0.25045835887311,"TRADD","Tumor necrosis factor receptor type 1-associated DEATH domain protein","TRADD_HUMAN",-0.0413000000000014
0.115399999999998,12.6691,1.0033644943252,0.347112102736251,0.579853407014554,-7.31798132439828,"ACSM5_HUMAN",35,-1.0483339807634,0.325495143422859,0.561748137442162,-0.115399999999998,"Non-significant",0.25045835887311,"ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial","ACSM5_HUMAN",0.115399999999998
0.0587749999999989,15.1997375,1.01073816015095,0.343793519001739,0.576245129517502,-7.3105805444864,"CK054_HUMAN",18,-1.04819582820682,0.325554970511565,0.561748137442162,-0.0587749999999989,"Non-significant",0.25045835887311,"C11orf54","Ester hydrolase C11orf54","CK054_HUMAN",0.0587749999999989
0.0799675000000004,8.24718125,1.01411986139042,0.342279778011113,0.574616671309509,-7.30717265422555,"DTNB_HUMAN",18,-1.04796160151425,0.325656422171402,0.561748137442162,-0.0799675000000004,"Non-significant",0.25045835887311,"DTNB","Dystrobrevin beta","DTNB_HUMAN",0.0799675000000004
-0.114155,8.95598,-1.42559364703389,0.194453322326406,0.426078870450092,-6.83519402538388,"CDC26_HUMAN",4,1.04788908131955,0.325687838163283,0.561748137442162,0.114155,"Non-significant",0.25045835887311,"CDC26","Anaphase-promoting complex subunit CDC26","CDC26_HUMAN",-0.114155
-0.4973575,8.26272375,-1.01679865132739,0.341084345620235,0.573923802440665,-7.30446700136516,"DSG1_HUMAN",29,1.04702789722547,0.326061086545617,0.562112126872065,0.4973575,"Non-significant",0.250177045241113,"DSG1","Desmoglein-1","DSG1_HUMAN",-0.4973575
0.1918925,9.15506875,1.2403121537653,0.252445993868962,0.489704211753387,-7.0608271084621,"BET1_HUMAN",2,-1.046837155504,0.326143801543399,0.562112126872065,-0.1918925,"Non-significant",0.250177045241113,"BET1","BET1 homolog","BET1_HUMAN",0.1918925
-0.618922499999999,6.57030875,-1.01892919619151,0.340135884576624,0.572926645111806,-7.30231123874454,"ZN687_HUMAN",9,1.04665647665479,0.326222167855808,0.562112126872065,0.618922499999999,"Non-significant",0.250177045241113,"ZNF687","Zinc finger protein 687","ZN687_HUMAN",-0.618922499999999
-0.1919775,6.22358125,-1.03112540546716,0.334745833146558,0.568520062178471,-7.28990527001785,"DOK4_HUMAN",10,1.0466166107848,0.326239460959103,0.562112126872065,0.1919775,"Non-significant",0.250177045241113,"DOK4","Docking protein 4","DOK4_HUMAN",-0.1919775
0.0779000000000032,11.475225,0.977561426185244,0.358919124956018,0.591517319483406,-7.34355243462914,"NU155_HUMAN",47,-1.04661143712639,0.32624170525217,0.562112126872065,-0.0779000000000032,"Non-significant",0.250177045241113,"NUP155","Nuclear pore complex protein Nup155","NU155_HUMAN",0.0779000000000032
-0.0661374999999982,8.26163375,-0.985430038940276,0.355286527224159,0.587954954829577,-7.33580879090892,"GIT1_HUMAN",25,1.04472171968937,0.327062254488872,0.5634075146669,0.0661374999999982,"Non-significant",0.249177364740016,"GIT1","ARF GTPase-activating protein GIT1","GIT1_HUMAN",-0.0661374999999982
-0.46561,7.343725,-1.03023548141155,0.335136866170401,0.568948442506719,-7.29081425219533,"CAH3_HUMAN",4,1.04451742844739,0.327151057534219,0.563442094467548,0.46561,"Non-significant",0.249150710221987,"CA3","Carbonic anhydrase 3","CAH3_HUMAN",-0.46561
0.0849124999999979,9.24916125,1.07080817665624,0.317669607227908,0.553432517808906,-7.24878057605542,"BORG4_HUMAN",11,-1.04434168531847,0.327227466054615,0.563455317520634,-0.0849124999999979,"Non-significant",0.249140518169138,"CDC42EP4","Cdc42 effector protein 4","BORG4_HUMAN",0.0849124999999979
0.0756250000000041,12.8845625,1.08655290273603,0.31108847394389,0.546454533831585,-7.23214774408304,"ACYP2_HUMAN",11,-1.04398969439605,0.327380544261578,0.56360052537934,-0.0756250000000041,"Non-significant",0.249028610720165,"ACYP2","Acylphosphatase-2","ACYP2_HUMAN",0.0756250000000041
-0.0946499999999997,11.4892,-0.985406194037614,0.355297492830657,0.587954954829577,-7.33583232932974,"KPB2_HUMAN",54,1.04366097344211,0.327523552832177,0.563640065042707,0.0946499999999997,"Non-significant",0.248998143652585,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN",-0.0946499999999997
0.455114999999999,7.919065,1.04484306796213,0.328763265110881,0.563711282793544,-7.27581962452383,"CHRC1_HUMAN",2,-1.0436208342748,0.327541018524452,0.563640065042707,-0.455114999999999,"Non-significant",0.248998143652585,"CHRAC1","Chromatin accessibility complex protein 1","CHRC1_HUMAN",0.455114999999999
-0.080325000000002,13.3626375,-1.02555869744527,0.337197702166763,0.571062633402707,-7.29558149929721,"HPCL1_HUMAN",15,1.04314365905919,0.327748706516072,0.563879096751052,0.080325000000002,"Non-significant",0.248814004602879,"HPCAL1","Hippocalcin-like protein 1","HPCL1_HUMAN",-0.080325000000002
0.305740000000002,7.78094,1.01193294283617,0.343258111589504,0.575583963757569,-7.30937749484742,"MCM4_HUMAN",23,-1.04253166031254,0.328015225611936,0.564159412319462,-0.305740000000002,"Non-significant",0.248598161781771,"MCM4","DNA replication licensing factor MCM4","MCM4_HUMAN",0.305740000000002
0.102577499999995,10.09371375,1.00658743545062,0.345658562870484,0.57854407889184,-7.31475160084638,"GATA_HUMAN",20,-1.04245351233087,0.328049270374101,0.564159412319462,-0.102577499999995,"Non-significant",0.248598161781771,"QRSL1","Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial","GATA_HUMAN",0.102577499999995
-0.412635000000002,5.9676625,-1.04970217590797,0.326664324531346,0.561895537664283,-7.27079691376383,"CY561_HUMAN",2,1.04163543616619,0.328405825900211,0.564654144448391,0.412635000000002,"Non-significant",0.248217479877159,"CYB561","Transmembrane ascorbate-dependent reductase CYB561","CY561_HUMAN",-0.412635000000002
0.10717,9.16144,0.995577922138078,0.350643250087403,0.584144150419941,-7.32575167116925,"WDR3_HUMAN",32,-1.04102343435666,0.328672761535937,0.564994610834894,-0.10717,"Non-significant",0.247955694651057,"WDR3","WD repeat-containing protein 3","WDR3_HUMAN",0.10717
0.118695000000001,8.88086,1.15679298842189,0.283050256824528,0.520980243701724,-7.15583511583838,"CHUR_HUMAN",6,-1.04044106994283,0.328926926776282,0.565262060104628,-0.118695000000001,"Non-significant",0.247750163027685,"CHURC1","Protein Churchill","CHUR_HUMAN",0.118695000000001
-0.111699999999999,10.356275,-1.09405377724219,0.30799167121315,0.54416287082013,-7.22416173768047,"SMAP1_HUMAN",8,1.0403510085769,0.328966246494167,0.565262060104628,0.111699999999999,"Non-significant",0.247750163027685,"SMAP1","Stromal membrane-associated protein 1","SMAP1_HUMAN",-0.111699999999999
-0.0525500000000001,11.3868,-1.12210455030235,0.296629250616234,0.533806284925463,-7.19394709060012,"RT23_HUMAN",12,1.03939374832194,0.329384400527661,0.565711203325537,0.0525500000000001,"Non-significant",0.247405220421194,"MRPS23","Small ribosomal subunit protein mS23","RT23_HUMAN",-0.0525500000000001
0.0985649999999989,8.93479,1.04986616767497,0.326593670801056,0.561891902041355,-7.27062709858055,"PHAF1_HUMAN",11,-1.03917619641717,0.32947948989726,0.565711203325537,-0.0985649999999989,"Non-significant",0.247405220421194,"PHAF1","Phagosome assembly factor 1","PHAF1_HUMAN",0.0985649999999989
0.439270000000002,5.555385,1.04220657421098,0.329906546964271,0.564629200837806,-7.27853762864686,"QPCT_HUMAN",2,-1.03894590446384,0.32958017100848,0.565711203325537,-0.439270000000002,"Non-significant",0.247405220421194,"QPCT","Glutaminyl-peptide cyclotransferase","QPCT_HUMAN",0.439270000000002
-0.83141,7.703625,-1.02054097599978,0.339419724181848,0.572424446551043,-7.30067811737412,"TM35B_HUMAN",1,1.0388948730468,0.329602484615132,0.565711203325537,0.83141,"Non-significant",0.247405220421194,"TMEM35B","Transmembrane protein 35B","TM35B_HUMAN",-0.83141
-0.122,13.30665,-1.32673640906289,0.223763417242255,0.457680811950542,-6.9579868888638,"APOC1_HUMAN",4,1.03862750327226,0.329719411841297,0.565711203325537,0.122,"Non-significant",0.247405220421194,"APOC1","Apolipoprotein C-I","APOC1_HUMAN",-0.122
-0.0794124999999983,9.45559875,-1.00945696608913,0.344368366188013,0.576973608422099,-7.31186940505434,"PGLT1_HUMAN",17,1.03862703353322,0.329719617297794,0.565711203325537,0.0794124999999983,"Non-significant",0.247405220421194,"POGLUT1","Protein O-glucosyltransferase 1","PGLT1_HUMAN",-0.0794124999999983
0.208762500000001,8.07665125,1.09061632636259,0.309407778369889,0.545084514788008,-7.22782645309123,"RN121_HUMAN",4,-1.03844257227911,0.329800305439894,0.565711203325537,-0.208762500000001,"Non-significant",0.247405220421194,"RNF121","E3 ubiquitin ligase RNF121","RN121_HUMAN",0.208762500000001
0.0486500000000003,12.24145,0.929348430906632,0.381794079999783,0.613695316587822,-7.38994077693258,"S27A4_HUMAN",37,-1.03824736908072,0.329885709074344,0.565711203325537,-0.0486500000000003,"Non-significant",0.247405220421194,"SLC27A4","Long-chain fatty acid transport protein 4","S27A4_HUMAN",0.0486500000000003
-0.242832499999999,8.93627875,-1.03848349284795,0.331526317849604,0.565743618569595,-7.2823670903462,"GON7_HUMAN",6,1.03818916093958,0.329911179123996,0.565711203325537,0.242832499999999,"Non-significant",0.247405220421194,"GON7","EKC/KEOPS complex subunit GON7","GON7_HUMAN",-0.242832499999999
0.0454750000000015,14.5928875,0.933332585266924,0.379863451722855,0.612072220345158,-7.3861773225938,"PRS4_HUMAN",30,-1.03796311846418,0.330010102661851,0.565711203325537,-0.0454750000000015,"Non-significant",0.247405220421194,"PSMC1","26S proteasome regulatory subunit 4","PRS4_HUMAN",0.0454750000000015
-0.0449999999999999,12.24985,-0.903692321399705,0.394400893537014,0.625275290121145,-7.41386845039581,"LIMA1_HUMAN",48,1.03795181744109,0.330015048961057,0.565711203325537,0.0449999999999999,"Non-significant",0.247405220421194,"LIMA1","LIM domain and actin-binding protein 1","LIMA1_HUMAN",-0.0449999999999999
0.0772250000000021,14.2624125,0.966271285953391,0.364180560383882,0.596275660880181,-7.35457934072748,"COPB_HUMAN",56,-1.03785892937935,0.330055706941455,0.565711203325537,-0.0772250000000021,"Non-significant",0.247405220421194,"COPB1","Coatomer subunit beta","COPB_HUMAN",0.0772250000000021
0.141007500000001,7.17356375,1.05628665607432,0.323836926050871,0.559886194992132,-7.2639631693075,"IFT88_HUMAN",8,-1.03634060068612,0.33072084472031,0.566732751884846,-0.141007500000001,"Non-significant",0.2466216884493,"IFT88","Intraflagellar transport protein 88 homolog","IFT88_HUMAN",0.141007500000001
-0.116742500000001,9.21173125,-1.02634634891303,0.336849932427512,0.570784062831029,-7.29477975416101,"RPP40_HUMAN",12,1.03578115819272,0.330966182855951,0.566951361941982,0.116742500000001,"Non-significant",0.246454197096953,"RPP40","Ribonuclease P protein subunit p40","RPP40_HUMAN",-0.116742500000001
0.0718500000000013,11.164825,1.11753265255236,0.298457746557019,0.535044086217896,-7.19890897061862,"SNF8_HUMAN",10,-1.03566127717902,0.331018773874028,0.566951361941982,-0.0718500000000013,"Non-significant",0.246454197096953,"SNF8","Vacuolar-sorting protein SNF8","SNF8_HUMAN",0.0718500000000013
0.0662249999999958,15.4412125,0.991361359321196,0.352566905705596,0.586225021150591,-7.32994011734516,"OST48_HUMAN",20,-1.03557668462117,0.331055887974661,0.566951361941982,-0.0662249999999958,"Non-significant",0.246454197096953,"DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","OST48_HUMAN",0.0662249999999958
0.156005,9.24961,1.00726884938238,0.345351848675881,0.578148755451271,-7.31406774394258,"JMY_HUMAN",16,-1.03507792920223,0.331274777269851,0.56709732268358,-0.156005,"Non-significant",0.24634240305167,"JMY","Junction-mediating and -regulatory protein","JMY_HUMAN",0.156005
0.186065000000001,6.8301325,1.02028983593672,0.339531235929548,0.572424446551043,-7.30093271092399,"YETS2_HUMAN",10,-1.03502672875266,0.331297254009005,0.56709732268358,-0.186065000000001,"Non-significant",0.24634240305167,"YEATS2","YEATS domain-containing protein 2","YETS2_HUMAN",0.186065000000001
-0.202875000000001,10.6356625,-1.13028622884897,0.293379699356697,0.530464661518792,-7.1850316386398,"S39A7_HUMAN",3,1.03478633504445,0.331402801433889,0.56709732268358,0.202875000000001,"Non-significant",0.24634240305167,"SLC39A7","Zinc transporter SLC39A7","S39A7_HUMAN",-0.202875000000001
-0.23695,6.38496,-1.04852938113666,0.327169958343772,0.562293358176571,-7.27201078091379,"TTC12_HUMAN",5,1.03475213801007,0.331417818123571,0.56709732268358,0.23695,"Non-significant",0.24634240305167,"TTC12","Tetratricopeptide repeat protein 12","TTC12_HUMAN",-0.23695
0.064074999999999,15.1113625,1.05267106277393,0.325387078201646,0.560840701497004,-7.2677195547907,"IF4A1_HUMAN",13,-1.0343417723576,0.331598060067024,0.567287332309988,-0.064074999999999,"Non-significant",0.246196914248264,"EIF4A1","Eukaryotic initiation factor 4A-I","IF4A1_HUMAN",0.064074999999999
-0.124050000000002,15.720225,-1.3015766527535,0.231809901389446,0.466121553002374,-6.98837853754014,"S10A6_HUMAN",4,1.03409566566379,0.331706192154345,0.567290855822393,0.124050000000002,"Non-significant",0.246194216784113,"S100A6","Protein S100-A6","S10A6_HUMAN",-0.124050000000002
0.0413750000000004,13.3038125,1.05039549661284,0.326365698277885,0.561735459685514,-7.27007883864113,"SPEE_HUMAN",15,-1.03393555239348,0.331776555908315,0.567290855822393,-0.0413750000000004,"Non-significant",0.246194216784113,"SRM","Spermidine synthase","SPEE_HUMAN",0.0413750000000004
-0.0318000000000005,11.0403,-0.86364985947517,0.414680973999627,0.642098307935598,-7.45013264916517,"SNX4_HUMAN",31,1.03382146305869,0.331826700928552,0.567290855822393,0.0318000000000005,"Non-significant",0.246194216784113,"SNX4","Sorting nexin-4","SNX4_HUMAN",-0.0318000000000005
-0.211500000000001,12.06475,-1.00029859369515,0.348499183642275,0.581610564939742,-7.3210463512617,"BCAP_HUMAN",31,1.03342906673899,0.331999213406376,0.567290855822393,0.211500000000001,"Non-significant",0.246194216784113,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN",-0.211500000000001
0.0921374999999989,7.82411375,0.990305789513207,0.353049734975456,0.586615871854266,-7.33098651574698,"TAF4_HUMAN",24,-1.03340322044504,0.332010578866359,0.567290855822393,-0.0921374999999989,"Non-significant",0.246194216784113,"TAF4","Transcription initiation factor TFIID subunit 4","TAF4_HUMAN",0.0921374999999989
0.0786975000000005,9.58492625,1.03490445022222,0.333089283721135,0.567234305763579,-7.2860387430723,"PAAF1_HUMAN",13,-1.03339245741289,0.33201531181213,0.567290855822393,-0.0786975000000005,"Non-significant",0.246194216784113,"PAAF1","Proteasomal ATPase-associated factor 1","PAAF1_HUMAN",0.0786975000000005
-0.494790000000002,5.8772675,-1.01311040924217,0.342731095120878,0.574935444608339,-7.30819082713342,"MBIP1_HUMAN",5,1.0329088009413,0.332228049283403,0.567536059184276,0.494790000000002,"Non-significant",0.246006539760843,"MBIP","MAP3K12-binding inhibitory protein 1","MBIP1_HUMAN",-0.494790000000002
0.2096475,7.63028625,1.04261874018933,0.329727611159063,0.56447652778804,-7.27811305744806,"CDN2C_HUMAN",6,-1.03216318474683,0.332556217087153,0.567978305766767,-0.2096475,"Non-significant",0.24566825208073,"CDKN2C","Cyclin-dependent kinase 4 inhibitor C","CDN2C_HUMAN",0.2096475
-0.0410499999999985,12.28335,-0.965277692994685,0.364646378266133,0.596799961873779,-7.35554500787195,"HUTI_HUMAN",20,1.03168607467374,0.332766338972708,0.56811998326076,0.0410499999999985,"Non-significant",0.245559934420604,"AMDHD1","Probable imidazolonepropionase","HUTI_HUMAN",-0.0410499999999985
-0.117575,13.5702625,-1.34868535708324,0.216942178024237,0.450881920123673,-6.93118100474095,"UB2D3_HUMAN",4,1.03162634271577,0.332792652487743,0.56811998326076,0.117575,"Non-significant",0.245559934420604,"UBE2D3","Ubiquitin-conjugating enzyme E2 D3","UB2D3_HUMAN",-0.117575
-0.280164999999999,7.741515,-1.04439430558236,0.328957645387206,0.563711282793544,-7.27628262205572,"PHLA2_HUMAN",4,1.03150282604968,0.332847069968459,0.56811998326076,0.280164999999999,"Non-significant",0.245559934420604,"PHLDA2","Pleckstrin homology-like domain family A member 2","PHLA2_HUMAN",-0.280164999999999
-0.046875,15.3623875,-0.97327631430813,0.360909232315859,0.593147258772673,-7.34774932001252,"CAPZB_HUMAN",20,1.03132093192095,0.332927219220048,0.568138497744786,0.046875,"Non-significant",0.245545781411614,"CAPZB","F-actin-capping protein subunit beta","CAPZB_HUMAN",-0.046875
-0.301984999999999,6.4205925,-1.02043413090339,0.339467162294246,0.572424446551043,-7.30078643750209,"FEM1C_HUMAN",6,1.03107753749915,0.333034491121045,0.568203279544292,0.301984999999999,"Non-significant",0.245496263953669,"FEM1C","Protein fem-1 homolog C","FEM1C_HUMAN",-0.301984999999999
-0.0837824999999999,8.97208125,-1.03958263184484,0.331047477889964,0.565401504946235,-7.28123760951168,"FADS3_HUMAN",12,1.02982309484009,0.333587789138132,0.569028858792011,0.0837824999999999,"Non-significant",0.244865707425135,"FADS3","Fatty acid desaturase 3","FADS3_HUMAN",-0.0837824999999999
0.648910000000001,5.8397425,1.00205895671452,0.347702236078366,0.580660609364523,-7.3192873641722,"RFIP4_HUMAN",8,-1.02895740633652,0.333970033322564,0.569562374283,-0.648910000000001,"Non-significant",0.244458708242332,"RAB11FIP4","Rab11 family-interacting protein 4","RFIP4_HUMAN",0.648910000000001
-0.0608000000000004,10.253825,-1.2408011335643,0.252275319150618,0.489612359765606,-7.06025784911435,"LEGL_HUMAN",9,1.02807376617357,0.334360553052989,0.570094292111935,0.0608000000000004,"Non-significant",0.244053307209689,"LGALSL","Galectin-related protein","LEGL_HUMAN",-0.0608000000000004
0.101067499999999,8.50708625,0.983310131934682,0.356262423819067,0.58883857872353,-7.33789973739252,"PLPL7_HUMAN",29,-1.02793703682031,0.334421011315723,0.570094292111935,-0.101067499999999,"Non-significant",0.244053307209689,"PNPLA7","Patatin-like phospholipase domain-containing protein 7","PLPL7_HUMAN",0.101067499999999
0.0903000000000027,16.562,0.971790124834316,0.36160140830853,0.593877161099938,-7.34920157667873,"TRAP1_HUMAN",43,-1.02777396255461,0.334493129674095,0.570098685461171,-0.0903000000000027,"Non-significant",0.244049960394952,"TRAP1","Heat shock protein 75 kDa, mitochondrial","TRAP1_HUMAN",0.0903000000000027
0.126517500000003,8.03175375,1.01431249991909,0.342193703330444,0.574616671309509,-7.30697826421217,"ZN330_HUMAN",12,-1.02694274949188,0.334860914023396,0.570606895274122,-0.126517500000003,"Non-significant",0.243662984586743,"ZNF330","Zinc finger protein 330","ZN330_HUMAN",0.126517500000003
0.261015,7.8560725,1.02222443161339,0.338672966727727,0.57175473254405,-7.29897029191489,"IOD1_HUMAN",6,-1.02659590256612,0.335014474643582,0.570749929993367,-0.261015,"Non-significant",0.243554133107103,"DIO1","Type I iodothyronine deiodinase","IOD1_HUMAN",0.261015
-0.162087500000001,7.91218625,-1.0032847020986,0.347148148527376,0.579853407014554,-7.31806118449182,"PI51C_HUMAN",13,1.02538632127767,0.335550421704244,0.571544225458424,0.162087500000001,"Non-significant",0.242950158743011,"PIP5K1C","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","PI51C_HUMAN",-0.162087500000001
0.0803750000000001,15.2237875,0.978505701800331,0.358481705722892,0.591195538828458,-7.34262568491761,"BHMT2_HUMAN",24,-1.02521345948793,0.335627068135254,0.571556025046284,-0.0803750000000001,"Non-significant",0.242941192782424,"BHMT2","S-methylmethionine--homocysteine S-methyltransferase BHMT2","BHMT2_HUMAN",0.0803750000000001
0.0695249999999987,10.5375375,0.94939471564634,0.372153884956823,0.60534078350715,-7.3708762983361,"ITPI2_HUMAN",48,-1.0248200477214,0.335801556156787,0.571734404438908,-0.0695249999999987,"Non-significant",0.24280567308501,"ITPRID2","Protein ITPRID2","ITPI2_HUMAN",0.0695249999999987
0.053325000000001,13.6418125,1.064155483162,0.320483378106686,0.556636172398011,-7.25575506558205,"GORS2_HUMAN",13,-1.02436251145679,0.336004573012625,0.571948791111403,-0.053325000000001,"Non-significant",0.242642853607883,"GORASP2","Golgi reassembly-stacking protein 2","GORS2_HUMAN",0.053325000000001
0.059549999999998,13.269025,1.1120250671266,0.300672546683847,0.536901227992633,-7.20486716281411,"HNRH2_HUMAN",11,-1.0241877582118,0.336082139067023,0.571948791111403,-0.059549999999998,"Non-significant",0.242642853607883,"HNRNPH2","Heterogeneous nuclear ribonucleoprotein H2","HNRH2_HUMAN",0.059549999999998
0.12241,10.025745,0.986599195126178,0.354749181961278,0.587745728321793,-7.33465412477361,"AL2CL_HUMAN",25,-1.02394350673602,0.336190575774798,0.571948791111403,-0.12241,"Non-significant",0.242642853607883,"ALS2CL","ALS2 C-terminal-like protein","AL2CL_HUMAN",0.12241
0.157962499999999,7.17835875,1.01451973334337,0.342101126076195,0.574592792812079,-7.30676911539062,"SAAL1_HUMAN",10,-1.02383182593062,0.336240166033945,0.571948791111403,-0.157962499999999,"Non-significant",0.242642853607883,"SAAL1","Protein SAAL1","SAAL1_HUMAN",0.157962499999999
-0.855767500000001,9.09214625,-1.00446943081358,0.346613248887071,0.579668587184048,-7.31687495085655,"NDUB2_HUMAN",1,1.02346963080956,0.336401032387462,0.571948791111403,0.855767500000001,"Non-significant",0.242642853607883,"NDUFB2","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial","NDUB2_HUMAN",-0.855767500000001
0.0732624999999985,9.98541125,1.02917044433572,0.335605312029251,0.56932874553974,-7.2919013231236,"S2546_HUMAN",13,-1.0234600367696,0.336405294317716,0.571948791111403,-0.0732624999999985,"Non-significant",0.242642853607883,"SLC25A46","Mitochondrial outer membrane protein SLC25A46","S2546_HUMAN",0.0732624999999985
-0.150395,8.3413225,-1.01616335264817,0.341367559911006,0.57404502697115,-7.3051091593099,"AKA7G_HUMAN",10,1.02340622021712,0.336429201847544,0.571948791111403,0.150395,"Non-significant",0.242642853607883,"AKAP7","A-kinase anchor protein 7 isoform gamma","AKA7G_HUMAN",-0.150395
0.0363749999999996,12.7077875,0.930533082511441,0.381219265164429,0.613409713571938,-7.38882307962712,"MAVS_HUMAN",22,-1.02327925857941,0.33648560862775,0.571948791111403,-0.0363749999999996,"Non-significant",0.242642853607883,"MAVS","Mitochondrial antiviral-signaling protein","MAVS_HUMAN",0.0363749999999996
-0.113607499999999,9.27698125,-1.02199663879339,0.338773937718004,0.571807441097838,-7.29920150646502,"PR38A_HUMAN",11,1.02260782773054,0.336784034546931,0.572337378776066,0.113607499999999,"Non-significant",0.242347889831466,"PRPF38A","Pre-mRNA-splicing factor 38A","PR38A_HUMAN",-0.113607499999999
0.0527499999999996,9.8738975,0.970409311196101,0.362245409148864,0.594294149330075,-7.35054932207398,"CPEB2_HUMAN",20,-1.0216722677199,0.337200196049146,0.572814202841631,-0.0527499999999996,"Non-significant",0.241986222300625,"CPEB2","Cytoplasmic polyadenylation element-binding protein 2","CPEB2_HUMAN",0.0527499999999996
-0.146257500000001,7.96129375,-1.1137912350705,0.299960866356101,0.536364330239486,-7.20295878439598,"RSRC1_HUMAN",5,1.02166291146501,0.33720435995532,0.572814202841631,0.146257500000001,"Non-significant",0.241986222300625,"RSRC1","Serine/Arginine-related protein 53","RSRC1_HUMAN",-0.146257500000001
-0.140199999999998,10.7404,-1.084658834218,0.311874377556868,0.547365906061058,-7.23415800868086,"TOM5_HUMAN",6,1.02115216322708,0.337431723367565,0.57308167975291,0.140199999999998,"Non-significant",0.241783474825083,"TOMM5","Mitochondrial import receptor subunit TOM5 homolog","TOM5_HUMAN",-0.140199999999998
-0.253772500000002,6.79728375,-1.0277989027125,0.336209322392891,0.570178739134655,-7.29329999562397,"KLF3_HUMAN",5,1.02096698340281,0.337514186714028,0.573103003869428,0.253772500000002,"Non-significant",0.241767315219622,"KLF3","Krueppel-like factor 3","KLF3_HUMAN",-0.253772500000002
-0.0544000000000011,14.75465,-0.936217430699651,0.378470064917858,0.610714148316545,-7.38344433867287,"HMCS1_HUMAN",32,1.02019331484145,0.337858880763059,0.57335530843638,0.0544000000000011,"Non-significant",0.241576162202057,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN",-0.0544000000000011
-0.0871999999999993,14.4154,-1.08689548670045,0.310946494965394,0.54643930669374,-7.2317838714095,"SRSF2_HUMAN",9,1.01999631745972,0.337946692660881,0.57335530843638,0.0871999999999993,"Non-significant",0.241576162202057,"SRSF2","Serine/arginine-rich splicing factor 2","SRSF2_HUMAN",-0.0871999999999993
-0.129647500000001,9.98653375,-0.975056689284482,0.360081368128471,0.592403583366889,-7.34600733300003,"CHD4_HUMAN",71,1.01991817339355,0.33798153036945,0.57335530843638,0.129647500000001,"Non-significant",0.241576162202057,"CHD4","Chromodomain-helicase-DNA-binding protein 4","CHD4_HUMAN",-0.129647500000001
0.0651375000000023,7.96720125,1.12430146374797,0.295753842419272,0.532642794409753,-7.19155765881409,"SIKE1_HUMAN",10,-1.0198704450577,0.338002809683303,0.57335530843638,-0.0651375000000023,"Non-significant",0.241576162202057,"SIKE1","Suppressor of IKBKE 1","SIKE1_HUMAN",0.0651375000000023
-0.0590500000000027,12.311675,-1.02620033809802,0.336914379121658,0.570784062831029,-7.29492841254953,"PFD3_HUMAN",14,1.01984878465789,0.338012467147234,0.57335530843638,0.0590500000000027,"Non-significant",0.241576162202057,"VBP1","Prefoldin subunit 3","PFD3_HUMAN",-0.0590500000000027
0.080549999999997,12.6391,0.981034306084647,0.357312372975158,0.589979221279022,-7.34014061157877,"GMPPA_HUMAN",20,-1.01954552630356,0.338147699632555,0.573466040874574,-0.080549999999997,"Non-significant",0.24149229475914,"GMPPA","Mannose-1-phosphate guanylyltransferase regulatory subunit alpha","GMPPA_HUMAN",0.080549999999997
-0.0854749999999971,11.1771375,-1.56235911723383,0.159540491455301,0.382654461366459,-6.65724264834588,"PP1G_HUMAN",5,1.01902609120832,0.338379428890747,0.57374034292582,0.0854749999999971,"Non-significant",0.241284611344571,"PPP1CC","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","PP1G_HUMAN",-0.0854749999999971
