"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.159577499999999,8.87267375,-2.5083841238951,0.0393619662752604,0.0729062267192781,-5.9613674537463,"RPIA_HUMAN",11,-2.49402261408904,0.0413523670868713,0.0774267276264028,-0.159577499999999,"Non-significant",1.11110909542881,"RPIA","Ribose-5-phosphate isomerase","RPIA_HUMAN"
0.127725000000002,10.3080125,2.38747630046826,0.0471390164040781,0.0846561082879001,-6.14563057233609,"KCD21_HUMAN",13,2.49220082706713,0.041462780705487,0.0776026335219746,0.127725000000002,"Non-significant",1.11012354027977,"KCTD21","BTB/POZ domain-containing protein KCTD21","KCD21_HUMAN"
-0.316854999999999,7.789205,-2.55944561496784,0.036485065415627,0.0686472960322423,-5.88333471961685,"ELF1_HUMAN",10,-2.49200992821087,0.0414743681539651,0.0776026335219746,-0.316854999999999,"Non-significant",1.11012354027977,"ELF1","ETS-related transcription factor Elf-1","ELF1_HUMAN"
0.131924999999999,15.9745625,2.60540621072273,0.0340809215573053,0.0647417365329491,-5.81302940928609,"TYB4_HUMAN",4,2.4919975807069,0.0414751177551565,0.0776026335219746,0.131924999999999,"Non-significant",1.11012354027977,"TMSB4X","Thymosin beta-4","TYB4_HUMAN"
-0.0752749999999995,11.8212875,-2.1657916127397,0.0656917672147544,0.11069138094577,-6.48018874523037,"RFTN1_HUMAN",33,-2.49131231136458,0.0415167414883911,0.0776625367856203,-0.0752749999999995,"Non-significant",1.10978842767095,"RFTN1","Raftlin","RFTN1_HUMAN"
0.0626499999999979,12.831725,2.10716735915437,0.0717225345403326,0.118919640346566,-6.56759961251727,"DCMC_HUMAN",27,2.49011028944034,0.0415898571853544,0.0777813085676121,0.0626499999999979,"Non-significant",1.10912475469701,"MLYCD","Malonyl-CoA decarboxylase, mitochondrial","DCMC_HUMAN"
0.133474999999997,10.3447125,2.43621665654535,0.0438305225002188,0.0797035125690144,-6.07145594680176,"HMGA1_HUMAN",4,2.48954098685586,0.0416245326108193,0.0778281510740811,0.133474999999997,"Non-significant",1.10886328675362,"HMGA1","High mobility group protein HMG-I/HMG-Y","HMGA1_HUMAN"
0.4112675,7.15062875,2.53041334757346,0.0380931997782462,0.0710938198585926,-5.92771384852885,"RN115_HUMAN",6,2.48782006649185,0.0417295327800052,0.0780064323452318,0.4112675,"Non-significant",1.10786958427285,"RNF115","E3 ubiquitin-protein ligase RNF115","RN115_HUMAN"
0.454312499999998,7.64625625,2.51700861475172,0.0388601457467392,0.07219180833622,-5.9481943119976,"SUSD2_HUMAN",12,2.48737334035551,0.0417568339188953,0.0780394193217182,0.454312499999998,"Non-significant",1.10768597077818,"SUSD2","Sushi domain-containing protein 2","SUSD2_HUMAN"
-0.324300000000001,8.64453,-2.51284641618125,0.0391014996204614,0.0725235019348759,-5.95455208637946,"PI42A_HUMAN",9,-2.48716793772522,0.041769393035153,0.078044846024767,-0.324300000000001,"Non-significant",1.10765577187012,"PIP4K2A","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha","PI42A_HUMAN"
-0.286465000000003,8.3047825,-2.51325444731337,0.0390777711281707,0.0724961266993353,-5.95392884882639,"CG025_HUMAN",16,-2.48623718253626,0.041826351839237,0.0781174494810619,-0.286465000000003,"Non-significant",1.10725194477977,"C7orf25","UPF0415 protein C7orf25","CG025_HUMAN"
-0.511777500000001,7.08662375,-2.5533661470373,0.0368159283220612,0.0690962607662328,-5.8926301699001,"ZDH13_HUMAN",6,-2.48621714346619,0.0418275790367482,0.0781174494810619,-0.511777500000001,"Non-significant",1.10725194477977,"ZDHHC13","Palmitoyltransferase ZDHHC13","ZDH13_HUMAN"
0.0770499999999981,12.1635,3.02413401591449,0.018473236268241,0.03883463426689,-5.17316740445436,"CC90B_HUMAN",18,2.48529139527132,0.0418843125537823,0.078205335729319,0.0770499999999981,"Non-significant",1.10676361524261,"CCDC90B","Coiled-coil domain-containing protein 90B, mitochondrial","CC90B_HUMAN"
0.4433625,7.26076875,2.51420282958706,0.0390226763941886,0.0724271626393172,-5.95248023796359,"IFT88_HUMAN",8,2.48362130924851,0.0419868627002974,0.0783787092855666,0.4433625,"Non-significant",1.10580189261565,"IFT88","Intraflagellar transport protein 88 homolog","IFT88_HUMAN"
-0.104524999999999,16.9581625,-2.29656442208039,0.0540049199534906,0.0944789273265013,-6.2834742836089,"TBB5_HUMAN",5,-2.47917133909181,0.0422613740930735,0.0788729362258862,-0.104524999999999,"Non-significant",1.10307199126522,"TUBB","Tubulin beta chain","TBB5_HUMAN"
0.346107499999998,7.65831375,2.5034662700667,0.0396510894219336,0.0733241262405604,-5.96887762403706,"CBLN1_HUMAN",4,2.47799059630343,0.0423345221017768,0.0789912147157577,0.346107499999998,"Non-significant",1.10242120760364,"CBLN1","Cerebellin-1","CBLN1_HUMAN"
-0.522187499999999,7.16549625,-2.51104350918044,0.0392065225475924,0.0726682691474866,-5.95730581107754,"DOCK6_HUMAN",32,-2.47684944135748,0.0424053415365358,0.0790888858034496,-0.522187499999999,"Non-significant",1.10188454271432,"DOCK6","Dedicator of cytokinesis protein 6","DOCK6_HUMAN"
0.437650000000001,7.63478,2.51021922017091,0.0392546355153717,0.072724093254813,-5.95856476842759,"FETUA_HUMAN",5,2.47683180333873,0.0424064370991155,0.0790888858034496,0.437650000000001,"Non-significant",1.10188454271432,"AHSG","Alpha-2-HS-glycoprotein","FETUA_HUMAN"
-0.333625,8.4685825,-2.72871988488716,0.0284075096786118,0.0556514543703877,-5.62425994652327,"SESQ1_HUMAN",7,-2.47528199599318,0.0425028152666402,0.0792503473587665,-0.333625,"Non-significant",1.1009988255687,"PHETA1","Sesquipedalian-1","SESQ1_HUMAN"
0.152625000000002,14.8844125,4.63330103513354,0.00217667679991831,0.0066669490616672,-2.86334684350274,"PNCB_HUMAN",33,2.47476106797796,0.0425352609474242,0.0792916366605279,0.152625000000002,"Non-significant",1.10077261777355,"NAPRT","Nicotinate phosphoribosyltransferase","PNCB_HUMAN"
0.181342499999998,9.76801625,2.44392160018133,0.0433296360476656,0.078899177331219,-6.05971598615753,"RWDD4_HUMAN",5,2.47461154631653,0.0425445785224186,0.0792916366605279,0.181342499999998,"Non-significant",1.10077261777355,"RWDD4","RWD domain-containing protein 4","RWDD4_HUMAN"
0.122150000000003,10.857,2.49689595480724,0.040040767701796,0.0739094599985424,-5.97890963974581,"BABA2_HUMAN",15,2.47277413885634,0.0426592499531165,0.0794870256733611,0.122150000000003,"Non-significant",1.09970375358633,"BABAM2","BRISC and BRCA1-A complex member 2","BABA2_HUMAN"
-0.228867500000003,10.09526625,-2.52037638771353,0.0386659791553448,0.0719378986374972,-5.94304951075203,"LEO1_HUMAN",14,-2.47057445598621,0.0427969494077037,0.0797252228768077,-0.228867500000003,"Non-significant",1.09840425798613,"LEO1","RNA polymerase-associated protein LEO1","LEO1_HUMAN"
-0.283222500000001,7.93719875,-2.50459523756834,0.0395845245623499,0.0732345415512645,-5.96715364426791,"PPM1H_HUMAN",15,-2.46991834593638,0.0428381102277143,0.0797835126660402,-0.283222500000001,"Non-significant",1.0980868467189,"PPM1H","Protein phosphatase 1H","PPM1H_HUMAN"
-0.2870725,7.43898875,-2.49208702721619,0.0403284694983237,0.0743556156375344,-5.98625099849151,"ST65G_HUMAN",10,-2.46753526199835,0.0429879552317029,0.0800441470025004,-0.2870725,"Non-significant",1.0966704191157,"SUPT7L","STAGA complex 65 subunit gamma","ST65G_HUMAN"
-0.0952000000000002,10.877175,-2.3314423635348,0.051258341071077,0.0903644865599816,-6.23067966526576,"OFUT2_HUMAN",21,-2.4645824593633,0.0431743719943245,0.080372742706155,-0.0952000000000002,"Non-significant",1.09489121119403,"POFUT2","GDP-fucose protein O-fucosyltransferase 2","OFUT2_HUMAN"
0.359977499999999,7.42744625,2.49144553548625,0.0403670077897451,0.0743927323220496,-5.98723022489203,"AGAP1_HUMAN",12,2.46391226089546,0.0432167987758732,0.0804331992874471,0.359977499999999,"Non-significant",1.09456465658341,"AGAP1","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1","AGAP1_HUMAN"
-0.0803999999999991,10.58835,-2.14352007411668,0.0679209550334894,0.113712733955198,-6.51346019457512,"WNK1_HUMAN",48,-2.46225812470878,0.0433216972438906,0.0806098708154622,-0.0803999999999991,"Non-significant",1.09361177484242,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN"
-0.892035,5.62855,-2.52297521635553,0.0385168273894974,0.0717353723016838,-5.93907908426546,"CE024_HUMAN",5,-2.46203737025508,0.0433357163779027,0.0806173982698706,-0.892035,"Non-significant",1.09357122175319,"C5orf24","UPF0461 protein C5orf24","CE024_HUMAN"
0.173500000000001,12.520175,2.4212406416561,0.0448210820014273,0.0811942639662789,-6.09426412432143,"NMES1_HUMAN",7,2.46178224435416,0.0433519241040812,0.0806289927596153,0.173500000000001,"Non-significant",1.09350876549735,"NMES1","Normal mucosa of esophagus-specific gene 1 protein","NMES1_HUMAN"
-0.197975,12.7916625,-2.44521835589277,0.0432459130129157,0.078764469329292,-6.05773977664691,"NDUAC_HUMAN",11,-2.46048104008348,0.043434684525588,0.0807643328779223,-0.197975,"Non-significant",1.09278038989562,"NDUFA12","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12","NDUAC_HUMAN"
0.134699999999997,14.869,3.89683567974327,0.0055268673449506,0.0142636234831532,-3.88051647391651,"RS11_HUMAN",14,2.45944604117139,0.0435006295498674,0.0808562876741175,0.134699999999997,"Non-significant",1.09228620215219,"RPS11","Small ribosomal subunit protein uS17","RS11_HUMAN"
-0.579667500000001,7.50955125,-2.50659818366173,0.0394667114358367,0.0730500179839404,-5.96409492630945,"BRD9_HUMAN",4,-2.45939092928789,0.0435041438939424,0.0808562876741175,-0.579667500000001,"Non-significant",1.09228620215219,"BRD9","Bromodomain-containing protein 9","BRD9_HUMAN"
-2.2143675,8.01702875,-2.50420457476933,0.0396075453723674,0.0732603636715895,-5.96775020874325,"HMCN1_HUMAN",9,-2.45914303968399,0.0435199547924393,0.0808670792154683,-2.2143675,"Non-significant",1.09222824260117,"HMCN1","Hemicentin-1","HMCN1_HUMAN"
-0.267467500000002,8.53575375,-3.04749598184325,0.0178624182071259,0.0377370429608464,-5.137659069644,"PICK1_HUMAN",11,-2.45770765028614,0.0436116230941309,0.0810187886623443,-0.267467500000002,"Non-significant",1.0914142543787,"PICK1","PRKCA-binding protein","PICK1_HUMAN"
0.271009999999999,8.1851125,2.47165371476199,0.0415747660061976,0.0761670067153434,-6.01743223053068,"SGK2_HUMAN",13,2.4574282375423,0.0436294903156597,0.0810333571280969,0.271009999999999,"Non-significant",1.09133616834939,"SGK2","Serine/threonine-protein kinase Sgk2","SGK2_HUMAN"
-0.184212499999999,8.38858125,-2.42180535626278,0.044783318463246,0.0811440401565607,-6.09340433870471,"HPS5_HUMAN",32,-2.45602987980832,0.0437190223553449,0.0811702115781117,-0.184212499999999,"Non-significant",1.09060332200029,"HPS5","BLOC-2 complex member HPS5","HPS5_HUMAN"
-1.3468725,6.44993875,-2.49875062292847,0.0399303727807281,0.0737562164503258,-5.97607799990367,"FBX11_HUMAN",6,-2.45596378517924,0.0437232588409128,0.0811702115781117,-1.3468725,"Non-significant",1.09060332200029,"FBXO11","F-box only protein 11","FBX11_HUMAN"
-0.186867499999996,9.50906625,-2.4355897117861,0.0438715386673402,0.0797422188100091,-6.0724110570885,"NEB2_HUMAN",25,-2.45452306270024,0.0438157101971851,0.0813231654474964,-0.186867499999996,"Non-significant",1.08978572509518,"PPP1R9B","Neurabin-2","NEB2_HUMAN"
0.147924999999999,13.9757375,2.3725031423443,0.0482056641066582,0.086121617930034,-6.16838252916307,"DHRS6_HUMAN",14,2.45311904209969,0.0439059997964444,0.0814720377306383,0.147924999999999,"Non-significant",1.08899142123564,"BDH2","Dehydrogenase/reductase SDR family member 6","DHRS6_HUMAN"
-0.0936500000000002,16.663025,-2.78743018015725,0.0260606090778567,0.0519605089236102,-5.5344030989131,"THIK_HUMAN",25,-2.45256736765354,0.0439415291467809,0.0815192518001906,-0.0936500000000002,"Non-significant",1.08873981502395,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","THIK_HUMAN"
-0.3255325,8.24699375,-2.47487498714278,0.0413756987147552,0.0758883078537251,-6.01251796407582,"WDR20_HUMAN",13,-2.45225018745467,0.0439619698052288,0.0815384584524242,-0.3255325,"Non-significant",1.08863750347908,"WDR20","WD repeat-containing protein 20","WDR20_HUMAN"
0.0481249999999971,14.7174375,1.81105416409363,0.111561753720909,0.171566524985942,-6.99855179438634,"XRCC6_HUMAN",43,2.45188361952978,0.0439856054308578,0.0815635807978032,0.0481249999999971,"Non-significant",1.08850371611374,"XRCC6","X-ray repair cross-complementing protein 6","XRCC6_HUMAN"
-1.026215,6.837435,-2.49280215333172,0.0402855520357046,0.074310387289959,-5.98515934763725,"FZD5_HUMAN",6,-2.4516300826167,0.0440019606672954,0.0815751945123277,-1.026215,"Non-significant",1.08844188198348,"FZD5","Frizzled-5","FZD5_HUMAN"
-0.371640000000001,7.65806,-2.47848713406801,0.0411536375839732,0.075583924696945,-6.00700675657448,"SMAD1_HUMAN",4,-2.44925094104261,0.0441557399814433,0.0818415148520996,-0.371640000000001,"Non-significant",1.08702634061287,"SMAD1","Mothers against decapentaplegic homolog 1","SMAD1_HUMAN"
0.574815000000003,6.7556575,2.48410314592,0.0408108096762316,0.0750224640921038,-5.99843686010414,"DPOE4_HUMAN",4,2.44879147905114,0.0441855015729938,0.081877902158301,0.574815000000003,"Non-significant",1.08683329318033,"POLE4","DNA polymerase epsilon subunit 4","DPOE4_HUMAN"
-1.009265,6.7403075,-2.49407028107734,0.0402095620131491,0.0741871467136005,-5.98322347260697,"RAD1_HUMAN",5,-2.44824635348587,0.0442208387565291,0.0819140321480981,-1.009265,"Non-significant",1.08664169576718,"RAD1","Cell cycle checkpoint protein RAD1","RAD1_HUMAN"
0.075924999999998,10.1867875,2.25506034348156,0.0574678361018054,0.0992336080347989,-6.34613348334536,"DI3L2_HUMAN",41,2.44817806722079,0.0442252673876407,0.0819140321480981,0.075924999999998,"Non-significant",1.08664169576718,"DIS3L2","DIS3-like exonuclease 2","DI3L2_HUMAN"
0.0777999999999963,12.89715,2.14082942748944,0.0681953222187459,0.114006781694751,-6.51747459796282,"FLOT1_HUMAN",33,2.44784209950699,0.0442470628462373,0.0819356263427574,0.0777999999999963,"Non-significant",1.08652722205118,"FLOT1","Flotillin-1","FLOT1_HUMAN"
-0.184535,9.2463,-2.49827750647639,0.0399585042521312,0.0737913159401362,-5.97680035175528,"S43A3_HUMAN",4,-2.44608925053565,0.0443609557745069,0.0821277154203709,-0.184535,"Non-significant",1.0855102579486,"SLC43A3","Equilibrative nucleobase transporter 1","S43A3_HUMAN"
-0.102049999999998,11.8554,-2.27673101495253,0.0556326581979635,0.0967051131643309,-6.3134406888358,"SON_HUMAN",56,-2.44442210981091,0.0444695592768992,0.0823099261816296,-0.102049999999998,"Non-significant",1.08454778780156,"SON","Protein SON","SON_HUMAN"
-0.1103725,10.13061375,-2.84298263533026,0.0240260239125247,0.0484899753520441,-5.44943997565499,"RABE2_HUMAN",29,-2.44361047639465,0.0445225308217983,0.0823891063719313,-0.1103725,"Non-significant",1.08413020766353,"RABEP2","Rab GTPase-binding effector protein 2","RABE2_HUMAN"
-0.192225000000004,10.7578375,-2.58877583748685,0.0349313719404143,0.066124187211796,-5.83847450180919,"BOLA3_HUMAN",5,-2.44307694022494,0.0445573875640288,0.0824347364797538,-0.192225000000004,"Non-significant",1.08388974603857,"BOLA3","BolA-like protein 3","BOLA3_HUMAN"
0.116825000000002,13.7929375,2.34469840586936,0.0502519429794872,0.0889979086553889,-6.21058375440281,"RS26_HUMAN",6,2.44173600906228,0.0446451165075133,0.082578141128199,0.116825000000002,"Non-significant",1.0831348975191,"RPS26","Small ribosomal subunit protein eS26","RS26_HUMAN"
0.0488249999999972,13.3717625,1.84731217499132,0.105718563648858,0.164205063407709,-6.94693926780623,"PPCE_HUMAN",49,2.44018681888758,0.0447466915329753,0.0827470848000547,0.0488249999999972,"Non-significant",1.08224729758308,"PREP","Prolyl endopeptidase","PPCE_HUMAN"
-0.069549999999996,14.1388,-2.10036224167896,0.0724573263146993,0.119990282442474,-6.57771002428813,"VAT1_HUMAN",20,-2.43980185588455,0.0447719690270984,0.0827615922889929,-0.069549999999996,"Non-significant",1.08217116233121,"VAT1","Synaptic vesicle membrane protein VAT-1 homolog","VAT1_HUMAN"
0.456315,7.957955,2.51041638561352,0.0392431216395153,0.0727194296680885,-5.95826363529404,"RBCC1_HUMAN",38,2.43972584325191,0.0447769619129164,0.0827615922889929,0.456315,"Non-significant",1.08217116233121,"RB1CC1","RB1-inducible coiled-coil protein 1","RBCC1_HUMAN"
-1.042395,7.16494,-2.4824771381655,0.0409097666657042,0.0751872769347174,-6.00091826944153,"VRK1_HUMAN",12,-2.43959962861402,0.0447852535781338,0.0827615922889929,-1.042395,"Non-significant",1.08217116233121,"VRK1","Serine/threonine-protein kinase VRK1","VRK1_HUMAN"
0.119125,11.3603625,3.00094410498822,0.0191014184166932,0.0399267558991805,-5.20844582348097,"STX8_HUMAN",13,2.43939302362713,0.0447988298879112,0.0827677581677682,0.119125,"Non-significant",1.08213880786208,"STX8","Syntaxin-8","STX8_HUMAN"
0.139799999999997,10.4607,2.35787716538405,0.0492712814712331,0.0875296193696653,-6.19058956045133,"CCNY_HUMAN",13,2.43859466161397,0.0448513311407825,0.0828458202950057,0.139799999999997,"Non-significant",1.08172939754766,"CCNY","Cyclin-Y","CCNY_HUMAN"
-0.9708825,6.35251875,-2.47825397998152,0.0411679340707995,0.0755930057006525,-6.00736250982674,"PRI1_HUMAN",6,-2.43735071078286,0.0449332608307966,0.0829781922082085,-0.9708825,"Non-significant",1.0810360310948,"PRIM1","DNA primase small subunit","PRI1_HUMAN"
0.141324999999998,13.6936375,2.67784797810092,0.0306189521271303,0.0592655627499029,-5.70214318067691,"SEC13_HUMAN",20,2.43655759103992,0.0449855778920281,0.0830398033747263,0.141324999999998,"Non-significant",1.08071368783584,"SEC13","Protein SEC13 homolog","SEC13_HUMAN"
-0.342162500000003,7.86871125,-2.46419392090061,0.0420395397906368,0.0768964924480012,-6.02881054187322,"ALKB3_HUMAN",13,-2.43653346249783,0.0449871704785261,0.0830398033747263,-0.342162500000003,"Non-significant",1.08071368783584,"ALKBH3","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3","ALKB3_HUMAN"
-0.087900000000003,14.236975,-2.81048452940583,0.0251952048893265,0.0505342037519668,-5.49913419860774,"DX39B_HUMAN",26,-2.43600988783614,0.0450217428984352,0.083084645627409,-0.087900000000003,"Non-significant",1.0804792281463,"DDX39B","Spliceosome RNA helicase DDX39B","DX39B_HUMAN"
0.188640000000003,9.856215,2.41552149967931,0.0452053680611947,0.0817621369520332,-6.10297039603762,"HAP40_HUMAN",9,2.43506679729915,0.045084085429575,0.0831807036127037,0.188640000000003,"Non-significant",1.07997741032571,"F8A3","40-kDa huntingtin-associated protein","HAP40_HUMAN"
-0.262809999999998,8.617695,-2.46227783423651,0.0421597759506042,0.0770815356273997,-6.03173263572232,"CHKA_HUMAN",13,-2.43428603655589,0.0451357642976007,0.0832570476534701,-0.262809999999998,"Non-significant",1.07957899352779,"CHKA","Choline kinase alpha","CHKA_HUMAN"
-0.491942499999999,7.39229375,-2.4690171372975,0.0417384305663342,0.0763802884916639,-6.02145410145503,"MTMR3_HUMAN",25,-2.43409769759025,0.0451482396330913,0.08326105885336,-0.491942499999999,"Non-significant",1.07955807037397,"MTMR3","Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3","MTMR3_HUMAN"
0.116399999999999,13.234925,2.78589815793447,0.0261192071201559,0.0520388343978851,-5.53674720025042,"NDUB7_HUMAN",9,2.43387028312424,0.0451633079989871,0.0832698491231324,0.116399999999999,"Non-significant",1.07951222224035,"NDUFB7","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7","NDUB7_HUMAN"
-0.435437499999999,6.62421125,-2.47536488247657,0.0413455099709184,0.0758673682394855,-6.01177054889796,"SG196_HUMAN",8,-2.43344225949009,0.0451916826321414,0.0833031632190648,-0.435437499999999,"Non-significant",1.07933850708659,"POMK","Protein O-mannose kinase","SG196_HUMAN"
-0.1598525,9.55806375,-2.39594790275867,0.0465461952656893,0.0838495423072357,-6.13275023256784,"EBP2_HUMAN",13,-2.43260342866045,0.0452473436777794,0.0833867485060398,-0.1598525,"Non-significant",1.07890296024913,"EBNA1BP2","Probable rRNA-processing protein EBP2","EBP2_HUMAN"
-0.367227499999999,7.77003125,-2.45532521904592,0.0425990228473311,0.0778000259724856,-6.04233389014711,"LLPH_HUMAN",3,-2.43157721383414,0.0453155344184903,0.0834933815146244,-0.367227499999999,"Non-significant",1.07834794949363,"LLPH","Protein LLP homolog","LLPH_HUMAN"
-0.196392499999998,9.63417125,-2.48210069690391,0.0409327115043487,0.0752123453261311,-6.00149272830989,"SETD3_HUMAN",28,-2.4313144997072,0.0453330084115887,0.0834983826583755,-0.196392499999998,"Non-significant",1.07832193660437,"SETD3","Actin-histidine N-methyltransferase","SETD3_HUMAN"
-0.339879999999997,8.6375825,-2.50549777443136,0.0395313927788138,0.0731529871408314,-5.96577539326971,"TF2H1_HUMAN",21,-2.43122581024783,0.0453389090050241,0.0834983826583755,-0.339879999999997,"Non-significant",1.07832193660437,"GTF2H1","General transcription factor IIH subunit 1","TF2H1_HUMAN"
-0.0731500000000018,11.454575,-2.14971818816401,0.0672931077586579,0.11283494503515,-6.50420842296881,"CREL1_HUMAN",17,-2.43009214864003,0.0454144020657414,0.0836069872635637,-0.0731500000000018,"Non-significant",1.07775742587194,"CRELD1","Protein disulfide isomerase CRELD1","CREL1_HUMAN"
-1.62933,6.73367,-2.47244832998036,0.0415255696019352,0.0760941235757067,-6.01622004205693,"BAZ2A_HUMAN",9,-2.43002965366532,0.0454185674965122,0.0836069872635637,-1.62933,"Non-significant",1.07775742587194,"BAZ2A","Bromodomain adjacent to zinc finger domain protein 2A","BAZ2A_HUMAN"
-0.231475,10.9438375,-2.44341942644502,0.0433621026198166,0.0789405124945895,-6.06048125400294,"NEO1_HUMAN",29,-2.42849300990361,0.0455211117213986,0.083776672596554,-0.231475,"Non-significant",1.07687689274124,"NEO1","Neogenin","NEO1_HUMAN"
-0.0846750000000025,13.6956625,-2.51146445118638,0.0391819759331032,0.0726394292356131,-5.95666288471991,"TES_HUMAN",26,-2.42778849761663,0.0455682050709642,0.0838442525810615,-0.0846750000000025,"Non-significant",1.07652670238264,"TES","Testin","TES_HUMAN"
-0.330932499999999,7.25881875,-2.47324027607209,0.0414765977905201,0.0760279291233841,-6.01501189255297,"SRFB1_HUMAN",10,-2.42732852212125,0.0455989792575421,0.0838817818249233,-0.330932499999999,"Non-significant",1.07633235278332,"SRFBP1","Serum response factor-binding protein 1","SRFB1_HUMAN"
0.125424999999996,11.1899375,2.72480479431451,0.0285716472140197,0.0558835762524837,-5.63025344882292,"ABRX2_HUMAN",21,2.42560727550804,0.0457143268471831,0.0840748359285054,0.125424999999996,"Non-significant",1.07533397153535,"ABRAXAS2","BRISC complex subunit Abraxas 2","ABRX2_HUMAN"
-0.218674999999998,10.4290125,-2.49097556649719,0.0403952656491994,0.0744120467682983,-5.98794761238118,"OSTM1_HUMAN",5,-2.4251668422097,0.0457438901171089,0.0841100691120544,-0.218674999999998,"Non-significant",1.07515201017068,"OSTM1","Osteopetrosis-associated transmembrane protein 1","OSTM1_HUMAN"
-0.237965000000001,7.6789175,-2.4314695968638,0.0441420635261189,0.0801618286860524,-6.07868717712233,"MALT1_HUMAN",14,-2.42495302796791,0.045758249075011,0.0841173362004353,-0.237965000000001,"Non-significant",1.07511448885982,"MALT1","Mucosa-associated lymphoid tissue lymphoma translocation protein 1","MALT1_HUMAN"
0.1657975,9.85749625,2.38931940004393,0.0470093898816797,0.0845332365770005,-6.14282875624131,"AGO1_HUMAN",37,2.42401857155002,0.0458210579363604,0.0841979443473676,0.1657975,"Non-significant",1.07469851146345,"AGO1","Protein argonaute-1","AGO1_HUMAN"
0.0684250000000013,12.5861375,2.52955152772949,0.0381420370082465,0.0711685330419335,-5.92903079000616,"RBM14_HUMAN",29,2.42399070034882,0.04582293263837,0.0841979443473676,0.0684250000000013,"Non-significant",1.07469851146345,"RBM14","RNA-binding protein 14","RBM14_HUMAN"
-0.225582499999998,9.56216875,-2.53823041088804,0.0376531532038322,0.0703537765479833,-5.91576740277767,"QTRT2_HUMAN",13,-2.42383587046784,0.0458333484013878,0.0841979443473676,-0.225582499999998,"Non-significant",1.07469851146345,"QTRT2","Queuine tRNA-ribosyltransferase accessory subunit 2","QTRT2_HUMAN"
0.271240000000001,9.1449575,2.44848332345766,0.0430358472186834,0.0784702804125012,-6.0527636400315,"RM42_HUMAN",4,2.42314812998077,0.0458796436555802,0.0842638399609304,0.271240000000001,"Non-significant",1.07435875366106,"MRPL42","Large ribosomal subunit protein mL42","RM42_HUMAN"
-0.173875000000001,11.9920625,-4.93399921340955,0.0015224207438606,0.00500843584559432,-2.47006449104271,"NCKP1_HUMAN",53,-2.42294888793831,0.0458930645951775,0.0842693414636119,-0.173875000000001,"Non-significant",1.07433039992992,"NCKAP1","Nck-associated protein 1","NCKP1_HUMAN"
-0.138457499999999,10.06674625,-2.4496177161196,0.0429631056866775,0.0783730045735532,-6.05103456540975,"COG8_HUMAN",24,-2.42106761268223,0.046019985979559,0.0844832038775325,-0.138457499999999,"Non-significant",1.07322962464041,"COG8","Conserved oligomeric Golgi complex subunit 8","COG8_HUMAN"
-0.3922025,7.38427875,-2.44528775209539,0.0432414372196333,0.078764469329292,-6.05763401647655,"DHX33_HUMAN",19,-2.42020422815915,0.0460783552326886,0.0845711501693511,-0.3922025,"Non-significant",1.07277776295484,"DHX33","ATP-dependent RNA helicase DHX33","DHX33_HUMAN"
0.0694499999999998,12.604375,2.52267053175254,0.0385342831730945,0.0717513501239629,-5.93954458763664,"AADAT_HUMAN",18,2.41943215126777,0.0461306159319238,0.0846478475772395,0.0694499999999998,"Non-significant",1.07238408064084,"AADAT","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial","AADAT_HUMAN"
-0.137177500000002,8.67235375,-2.32484592919831,0.0517667316442852,0.0910423176415921,-6.24067371093306,"SUGP1_HUMAN",27,-2.41906701852045,0.04615535237682,0.0846740157198902,-0.137177500000002,"Non-significant",1.07224984304359,"SUGP1","SURP and G-patch domain-containing protein 1","SUGP1_HUMAN"
-0.203962499999999,8.53361875,-2.41095439387704,0.0455146585244345,0.08228472038761,-6.10992132707547,"UBP46_HUMAN",10,-2.41851951603182,0.0461924692188461,0.0847228792139626,-0.203962499999999,"Non-significant",1.07199929362899,"USP46","Ubiquitin carboxyl-terminal hydrolase 46","UBP46_HUMAN"
0.0831724999999981,9.03006125,2.2319953603738,0.0594881234974254,0.101981442678619,-6.38086929133558,"PPHLN_HUMAN",11,2.41681327609086,0.0463083368271186,0.0848622378103962,0.0831724999999981,"Non-significant",1.07128552010779,"PPHLN1","Periphilin-1","PPHLN_HUMAN"
0.389254999999995,9.45051,2.44304301378213,0.0433864547858328,0.0789670601292246,-6.06105486329215,"PT100_HUMAN",2,2.41670326811954,0.0463158174854566,0.0848622378103962,0.389254999999995,"Non-significant",1.07128552010779,"PET100","Protein PET100 homolog, mitochondrial","PT100_HUMAN"
