logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,C_vs_B2,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.142995357513428,11.7765278816223,,0.002285028142040319,0.03615852130652122,,GOGB1_HUMAN,8,,0.002285028142040319,0.03615852130652122,0.142995357513428,Down,1.441789338195268,GOLGB1,Golgin subfamily B member 1,GOGB1_HUMAN,Q14789
0.0436515808105469,10.561176061630249,,0.35222717006324133,0.6256768267390965,,CASP8_HUMAN,8,,0.35222717006324133,0.6256768267390965,-0.0436515808105469,Non-significant,0.20364992973672974,CASP8,Caspase-8,CASP8_HUMAN,Q14790
-0.0281774997711182,9.177539706230164,,0.5782951158097844,0.8060392573140485,,NAA30_HUMAN,8,,0.5782951158097844,0.8060392573140485,0.0281774997711182,Non-significant,0.0936438058131772,NAA30,N-alpha-acetyltransferase 30,NAA30_HUMAN,Q147X3
0.287618041038513,6.830075204372406,,0.12134512622212783,0.35675379904759247,,MEF2D_HUMAN,8,,0.12134512622212783,0.35675379904759247,-0.287618041038513,Non-significant,0.44763139341549907,MEF2D,Myocyte-specific enhancer factor 2D,MEF2D_HUMAN,Q14814
-0.122054815292358,9.918654084205627,,0.3288325595485176,0.6061067813079457,,CHD4_HUMAN,8,,0.3288325595485176,0.6061067813079457,0.122054815292358,Non-significant,0.21745085694338773,CHD4,Chromodomain-helicase-DNA-binding protein 4,CHD4_HUMAN,Q14839
0.010108470916748,16.252256155014024,,0.8161727257371609,0.9469439519461396,,LASP1_HUMAN,8,,0.8161727257371609,0.9469439519461396,-0.010108470916748,Non-significant,0.023675725411574866,LASP1,LIM and SH3 domain protein 1,LASP1_HUMAN,Q14847
0.0700058937072754,6.9672534465789795,,0.8507686460414569,0.9656648577920804,,STAR3_HUMAN,6,,0.8507686460414569,0.9656648577920804,-0.0700058937072754,Non-significant,0.015173573031593099,STARD3,StAR-related lipid transfer protein 3,STAR3_HUMAN,Q14849
0.241294860839844,13.083489418029789,,0.000581161709395555,0.017676821956410523,,CRYM_HUMAN,8,,0.000581161709395555,0.017676821956410523,-0.241294860839844,Up,1.752595812335253,CRYM,Ketimine reductase mu-crystallin,CRYM_HUMAN,Q14894
0.0985174179077148,17.662012100219727,,0.07398578855966471,0.27234099768158393,,PTGR1_HUMAN,8,,0.07398578855966471,0.27234099768158393,-0.0985174179077148,Non-significant,0.564886975896005,PTGR1,Prostaglandin reductase 1,PTGR1_HUMAN,Q14914
-0.0721046924591064,9.099182724952698,,0.6431743127933897,0.8461894560661705,,NC2A_HUMAN,8,,0.6431743127933897,0.8461894560661705,0.0721046924591064,Non-significant,0.07253239049232632,DRAP1,Dr1-associated corepressor,NC2A_HUMAN,Q14919
0.147682428359985,7.358570098876952,,0.45651624188272594,0.712963521871438,,NFIX_HUMAN,8,,0.45651624188272594,0.712963521871438,-0.147682428359985,Non-significant,0.1469326898609183,NFIX,Nuclear factor 1 X-type,NFIX_HUMAN,Q14938
0.537117958068848,9.674326419830315,,0.021961668574732918,0.13419744008847254,,GPNMB_HUMAN,7,,0.021961668574732918,0.13419744008847254,-0.537117958068848,Non-significant,0.8722557685638541,GPNMB,Transmembrane glycoprotein NMB,GPNMB_HUMAN,Q14956
-0.183194875717163,9.66203773021698,,0.09626239573542997,0.3144187313003146,,ZN638_HUMAN,8,,0.09626239573542997,0.3144187313003146,0.183194875717163,Non-significant,0.5024915890383393,ZNF638,Zinc finger protein 638,ZN638_HUMAN,Q14966
0.290361404418945,10.919113397598265,,0.015486410636320728,0.10885722665496236,,NTCP_HUMAN,8,,0.015486410636320728,0.10885722665496236,-0.290361404418945,Non-significant,0.9631427343565249,SLC10A1,Hepatic sodium/bile acid cotransporter,NTCP_HUMAN,Q14973
0.0547802448272705,13.728058457374575,,0.16664729475350784,0.42161662513085996,,IMB1_HUMAN,8,,0.16664729475350784,0.42161662513085996,-0.0547802448272705,Non-significant,0.37508227241543746,KPNB1,Importin subunit beta-1,IMB1_HUMAN,Q14974
-0.0343461036682129,11.183192729949951,,0.6410712513834508,0.8460169313943625,,NOLC1_HUMAN,8,,0.6410712513834508,0.8460169313943625,0.0343461036682129,Non-significant,0.07262094530901202,NOLC1,Nucleolar and coiled-body phosphoprotein 1,NOLC1_HUMAN,Q14978
-0.0303401947021484,9.84045720100403,,0.6463646808564901,0.8480686046773256,,NUMA1_HUMAN,8,,0.6463646808564901,0.8480686046773256,0.0303401947021484,Non-significant,0.07156901398427508,NUMA1,Nuclear mitotic apparatus protein 1,NUMA1_HUMAN,Q14980
-0.090656042098999,10.832711815834065,,0.21649196401521675,0.4868986392447783,,PSME4_HUMAN,8,,0.21649196401521675,0.4868986392447783,0.090656042098999,Non-significant,0.31256143919267587,PSME4,Proteasome activator complex subunit 4,PSME4_HUMAN,Q14997
-0.257226586341858,8.078235566616058,,0.10190477927502277,0.32442992374639545,,CUL7_HUMAN,8,,0.10190477927502277,0.32442992374639545,0.257226586341858,Non-significant,0.48887909552564757,CUL7,Cullin-7,CUL7_HUMAN,Q14999
-0.138947248458862,9.146927475929258,,0.03176652672080814,0.16941725295785642,,SLMAP_HUMAN,8,,0.03176652672080814,0.16941725295785642,0.138947248458862,Non-significant,0.7710423644725203,SLMAP,Sarcolemmal membrane-associated protein,SLMAP_HUMAN,Q14BN4
0.0645601749420166,10.371643900871273,,0.31725261436637675,0.5960415363365544,,GAPD1_HUMAN,8,,0.31725261436637675,0.5960415363365544,-0.0645601749420166,Non-significant,0.2247234745329051,GAPVD1,GTPase-activating protein and VPS9 domain-containing protein 1,GAPD1_HUMAN,Q14C86
0.117652297019958,7.489490330219267,,0.25421996527514135,0.5300520492281161,,UBX2B_HUMAN,8,,0.25421996527514135,0.5300520492281161,-0.117652297019958,Non-significant,0.2756814821300193,UBXN2B,UBX domain-containing protein 2B,UBX2B_HUMAN,Q14CS0
0.0304975509643555,9.338740825653076,,0.5585981631477568,0.7921115830719904,,NAA25_HUMAN,8,,0.5585981631477568,0.7921115830719904,-0.0304975509643555,Non-significant,0.1012136359622027,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25_HUMAN,Q14CX7
-0.143115520477295,7.392267107963562,,0.5113282378112498,0.757498128524352,,FAKD3_HUMAN,8,,0.5113282378112498,0.757498128524352,0.143115520477295,Non-significant,0.12061843579272132,FASTKD3,"FAST kinase domain-containing protein 3, mitochondrial",FAKD3_HUMAN,Q14CZ7
0.139376878738403,14.612444996833784,,0.0009727584474708755,0.022973327181287494,,SPCS2_HUMAN,8,,0.0009727584474708755,0.022973327181287494,-0.139376878738403,Up,1.638776102243726,SPCS2,Signal peptidase complex subunit 2,SPCS2_HUMAN,Q15005
-0.0048010349273681,11.88609421253205,,0.9129788955968648,0.99679681936664,,EMC2_HUMAN,8,,0.9129788955968648,0.99679681936664,0.0048010349273681,Non-significant,0.0013933564530847953,EMC2,ER membrane protein complex subunit 2,EMC2_HUMAN,Q15006
-0.128589153289795,9.072515487670898,,0.06128171718111998,0.245667324828968,,FL2D_HUMAN,8,,0.06128171718111998,0.245667324828968,0.128589153289795,Non-significant,0.6096526033495956,WTAP,Pre-mRNA-splicing regulator WTAP,FL2D_HUMAN,Q15007
0.0393774509429932,13.744344115257265,,0.3295532276420209,0.60646381031727,,PSMD6_HUMAN,8,,0.3295532276420209,0.60646381031727,-0.0393774509429932,Non-significant,0.21719510979896461,PSMD6,26S proteasome non-ATPase regulatory subunit 6,PSMD6_HUMAN,Q15008
-0.167977333068848,8.506888628005983,,0.1818972972646284,0.44373395534263255,,HERP1_HUMAN,8,,0.1818972972646284,0.44373395534263255,0.167977333068848,Non-significant,0.3528773369951809,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,HERP1_HUMAN,Q15011
0.172711610794067,7.5767627954483014,,0.24482971900821146,0.5208519919202252,,MD2BP_HUMAN,8,,0.24482971900821146,0.5208519919202252,-0.172711610794067,Non-significant,0.28328567060528004,MAD2L1BP,MAD2L1-binding protein,MD2BP_HUMAN,Q15013
-0.609948555628459,7.624004880587261,,0.07144675896661397,0.26778624913643406,,MO4L2_HUMAN,7,,0.07144675896661397,0.26778624913643406,0.609948555628459,Non-significant,0.5722117278374342,MORF4L2,Mortality factor 4-like protein 2,MO4L2_HUMAN,Q15014
0.0499181747436523,11.18128180503846,,0.28888784072643503,0.5661186202528914,,ABRX2_HUMAN,8,,0.28888784072643503,0.5661186202528914,-0.0499181747436523,Non-significant,0.24709256046588984,ABRAXAS2,BRISC complex subunit Abraxas 2,ABRX2_HUMAN,Q15018
-0.0814485549926758,14.002053976058974,,0.0029073909028371186,0.04115522818940529,,SEPT2_HUMAN,8,,0.0029073909028371186,0.04115522818940529,0.0814485549926758,Down,1.3855749859783015,SEPTIN2,Septin-2,SEPT2_HUMAN,Q15019
0.0387797355651855,10.685511589050314,,0.486686016906981,0.7378293478474928,,SART3_HUMAN,8,,0.486686016906981,0.7378293478474928,-0.0387797355651855,Non-significant,0.13204407429932885,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,SART3_HUMAN,Q15020
0.113624731699625,6.228156328201294,,0.6575081769435454,0.8547766832385789,,SUZ12_HUMAN,6,,0.6575081769435454,0.8547766832385789,-0.113624731699625,Non-significant,0.06814733311411456,SUZ12,Polycomb protein SUZ12,SUZ12_HUMAN,Q15022
-0.113950252532959,10.128405570983885,,0.1049840608942926,0.33021271670282853,,EXOS7_HUMAN,8,,0.1049840608942926,0.33021271670282853,0.113950252532959,Non-significant,0.4812062057930256,EXOSC7,Exosome complex component RRP42,EXOS7_HUMAN,Q15024
-0.0752873420715332,8.890132904052734,,0.2730763603044485,0.5499652094905456,,TNIP1_HUMAN,8,,0.2730763603044485,0.5499652094905456,0.0752873420715332,Non-significant,0.25966478287697903,TNIP1,TNFAIP3-interacting protein 1,TNIP1_HUMAN,Q15025
-0.0822732448577881,11.990129828453064,,0.00012010356206981774,0.007501430113398846,,U5S1_HUMAN,8,,0.00012010356206981774,0.007501430113398846,0.0822732448577881,Down,2.124855932454989,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,U5S1_HUMAN,Q15029
0.0365374088287354,10.693410515785224,,0.6701260255316774,0.8621660876205671,,SYLM_HUMAN,8,,0.6701260255316774,0.8621660876205671,-0.0365374088287354,Non-significant,0.0644090636543719,LARS2,"Leucine--tRNA ligase, mitochondrial",SYLM_HUMAN,Q15031
-0.0990386803944903,6.82485004266103,,0.5169290781819182,0.76190717061659,,R3HD1_HUMAN,7,,0.5169290781819182,0.76190717061659,0.0990386803944903,Non-significant,0.11809793908670455,R3HDM1,R3H domain-containing protein 1,R3HD1_HUMAN,Q15032
-0.231977343559265,7.45323818922043,,0.2344755572571391,0.509420873467316,,TRAM2_HUMAN,8,,0.2344755572571391,0.509420873467316,0.231977343559265,Non-significant,0.29292326383658207,TRAM2,Translocating chain-associated membrane protein 2,TRAM2_HUMAN,Q15035
-0.137071371078491,10.191954255104054,,0.3264426431585187,0.6042881688513575,,SNX17_HUMAN,8,,0.3264426431585187,0.6042881688513575,0.137071371078491,Non-significant,0.21875590856946386,SNX17,Sorting nexin-17,SNX17_HUMAN,Q15036
-0.119048118591309,12.527318239212018,,0.24381506945137593,0.51977459568816,,AR6P1_HUMAN,8,,0.24381506945137593,0.51977459568816,0.119048118591309,Non-significant,0.28418495073355476,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,AR6P1_HUMAN,Q15041
-0.0717015266418457,10.7856159210205,,0.10426010138123466,0.3292381896955855,,RB3GP_HUMAN,8,,0.10426010138123466,0.3292381896955855,0.0717015266418457,Non-significant,0.4824897949296749,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,RB3GP_HUMAN,Q15042
-0.106981992721558,13.6472953557968,,0.1356530042336958,0.379198114328698,,S39AE_HUMAN,8,,0.1356530042336958,0.379198114328698,0.106981992721558,Non-significant,0.42113383098238205,SLC39A14,Metal cation symporter ZIP14,S39AE_HUMAN,Q15043
0.0999801158905029,13.579543948173527,,0.0017649170966746945,0.0310549498601986,,SYK_HUMAN,8,,0.0017649170966746945,0.0310549498601986,-0.0999801158905029,Up,1.507869167608469,KARS1,Lysine--tRNA ligase,SYK_HUMAN,Q15046
-0.272589445114136,8.095301747322083,,0.02632238467848899,0.150083450480416,,SETB1_HUMAN,8,,0.02632238467848899,0.150083450480416,0.272589445114136,Non-significant,0.8236671942410062,SETDB1,Histone-lysine N-methyltransferase SETDB1,SETB1_HUMAN,Q15047
0.0024981498718261,7.94499671459198,,0.9843042504897281,1.0,,LRC14_HUMAN,8,,0.9843042504897281,1.0,-0.0024981498718261,Non-significant,-0.0,LRRC14,Leucine-rich repeat-containing protein 14,LRC14_HUMAN,Q15048
-0.27701997756958,8.885852336883545,,0.06545382074191616,0.25402121729436056,,RRS1_HUMAN,8,,0.06545382074191616,0.25402121729436056,0.27701997756958,Non-significant,0.5951300071240577,RRS1,Ribosome biogenesis regulatory protein homolog,RRS1_HUMAN,Q15050
-0.0012133121490478,10.002731919288639,,0.9899401298706039,1.0,,ARHG6_HUMAN,8,,0.9899401298706039,1.0,0.0012133121490478,Non-significant,-0.0,ARHGEF6,Rho guanine nucleotide exchange factor 6,ARHG6_HUMAN,Q15052
0.0059268474578857,14.525176405906675,,0.88621288363833,0.982086280593743,,IF4H_HUMAN,8,,0.88621288363833,0.982086280593743,-0.0059268474578857,Non-significant,0.007850355858971312,EIF4H,Eukaryotic translation initiation factor 4H,IF4H_HUMAN,Q15056
-0.0899918079376221,9.233362793922424,,0.03655885878094489,0.1857624191736932,,ACAP2_HUMAN,8,,0.03655885878094489,0.1857624191736932,0.0899918079376221,Non-significant,0.7310421417756967,ACAP2,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",ACAP2_HUMAN,Q15057
-0.317773580551147,7.29826807975769,,0.35573238986464895,0.6292006422427314,,BRD3_HUMAN,8,,0.35573238986464895,0.6292006422427314,0.317773580551147,Non-significant,0.20121084275197398,BRD3,Bromodomain-containing protein 3,BRD3_HUMAN,Q15059
-0.106915473937988,10.261736154556274,,0.007479276961936932,0.07293855077779259,,WDR43_HUMAN,8,,0.007479276961936932,0.07293855077779259,0.106915473937988,Non-significant,1.1370428699701451,WDR43,WD repeat-containing protein 43,WDR43_HUMAN,Q15061
-0.424728751182556,,,1.0,1.0,,POSTN_HUMAN,5,,1.0,1.0,0.424728751182556,Non-significant,-0.0,POSTN,Periostin,POSTN_HUMAN,Q15063
0.0174510478973389,14.940216183662415,,0.5674649827529927,0.7994143403727594,,ACOX1_HUMAN,8,,0.5674649827529927,0.7994143403727594,-0.0174510478973389,Non-significant,0.09722806537176432,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1_HUMAN,Q15067
-0.0765066146850586,11.832238674163825,,0.48458490567265483,0.7354616394386314,,OXA1L_HUMAN,8,,0.48458490567265483,0.7354616394386314,0.0765066146850586,Non-significant,0.1334399744858623,OXA1L,Mitochondrial inner membrane protein OXA1L,OXA1L_HUMAN,Q15070
-0.0345728397369385,12.438257575035117,,0.2526658575692469,0.5292657569461285,,EEA1_HUMAN,8,,0.2526658575692469,0.5292657569461285,0.0345728397369385,Non-significant,0.27632620359123466,EEA1,Early endosome antigen 1,EEA1_HUMAN,Q15075
0.0692715644836426,16.389752149581916,,0.18806562655004277,0.4515120177325264,,PDIA6_HUMAN,8,,0.18806562655004277,0.4515120177325264,-0.0692715644836426,Non-significant,0.3453306857370505,PDIA6,Protein disulfide-isomerase A6,PDIA6_HUMAN,Q15084
-0.0622739791870117,10.509173631668116,,0.1511098805692504,0.40254264723797156,,PA1B3_HUMAN,8,,0.1511098805692504,0.40254264723797156,0.0622739791870117,Non-significant,0.3951881016837896,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit alpha1,PA1B3_HUMAN,Q15102
,,,1.0,1.0,,PCOC1_HUMAN,4,,1.0,1.0,,Non-significant,-0.0,PCOLCE,Procollagen C-endopeptidase enhancer 1,PCOC1_HUMAN,Q15113
0.262925386428833,9.406659007072447,,0.012131996092643699,0.09551476907127328,,PDK1_HUMAN,8,,0.012131996092643699,0.09551476907127328,-0.262925386428833,Non-significant,1.0199294699844654,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1_HUMAN,Q15118
0.098823070526123,8.985889434814455,,0.46964097529219584,0.723926612630133,,PDK2_HUMAN,8,,0.46964097529219584,0.723926612630133,-0.098823070526123,Non-significant,0.140305457760316,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2_HUMAN,Q15119
0.212903738021851,9.937749266624452,,0.006755938121036621,0.06828280125741452,,PDK3_HUMAN,8,,0.006755938121036621,0.06828280125741452,-0.212903738021851,Non-significant,1.165688670543791,PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",PDK3_HUMAN,Q15120
-0.195573806762695,12.77470898628234,,0.013873579050705624,0.10161562478626272,,PEA15_HUMAN,8,,0.013873579050705624,0.10161562478626272,0.195573806762695,Non-significant,0.9930395082260495,PEA15,Astrocytic phosphoprotein PEA-15,PEA15_HUMAN,Q15121
0.0979180335998535,15.312135934829715,,0.4629587053987818,0.7187719407159076,,EBP_HUMAN,8,,0.4629587053987818,0.7187719407159076,-0.0979180335998535,Non-significant,0.14340888513860867,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP_HUMAN,Q15125
0.0282852649688721,13.7461680173874,,0.3592663085532305,0.631799112232607,,PMVK_HUMAN,8,,0.3592663085532305,0.631799112232607,-0.0282852649688721,Non-significant,0.19942098867580632,PMVK,Phosphomevalonate kinase,PMVK_HUMAN,Q15126
-0.39825701713562,7.504019618034361,,0.09096579401392695,0.3047838356355243,,CDK10_HUMAN,5,,0.09096579401392695,0.3047838356355243,0.39825701713562,Non-significant,0.5160080697486087,CDK10,Cyclin-dependent kinase 10,CDK10_HUMAN,Q15131
-0.380816698074341,7.514979481697084,,0.061763143904946256,0.24675099776868664,,KPCD1_HUMAN,7,,0.061763143904946256,0.24675099776868664,0.380816698074341,Non-significant,0.6077410825304281,PRKD1,Serine/threonine-protein kinase D1,KPCD1_HUMAN,Q15139
0.0596051216125488,15.84625625610351,,0.0018734674678395245,0.03200148397048641,,PLEC_HUMAN,8,,0.0018734674678395245,0.03200148397048641,-0.0596051216125488,Up,1.4948298821410182,PLEC,Plectin,PLEC_HUMAN,Q15149
-0.130926847457886,8.543058276176453,,0.14824026031181678,0.39819494742983746,,PCM1_HUMAN,8,,0.14824026031181678,0.39819494742983746,0.130926847457886,Non-significant,0.3999042548994238,PCM1,Pericentriolar material 1 protein,PCM1_HUMAN,Q15154
0.0681915283203125,8.969357013702393,,0.7252753518665296,0.8942404228596592,,NOMO1_HUMAN,8,,0.7252753518665296,0.8942404228596592,-0.0681915283203125,Non-significant,0.04854570236319745,NOMO1,BOS complex subunit NOMO1,NOMO1_HUMAN,Q15155
-0.0206449031829834,14.038865685462934,,0.4781270782451745,0.7301293250242671,,PON2_HUMAN,8,,0.4781270782451745,0.7301293250242671,0.0206449031829834,Non-significant,0.13660020813987492,PON2,Serum paraoxonase/arylesterase 2,PON2_HUMAN,Q15165
0.147997379302979,13.8262131214142,,0.0021707343865177866,0.03482538970684026,,PON3_HUMAN,8,,0.0021707343865177866,0.03482538970684026,-0.147997379302979,Up,1.4581040149877516,PON3,Serum paraoxonase/lactonase 3,PON3_HUMAN,Q15166
0.0277736186981201,6.029320597648622,,0.9494586519344526,1.0,,TCAL1_HUMAN,4,,0.9494586519344526,1.0,-0.0277736186981201,Non-significant,-0.0,TCEAL1,Transcription elongation factor A protein-like 1,TCAL1_HUMAN,Q15170
0.0291452407836914,10.529059171676636,,0.49830502185639786,0.7472748696534177,,2A5A_HUMAN,8,,0.49830502185639786,0.7472748696534177,-0.0291452407836914,Non-significant,0.12651962252686552,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,2A5A_HUMAN,Q15172
-0.349527955055237,7.0802313685417175,,0.007614370943042186,0.07329503888937784,,2A5B_HUMAN,8,,0.007614370943042186,0.07329503888937784,0.349527955055237,Non-significant,1.1349254203913979,PPP2R5B,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform,2A5B_HUMAN,Q15173
0.0121757984161377,16.07343089580536,,0.665307461274295,0.8594167426817622,,IPYR_HUMAN,8,,0.665307461274295,0.8594167426817622,-0.0121757984161377,Non-significant,0.06579618988475021,PPA1,Inorganic pyrophosphatase,IPYR_HUMAN,Q15181
0.0345520973205566,15.39568996429444,,0.19454395740617783,0.4605468192052652,,TEBP_HUMAN,8,,0.19454395740617783,0.4605468192052652,-0.0345520973205566,Non-significant,0.3367262128310506,PTGES3,Prostaglandin E synthase 3,TEBP_HUMAN,Q15185
,,,1.0,1.0,,PGFRL_HUMAN,1,,1.0,1.0,,Non-significant,-0.0,PDGFRL,Platelet-derived growth factor receptor-like protein,PGFRL_HUMAN,Q15198
-0.127544164657593,10.413649201393124,,0.06410372866323306,0.2508353457305466,,STK38_HUMAN,8,,0.06410372866323306,0.2508353457305466,0.127544164657593,Non-significant,0.600611266189997,STK38,Serine/threonine-protein kinase 38,STK38_HUMAN,Q15208
-0.238178491592407,7.050890207290649,,0.2641249434373536,0.5412146975217699,,NECT1_HUMAN,8,,0.2641249434373536,0.5412146975217699,0.238178491592407,Non-significant,0.26663041797624265,NECTIN1,Nectin-1,NECT1_HUMAN,Q15223
0.012160062789917,15.285798668861375,,0.6469304601350413,0.8484027928874671,,NONO_HUMAN,8,,0.6469304601350413,0.8484027928874671,-0.012160062789917,Non-significant,0.07139791048360036,NONO,Non-POU domain-containing octamer-binding protein,NONO_HUMAN,Q15233
0.0805118083953857,12.34842956066132,,0.1763566486850591,0.43711164398073105,,PTPA_HUMAN,8,,0.1763566486850591,0.43711164398073105,-0.0805118083953857,Non-significant,0.35940762442038166,PTPA,Serine/threonine-protein phosphatase 2A activator,PTPA_HUMAN,Q15257
-0.0341012477874756,10.828407168388374,,0.41755182584807227,0.68196660828691,,PTPRK_HUMAN,8,,0.41755182584807227,0.68196660828691,0.0341012477874756,Non-significant,0.16623688955431784,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,PTPRK_HUMAN,Q15262
-0.0472195148468018,9.631466269493103,,0.5736159368035737,0.8033765140237658,,PWP2_HUMAN,8,,0.5736159368035737,0.8033765140237658,0.0472195148468018,Non-significant,0.09508086861999407,PWP2,Periodic tryptophan protein 2 homolog,PWP2_HUMAN,Q15269
0.0693249702453613,16.36716389656065,,0.11464329234572065,0.3458744166565953,,NADC_HUMAN,8,,0.11464329234572065,0.3458744166565953,-0.0693249702453613,Non-significant,0.46108156032091674,QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],NADC_HUMAN,Q15274
0.0183539390563965,9.984842538833625,,0.6776641030815046,0.8662158555558305,,RABE1_HUMAN,8,,0.6776641030815046,0.8662158555558305,-0.0183539390563965,Non-significant,0.06237387103635145,RABEP1,Rab GTPase-binding effector protein 1,RABE1_HUMAN,Q15276
-0.094865083694458,8.532353043556213,,0.14797982391771658,0.39819494742983746,,RASA2_HUMAN,8,,0.14797982391771658,0.39819494742983746,0.094865083694458,Non-significant,0.3999042548994238,RASA2,Ras GTPase-activating protein 2,RASA2_HUMAN,Q15283
-0.218045473098755,11.137299180030801,,0.016157301155334744,0.112128106915139,,RAB35_HUMAN,8,,0.016157301155334744,0.112128106915139,0.218045473098755,Non-significant,0.9502855100802342,RAB35,Ras-related protein Rab-35,RAB35_HUMAN,Q15286
-0.0854146480560303,11.80877244472504,,0.1859314548126383,0.44864963277850717,,RNPS1_HUMAN,8,,0.1859314548126383,0.44864963277850717,0.0854146480560303,Non-significant,0.34809268338460037,RNPS1,RNA-binding protein with serine-rich domain 1,RNPS1_HUMAN,Q15287
-0.19140887260437,9.226702332496643,,0.009702518624611817,0.08409534680781133,,RBBP5_HUMAN,8,,0.009702518624611817,0.08409534680781133,0.19140887260437,Non-significant,1.075228034066524,RBBP5,Retinoblastoma-binding protein 5,RBBP5_HUMAN,Q15291
-0.0218913555145264,14.866257071495049,,0.685842830261933,0.8713746914617205,,RCN1_HUMAN,8,,0.685842830261933,0.8713746914617205,0.0218913555145264,Non-significant,0.05979505803136068,RCN1,Reticulocalbin-1,RCN1_HUMAN,Q15293
0.114035129547119,10.73516535758971,,0.24850954492844735,0.5249820302217667,,RBP1_HUMAN,8,,0.24850954492844735,0.5249820302217667,-0.114035129547119,Non-significant,0.27985556194469463,RALBP1,RalA-binding protein 1,RBP1_HUMAN,Q15311
0.197073101997375,7.055598556995392,,0.6131697727199638,0.8262707436905116,,ZMY11_HUMAN,8,,0.6131697727199638,0.8262707436905116,-0.197073101997375,Non-significant,0.082877624320539,ZMYND11,Zinc finger MYND domain-containing protein 11,ZMY11_HUMAN,Q15326
-0.279294967651367,8.683213949203495,,0.010500815712982343,0.08788933681458252,,ANKR1_HUMAN,8,,0.010500815712982343,0.08788933681458252,0.279294967651367,Non-significant,1.0560638125656028,ANKRD1,Ankyrin repeat domain-containing protein 1,ANKR1_HUMAN,Q15327
-0.251623272895813,7.847842037677767,,0.01768909819404009,0.11699421918342484,,L2GL1_HUMAN,8,,0.01768909819404009,0.11699421918342484,0.251623272895813,Non-significant,0.93183559670481,LLGL1,Lethal(2) giant larvae protein homolog 1,L2GL1_HUMAN,Q15334
0.0530515909194946,6.709906995296476,,0.7442062482748244,0.9058539003482264,,LRC41_HUMAN,8,,0.7442062482748244,0.9058539003482264,-0.0530515909194946,Non-significant,0.042941841383950685,LRRC41,Leucine-rich repeat-containing protein 41,LRC41_HUMAN,Q15345
0.138786792755127,14.476525306701665,,0.02282883740404542,0.1380528807390241,,TMED2_HUMAN,8,,0.02282883740404542,0.1380528807390241,-0.138786792755127,Non-significant,0.859954526540048,TMED2,Transmembrane emp24 domain-containing protein 2,TMED2_HUMAN,Q15363
0.0364084243774414,16.092621326446526,,0.1440504870560211,0.3920895159987906,,PCBP1_HUMAN,8,,0.1440504870560211,0.3920895159987906,-0.0364084243774414,Non-significant,0.4066147700556866,PCBP1,Poly(rC)-binding protein 1,PCBP1_HUMAN,Q15365
0.0105462074279785,15.88196778297425,,0.5489439204150507,0.7858360627219577,,PCBP2_HUMAN,8,,0.5489439204150507,0.7858360627219577,-0.0105462074279785,Non-significant,0.10466804490347564,PCBP2,Poly(rC)-binding protein 2,PCBP2_HUMAN,Q15366
-0.0746133327484131,13.41876566410064,,0.10057470842011358,0.3222638297731043,,ELOC_HUMAN,8,,0.10057470842011358,0.3222638297731043,0.0746133327484131,Non-significant,0.4917884360683775,ELOC,Elongin-C,ELOC_HUMAN,Q15369
0.11392068862915,13.836204051971436,,0.004213660135233921,0.05107580329849473,,ELOB_HUMAN,8,,0.004213660135233921,0.05107580329849473,-0.11392068862915,Non-significant,1.29178479424304,ELOB,Elongin-B,ELOB_HUMAN,Q15370
-0.0155789852142334,11.81603610515595,,0.7171119362832363,0.8886817640563953,,RHEB_HUMAN,8,,0.7171119362832363,0.8886817640563953,0.0155789852142334,Non-significant,0.05125373155777603,RHEB,GTP-binding protein Rheb,RHEB_HUMAN,Q15382
-0.055797815322876,10.3811696767807,,0.35317183974525557,0.6266866173922535,,UBE3C_HUMAN,8,,0.35317183974525557,0.6266866173922535,0.055797815322876,Non-significant,0.2029495793621856,UBE3C,Ubiquitin-protein ligase E3C,UBE3C_HUMAN,Q15386
