"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.236455281575523,12.3424057279314,6.24122003796147,0.000601541754101024,0.0032409759580184,-1.27095200450327,"SGMR1_HUMAN",6,3.50534999498757,0.00969728948997537,0.0263156544888495,0.786914904912324,"Up in BD",1.57978582430294,"SIGMAR1","Sigma non-opioid intracellular receptor 1","SGMR1_HUMAN"
0.146842718124381,11.7110301426479,3.54269150849301,0.0108750259066146,0.0294427628315885,-4.50124049871456,"PURA2_HUMAN",17,3.50472744079269,0.00970549692604702,0.0263291213834656,2.37749012311302,"Up in BD",1.57956363328585,"ADSS2","Adenylosuccinate synthetase isozyme 2","PURA2_HUMAN"
0.226157426834135,10.5922378812518,4.2570012590832,0.00457391088681133,0.0149708402321852,-3.54691786403532,"ZFPL1_HUMAN",9,3.50388236203165,0.00971664999277283,0.0263468012491375,1.49562843640649,"Up in BD",1.57927210470859,"ZFPL1","Zinc finger protein-like 1","ZFPL1_HUMAN"
0.108440240224256,11.1386867250715,2.92608035091656,0.0244196234675152,0.0548866550735232,-5.37629254015071,"RUFY1_HUMAN",38,3.50374165981873,0.00971850827442303,0.0263468012491375,0.103933850924175,"Non-significant",1.57927210470859,"RUFY1","RUN and FYVE domain-containing protein 1","RUFY1_HUMAN"
-0.254028081893917,9.86362062181745,-3.70890903331225,0.00882858759306493,0.0250911242487317,-4.27291296344259,"PTSS1_HUMAN",11,-3.50131683494292,0.00975059365859716,0.0264249555597386,0.38468798001615,"Non-significant",1.57798573439619,"PTDSS1","Phosphatidylserine synthase 1","PTSS1_HUMAN"
0.118100722630833,11.8410520553589,3.05409606603901,0.0205537715095637,0.0480891874361591,-5.19153218498865,"LAD1_HUMAN",31,3.49903437540858,0.00978089957170657,0.0264982367695583,0.0540889104207327,"Non-significant",1.57678302367557,"LAD1","Ladinin-1","LAD1_HUMAN"
0.459703922271729,8.34879425593785,3.33369623364143,0.0142179043299508,0.0364499449394064,-4.79326105407852,"PARG_HUMAN",19,3.49615254363697,0.00981930885260702,0.0265933393140306,0.234070857365928,"Non-significant",1.57522712507537,"PARG","Poly(ADP-ribose) glycohydrolase","PARG_HUMAN"
0.539191166559852,7.99591520854405,3.30326709745456,0.0147917104486446,0.037553172271684,-4.8362073391277,"RHG29_HUMAN",42,3.49573032969088,0.00982494978923048,0.0265933393140306,0.00294796625772875,"Non-significant",1.57522712507537,"ARHGAP29","Rho GTPase-activating protein 29","RHG29_HUMAN"
-0.0869446595509693,11.5084784371512,-2.55322591196903,0.0408020670855762,0.0820084152421018,-5.91983902858508,"BIG2_HUMAN",76,-3.49566404096661,0.00982583574851662,0.0265933393140306,-0.198728084564182,"Non-significant",1.57522712507537,"ARFGEF2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2","BIG2_HUMAN"
0.177705923716227,9.3356249673026,3.22951354206484,0.0162895320935109,0.040321312814749,-4.94072289166719,"LARP7_HUMAN",27,3.49339428270278,0.00985622341838176,0.0266627596962865,-0.333045800526921,"Non-significant",1.57409490147726,"LARP7","La-related protein 7","LARP7_HUMAN"
0.483234802881875,8.18079090118408,3.34682145054768,0.0139779091621891,0.0359710608759918,-4.77476908863443,"AP5Z1_HUMAN",16,3.49292988391936,0.00986245328763828,0.0266627596962865,0.274291197458904,"Non-significant",1.57409490147726,"AP5Z1","AP-5 complex subunit zeta-1","AP5Z1_HUMAN"
-0.268503348032672,15.1174727848598,-6.0931695222355,0.000688139458700156,0.00358540998623868,-1.42299986509884,"TM205_HUMAN",5,-3.49279062333768,0.00986432228293944,0.0266627596962865,0.157510519027687,"Non-significant",1.57409490147726,"TMEM205","Transmembrane protein 205","TM205_HUMAN"
0.419791539510094,9.06042385101318,3.93568926060283,0.00668825676315463,0.020189179827469,-3.96739055657091,"ARL5B_HUMAN",5,3.49276772726764,0.00986462960417206,0.0266627596962865,0.0193837483724,"Non-significant",1.57409490147726,"ARL5B","ADP-ribosylation factor-like protein 5B","ARL5B_HUMAN"
0.195048650105795,8.61193289075579,3.47972502085608,0.0117815548919346,0.0313633649583849,-4.58866202143173,"TPC_HUMAN",16,3.49085333055294,0.00989036201128436,0.026723409044143,0.344890038172393,"Non-significant",1.57310814070914,"SLC25A19","Mitochondrial thiamine pyrophosphate carrier","TPC_HUMAN"
0.248506625493363,9.757995060512,3.41419977475066,0.012813336494235,0.0335486971004268,-4.68015493902872,"STX16_HUMAN",16,3.48926384136665,0.00991178211246337,0.0267723701932516,-0.172874132792185,"Non-significant",1.5723131784476,"STX16","Syntaxin-16","STX16_HUMAN"
0.137068748474114,12.3466364996774,3.22636417996579,0.0163570493899776,0.0404390916362822,-4.94519880697193,"FAF2_HUMAN",24,3.4846330997931,0.00997447177390617,0.0269327334354325,-0.195606390635223,"Non-significant",1.56971956728355,"FAF2","FAS-associated factor 2","FAF2_HUMAN"
-0.528003295262657,8.40973281860352,-3.96348960333436,0.00646794153146332,0.0196620817560334,-3.93042921891031,"PAQR9_HUMAN",3,-3.48332579231543,0.0099922469356749,0.0269717537046128,0.254819631576535,"Non-significant",1.56909081478273,"PAQR9","Membrane progestin receptor epsilon","PAQR9_HUMAN"
-0.209733088811234,11.4627658299037,-3.44841975702513,0.0122627181620849,0.0322841321113422,-4.63230854481971,"PLCC_HUMAN",16,-3.48300907201813,0.00999655844139854,0.0269744180889617,0.0352503856023132,"Non-significant",1.56904791544871,"AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma","PLCC_HUMAN"
-0.219747861226407,10.6252493177141,-3.2347499145031,0.0161779399930965,0.0400940149981627,-4.93328319979313,"IKKA_HUMAN",29,-3.47900054063488,0.0100512999721508,0.0271131143530689,-0.0186402002970407,"Non-significant",1.56682059423547,"CHUK","Inhibitor of nuclear factor kappa-B kinase subunit alpha","IKKA_HUMAN"
-0.352877934773764,8.58804294041225,-3.44456306915197,0.0123234643320023,0.032412508781156,-4.6376939019036,"RWD2B_HUMAN",12,-3.47841422213558,0.0100593339135637,0.027118441152501,-0.734077533086127,"Up in DM",1.5667352786075,"RWDD2B","RWD domain-containing protein 2B","RWD2B_HUMAN"
0.202671209971109,9.88219274793352,3.2150592741597,0.0166019165057945,0.0409446658139868,-4.96127403894895,"VPS52_HUMAN",30,3.47836861947803,0.0100599590669248,0.027118441152501,0.268045266469334,"Non-significant",1.5667352786075,"VPS52","Vacuolar protein sorting-associated protein 52 homolog","VPS52_HUMAN"
-0.0826474825541474,15.5130934034075,-2.71021118473167,0.0328084771556687,0.0690194409232813,-5.69031772201049,"HSDL2_HUMAN",37,-3.47715308433029,0.0100766379087398,0.0271468314706107,-0.1841668287913,"Non-significant",1.56628085318868,"HSDL2","Hydroxysteroid dehydrogenase-like protein 2","HSDL2_HUMAN"
-0.278125921885174,9.28202193123954,-4.00707480576091,0.00613850327188155,0.0188238153998666,-3.87270123190243,"RT15_HUMAN",8,-3.47711345334372,0.0100771822023021,0.0271468314706107,0.315236091613757,"Non-significant",1.56628085318868,"MRPS15","Small ribosomal subunit protein uS15m","RT15_HUMAN"
-0.434578895568887,11.3307602746146,-3.61745543965941,0.00989647982556417,0.0273315307367691,-4.39809328866266,"DPCD_HUMAN",7,-3.47577532213909,0.0100955787437418,0.0271873634008368,-0.0508809089660645,"Non-significant",1.56563290774862,"DPCD","Protein DPCD","DPCD_HUMAN"
0.0982313950856586,10.1929383959089,3.06221854744344,0.0203317447988796,0.0476934886666982,-5.17985493231702,"TRI47_HUMAN",26,3.47514192381361,0.0101042992703384,0.0272018196017006,-0.172298034032186,"Non-significant",1.56540204388689,"TRIM47","E3 ubiquitin-protein ligase TRIM47","TRI47_HUMAN"
0.216481288274128,9.35098198481969,3.19265100225235,0.0170990960124024,0.0418780757756213,-4.99317702589008,"SYNRG_HUMAN",37,3.47401252802506,0.0101198687422564,0.0272346981673858,0.13005137443543,"Non-significant",1.5648774334977,"SYNRG","Synergin gamma","SYNRG_HUMAN"
0.979172945022583,6.3646035194397,3.42117269451616,0.0126989881287007,0.0332922745319151,-4.67039398287486,"ZCC17_HUMAN",4,3.47343502533112,0.0101278399806169,0.0272384244570994,0.0345280170440745,"Non-significant",1.56481801678043,"ZCCHC17","Zinc finger CCHC domain-containing protein 17","ZCC17_HUMAN"
-0.316802660624212,13.5839632579259,-3.67960393848891,0.00915632774182349,0.0257754481094666,-4.31290463270062,"BAF_HUMAN",9,-3.47342580598897,0.0101279672895081,0.0272384244570994,-0.548416852951059,"Up in DM",1.56481801678043,"BANF1","Barrier-to-autointegration factor","BAF_HUMAN"
-0.262781858444262,13.234505380903,-4.44775773064688,0.00367701583840439,0.0125887369252377,-3.30432958574757,"NDUS5_HUMAN",7,-3.47026248505512,0.0101717511328078,0.0273471135492386,0.4534742832184,"Non-significant",1.56308850610539,"NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5","NDUS5_HUMAN"
0.610020120938624,7.52511535372053,3.31117509624424,0.0146402072788012,0.0372501228787058,-4.82503635098609,"TGFR2_HUMAN",17,3.4698883804408,0.0101769426125727,0.0273520080683719,0.13399807612099,"Non-significant",1.56301078410204,"TGFBR2","TGF-beta receptor type-2","TGFR2_HUMAN"
1.48779026667277,7.41475234712873,3.29890862285804,0.0148759382688715,0.0377080172176267,-4.84236718091497,"DDX6L_HUMAN",25,3.46937839033248,0.0101840243817598,0.0273619780905958,-0.0360844135284584,"Non-significant",1.5628525091896,"DDX60L","Probable ATP-dependent RNA helicase DDX60-like","DDX6L_HUMAN"
0.265085538228373,10.6329768044608,4.41393837730243,0.0038205940767218,0.0129925818686172,-3.3469537726808,"FADD_HUMAN",7,3.46905370599647,0.0101885357419787,0.0273650377392966,0.31828474998475,"Non-significant",1.5628039485828,"FADD","FAS-associated death domain protein","FADD_HUMAN"
1.45601805051168,6.79460307529995,3.31606567178216,0.0145473567149264,0.0370545686233284,-4.81813133280752,"SORT_HUMAN",8,3.4661706652937,0.0102286889482397,0.0274637928941155,-0.00926129023230082,"Non-significant",1.56123948460714,"SORT1","Sortilin","SORT_HUMAN"
0.282057126363121,9.72071783883231,3.34559261460579,0.0140001904792802,0.0359827512033194,-4.77649954597154,"TB10A_HUMAN",17,3.46365619343211,0.0102638480449198,0.0275490780802114,0.394878387451175,"Non-significant",1.55989293007449,"TBC1D10A","TBC1 domain family member 10A","TB10A_HUMAN"
0.11515839894609,13.8044376373291,2.97576772088043,0.0228337042933871,0.052042886695658,-5.30442696088606,"NUCB1_HUMAN",34,3.46177131813038,0.0102902889842363,0.0276109142916977,0.494211276372326,"Non-significant",1.55891921214868,"NUCB1","Nucleobindin-1","NUCB1_HUMAN"
1.57207409540812,11.643803187779,3.33493007042106,0.0141951538798297,0.0364031221810805,-4.7915218793444,"HBA_HUMAN",4,3.46037345533641,0.010309945480794,0.027647207082486,0.162033398946125,"Non-significant",1.55834873451945,"HBA2","Hemoglobin subunit alpha","HBA_HUMAN"
0.150429169336924,11.4971823011126,3.81638610702926,0.00773251858249467,0.022650417248506,-4.12723516466743,"PSMG1_HUMAN",14,3.46028369946607,0.0103112089917958,0.027647207082486,0.165674050649033,"Non-significant",1.55834873451945,"PSMG1","Proteasome assembly chaperone 1","PSMG1_HUMAN"
0.262044350306194,9.98869964054653,3.27441268007408,0.0153591161443821,0.0386550460283859,-4.87702638334251,"TRAF2_HUMAN",23,3.46008285281743,0.0103140369532518,0.027647207082486,0.187937339146908,"Non-significant",1.55834873451945,"TRAF2","TNF receptor-associated factor 2","TRAF2_HUMAN"
0.574022452036539,8.66430303028651,3.27974689578583,0.0152524670439834,0.0384223898152379,-4.86947341263314,"DIDO1_HUMAN",28,3.45877439786288,0.0103324807092377,0.0276874994962862,0.0925663312275908,"Non-significant",1.5577162643339,"DIDO1","Death-inducer obliterator 1","DIDO1_HUMAN"
-0.14402985572818,11.5367730004447,-3.49848184588889,0.0115031645914612,0.0307331832384313,-4.56256861256107,"PGTB1_HUMAN",17,-3.45828568416737,0.010339378635741,0.027693314263853,0.208768924077342,"Non-significant",1.55762506590955,"PGGT1B","Geranylgeranyl transferase type-1 subunit beta","PGTB1_HUMAN"
0.540449659029647,7.96397481645857,3.37937844899359,0.0134014133304028,0.0347853703656072,-4.72898550550893,"TRM61_HUMAN",10,3.4581371048397,0.0103414767339752,0.027693314263853,0.0752338568369915,"Non-significant",1.55762506590955,"TRMT61A","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A","TRM61_HUMAN"
0.501748164494826,9.51415947505406,4.28725206958761,0.00441670811421397,0.0145502109779668,-3.50809581123568,"UBE2B_HUMAN",2,3.45746758975402,0.0103509366854192,0.0277095019021747,0.1498548189799,"Non-significant",1.55737128089699,"UBE2B","Ubiquitin-conjugating enzyme E2 B","UBE2B_HUMAN"
0.242317835489883,11.8413094111851,3.82526303272865,0.00764892274259529,0.0224541820309038,-4.11527366593208,"EMC7_HUMAN",10,3.45590087342865,0.0103731101073121,0.0277597016526156,0.218858877817768,"Non-significant",1.5565852057719,"EMC7","Endoplasmic reticulum membrane protein complex subunit 7","EMC7_HUMAN"
0.221467296282448,7.37460327148437,3.40388734381951,0.0129845115548054,0.0338875287088102,-4.69460129503119,"FBX42_HUMAN",16,3.45487027524647,0.0103877238250473,0.0277896442850095,0.0190954208374343,"Non-significant",1.55611701227431,"FBXO42","F-box only protein 42","FBX42_HUMAN"
-0.24402896563212,9.73734555925642,-4.72319432109201,0.00270830611847717,0.00986762274150148,-2.9633393854223,"AKTS1_HUMAN",7,-3.45416320499572,0.0103977627817891,0.0278073326339608,-0.146796147028601,"Non-significant",1.55584066801862,"AKT1S1","Proline-rich AKT1 substrate 1","AKTS1_HUMAN"
0.193100134531655,9.3624050957816,3.23867255682962,0.0160948874305291,0.0399369775569765,-4.92771191576678,"TRIM3_HUMAN",24,3.45124743406086,0.0104392712154625,0.0279091422215034,1.02814761797585,"Up in BD",1.55425351120727,"TRIM3","Tripartite motif-containing protein 3","TRIM3_HUMAN"
0.370247443517032,10.3404635020665,3.61771402963966,0.00989326740677583,0.0273315307367691,-4.39773778160294,"PSN1_HUMAN",8,3.45027085028525,0.0104532135323233,0.0279372116604977,0.35503319899241,"Non-significant",1.55381694184707,"PSEN1","Presenilin-1","PSN1_HUMAN"
-0.614287654558818,7.73820393426078,-3.39181951414983,0.0131879948451421,0.0343527978911621,-4.71152274612915,"CP2A7_HUMAN",8,-3.44944468118694,0.0104650240803476,0.0279595671346528,-0.074378252029442,"Non-significant",1.55346955654892,"CYP2A7","Cytochrome P450 2A7","CP2A7_HUMAN"
-0.147800445556665,17.3369655609131,-4.03088204887114,0.00596642581275804,0.0184565684501406,-3.84128266125892,"PRDX3_HUMAN",13,-3.4488821249077,0.0104730743522735,0.0279718648105157,-0.374140580495197,"Non-significant",1.55327857939465,"PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial","PRDX3_HUMAN"
0.293552954991641,10.2122112001691,4.08427901499834,0.00559956625444698,0.0175153741667628,-3.77110804581584,"LSM1_HUMAN",7,3.44769355861989,0.0104901048474298,0.0280081312050165,-0.450467109680158,"Non-significant",1.5527158677714,"LSM1","U6 snRNA-associated Sm-like protein LSm1","LSM1_HUMAN"
0.183317581812526,9.958436693464,3.32574018408398,0.0143655594495472,0.0366893765733794,-4.8044797824384,"TRIM4_HUMAN",19,3.44289724014594,0.0105591327065578,0.0281712871146873,-0.475247939427696,"Non-significant",1.55019331013044,"TRIM4","E3 ubiquitin-protein ligase TRIM4","TRIM4_HUMAN"
0.400919198989868,8.55090836116246,4.21133120346813,0.00482315639025869,0.0155730564864938,-3.60577866404354,"CHTOP_HUMAN",4,3.44284960446793,0.010559820717451,0.0281712871146873,0.115363359451292,"Non-significant",1.55019331013044,"CHTOP","Chromatin target of PRMT1 protein","CHTOP_HUMAN"
-0.11623549461364,12.0981867653983,-3.02018739910231,0.0215092300045872,0.049637248041482,-5.24034237524172,"RO60_HUMAN",30,-3.44272444032186,0.0105616287161546,0.0281712871146873,0.045412699381508,"Non-significant",1.55019331013044,"RO60","RNA-binding protein RO60","RO60_HUMAN"
-0.349108616511028,9.61484486716134,-4.22699815294229,0.00473599256147718,0.0153282184458818,-3.58555272543214,"TM181_HUMAN",5,-3.43590564271891,0.0106606313595493,0.0284260147391993,0.0204564730326329,"Non-significant",1.54628402311274,"TMEM181","Transmembrane protein 181","TM181_HUMAN"
-0.151049296061187,11.0136556625366,-3.13341856930868,0.018492518894126,0.0442881636088956,-5.07775040415433,"MIRO1_HUMAN",28,-3.43556728393652,0.0106655699402205,0.0284269402399439,0.277876377105658,"Non-significant",1.546269883483,"RHOT1","Mitochondrial Rho GTPase 1","MIRO1_HUMAN"
-0.20752493540445,16.7215505327497,-3.28683238001767,0.0151120450170623,0.0381278399466554,-4.859445554652,"S25A3_HUMAN",20,-3.43540185827496,0.0106679853377655,0.0284269402399439,0.237737417221071,"Non-significant",1.546269883483,"SLC25A3","Solute carrier family 25 member 3","S25A3_HUMAN"
-0.103381315867127,10.8383827209472,-3.9292995182522,0.00674005861961543,0.0202927033913023,-3.97590127424536,"SIR5_HUMAN",16,-3.43512786151696,0.0106719872875916,0.0284282681718707,-0.353983561197932,"Non-significant",1.54624959638796,"SIRT5","NAD-dependent protein deacylase sirtuin-5, mitochondrial","SIR5_HUMAN"
0.214132706324229,15.7066323416574,3.80330631590617,0.00785753370895195,0.0229420757518662,-4.14487970953746,"TMED9_HUMAN",11,3.43431825960076,0.0106838216312548,0.0284504524830987,-0.359243472417225,"Non-significant",1.54591082208612,"TMED9","Transmembrane emp24 domain-containing protein 9","TMED9_HUMAN"
0.270377635955811,8.12803752081735,3.5720304261391,0.0104789320168344,0.0286186652253767,-4.46067775201156,"FGOP2_HUMAN",11,3.43291107346105,0.010704424750161,0.028495965361813,-0.0898626645406058,"Non-significant",1.54521662578589,"FGFR1OP2","FGFR1 oncogene partner 2","FGOP2_HUMAN"
-0.166398445765193,11.2422704696655,-4.01397843333784,0.00608804557368093,0.0187014281101743,-3.86358217761644,"RT07_HUMAN",12,-3.43125775420765,0.010728686198524,0.0285511839340188,0.373530864715574,"Non-significant",1.5443758781239,"MRPS7","Small ribosomal subunit protein uS7m","RT07_HUMAN"
-0.14943854014078,10.8215276173183,-3.15366433825215,0.018002914144791,0.0434878372643149,-5.04880411638189,"GOLM1_HUMAN",26,-3.42885211065827,0.0107640932172899,0.0286360171688819,0.241709311803183,"Non-significant",1.54308738587048,"GOLM1","Golgi membrane protein 1","GOLM1_HUMAN"
0.169427553812639,10.7218904495239,3.97018677342333,0.00641607386940013,0.0195273906137707,-3.9215414347543,"RB22A_HUMAN",12,3.4267142413149,0.010795664507019,0.0287105938413478,-0.277806282043457,"Non-significant",1.54195782459324,"RAB22A","Ras-related protein Rab-22A","RB22A_HUMAN"
-0.271098335584004,8.18571083886283,-3.31061748820874,0.0146508346294372,0.037253798866579,-4.82582380964581,"ANR35_HUMAN",17,-3.42433337109741,0.0108309415662729,0.0287949737446718,-0.480847358703612,"Non-significant",1.54068331312468,"ANKRD35","Ankyrin repeat domain-containing protein 35","ANR35_HUMAN"
0.11436390876767,10.7025864464896,3.07754509787681,0.0199197964582856,0.0470125737238305,-5.1578366918176,"A16L1_HUMAN",26,3.4212996220049,0.010876071924484,0.0289054856191495,-0.997490882873549,"Up in DM",1.53901972997524,"ATG16L1","Autophagy-related protein 16-1","A16L1_HUMAN"
0.17309856414796,9.98844936915807,3.1258524173424,0.0186791654465968,0.0446057834890818,-5.08857821727879,"ATX2_HUMAN",31,3.42071150918794,0.0108848441208874,0.0289193271764508,0.327359596888233,"Non-significant",1.5388118153524,"ATXN2","Ataxin-2","ATX2_HUMAN"
0.336404641469315,9.1980197089059,3.66207566499941,0.00935873068388387,0.0262121990918308,-4.33687952843477,"OTU6B_HUMAN",8,3.42027885430813,0.0108913023873709,0.0289270139349026,-0.0889923969904585,"Non-significant",1.53869639519842,"OTUD6B","Deubiquitinase OTUD6B","OTU6B_HUMAN"
0.180799563725786,8.31763008662633,3.30416931824255,0.0147743397549876,0.0375383322728308,-4.83493249247344,"NOL10_HUMAN",19,3.41979821734563,0.010898481715418,0.0289282912579274,0.306826591491694,"Non-significant",1.53867721858741,"NOL10","Nucleolar protein 10","NOL10_HUMAN"
-0.402990023295086,8.85374314444406,-3.35028020600521,0.0139154016239883,0.0358443075482671,-4.76989936920514,"TPC1_HUMAN",12,-3.41976930291917,0.0108989137756327,0.0289282912579274,0.390305360158285,"Non-significant",1.53867721858741,"TPCN1","Two pore channel protein 1","TPC1_HUMAN"
0.106045881907157,12.4005475725447,3.15762392890682,0.0179088060395513,0.0433250006574,-5.04314758327994,"CSN2_HUMAN",23,3.41917004791231,0.0109078724225357,0.0289426019739878,-0.27582136789961,"Non-significant",1.53846242787668,"COPS2","COP9 signalosome complex subunit 2","CSN2_HUMAN"
-0.105661551157619,15.5479561941964,-2.74595204951383,0.0312310695590754,0.0664629411146951,-5.63816148015733,"GCSP_HUMAN",57,-3.4171871855515,0.0109375719739079,0.0290119185996368,0.0302639007568004,"Non-significant",1.53742354973291,"GLDC","Glycine dehydrogenase (decarboxylating), mitochondrial","GCSP_HUMAN"
-0.0961120923360461,17.4729712350028,-2.88363548160578,0.0258678296879674,0.0575045397501828,-5.43782259623147,"THIL_HUMAN",31,-3.41642940315854,0.0109489450760018,0.0290325948845354,-0.0523803631464617,"Non-significant",1.53711414592268,"ACAT1","Acetyl-CoA acetyltransferase, mitochondrial","THIL_HUMAN"
0.0988896687825314,10.2675437927246,2.93991941422873,0.023966384891706,0.0540776548974702,-5.35625797859996,"EFR3A_HUMAN",29,3.41565182490693,0.0109606284968549,0.029054080242888,0.125906467437769,"Non-significant",1.53679286834983,"EFR3A","Protein EFR3 homolog A","EFR3A_HUMAN"
-0.237312157948812,9.17197813306536,-3.3175177971091,0.0145199105662579,0.0370369551507754,-4.81608158959596,"NXN_HUMAN",17,-3.41449990904841,0.0109779611239998,0.0290905214108864,0.2619113922119,"Non-significant",1.53624849450264,"NXN","Nucleoredoxin","NXN_HUMAN"
-0.269202947616579,9.56722286769322,-3.55172088227529,0.0107514055141174,0.0292348875139237,-4.48874518260407,"MLX_HUMAN",11,-3.41414817572748,0.0109832594477889,0.0290937768681992,-0.527778625488283,"Up in DM",1.53619989626599,"MLX","Max-like protein X","MLX_HUMAN"
0.101287682851151,9.70688901628767,2.7138005817174,0.0326463149471938,0.0687674453482685,-5.68507750862678,"SYMPK_HUMAN",56,3.41394236818241,0.0109863608977277,0.0290937768681992,0.045092105865475,"Non-significant",1.53619989626599,"SYMPK","Symplekin","SYMPK_HUMAN"
-0.111147642135622,15.4462860652379,-3.3877274130879,0.0132577808816225,0.0345091226371816,-4.71726457114795,"GDAH_HUMAN",19,-3.41361217659716,0.010991338739612,0.0290974624904443,0.0784771442413312,"Non-significant",1.53614488298828,"AGMAT","Guanidino acid hydrolase, mitochondrial","GDAH_HUMAN"
0.101101318995164,10.2868279048375,2.8662306874753,0.0264879631048356,0.058610126161068,-5.46308793146063,"IASPP_HUMAN",34,3.41322129701599,0.0109972346239095,0.0291035752571435,-0.082647482554151,"Non-significant",1.53605365640679,"PPP1R13L","RelA-associated inhibitor","IASPP_HUMAN"
0.154731988906885,12.8853485924857,3.03725175133489,0.0210225664787947,0.0488200069859588,-5.21576664288499,"SRP68_HUMAN",39,3.41285824957545,0.0110027137430276,0.0291085814512311,0.399222691853845,"Non-significant",1.5359789585225,"SRP68","Signal recognition particle subunit SRP68","SRP68_HUMAN"
-0.408877531687418,7.86764846529279,-3.24899665094153,0.0158784997310952,0.039615401585478,-4.91305652990219,"F1711_HUMAN",20,-3.41079524668561,0.0110339043766405,0.0291815841303979,0.500974178314209,"Up in BD",1.53489113600609,"FAM171A1","Protein FAM171A1","F1711_HUMAN"
0.146515448888152,12.7675978796822,3.52065281190642,0.0111833353049667,0.0300951397920849,-4.53178212152402,"AMBP_HUMAN",16,3.40983681901534,0.0110484272025224,0.0292104719196046,0.106905460357684,"Non-significant",1.53446142657919,"AMBP","Protein AMBP","AMBP_HUMAN"
0.125475883483873,12.8218101773943,3.07387333780234,0.0200176609992884,0.0472160759733216,-5.16310965988139,"FLOT2_HUMAN",27,3.40757134161836,0.0110828371659973,0.0292919025292841,0.105826139450093,"Non-significant",1.53325241967599,"FLOT2","Flotillin-2","FLOT2_HUMAN"
0.439117272694903,9.16700335911342,3.318885027636,0.0144941204078594,0.0369827965375381,-4.81415189608736,"RCL1_HUMAN",12,3.40471703050599,0.0111263548589178,0.0293973439678473,0.578572034835792,"Up in BD",1.53169190605774,"RCL1","RNA 3'-terminal phosphate cyclase-like protein","RCL1_HUMAN"
-0.294779936472576,15.9175983156477,-3.55716535080722,0.0106776094703788,0.0290927210351421,-4.48121585617868,"HINT1_HUMAN",10,-3.40408598519727,0.0111360007280264,0.0294132519229188,0.0779541333516498,"Non-significant",1.53145695733227,"HINT1","Adenosine 5'-monophosphoramidase HINT1","HINT1_HUMAN"
0.392585039138792,8.66140801565988,3.36883503630539,0.0135852239459166,0.035161246282988,-4.74379882288216,"RBM7_HUMAN",11,3.40341058016627,0.0111463346146432,0.029430966177421,0.177398125330628,"Non-significant",1.53119548038646,"RBM7","RNA-binding protein 7","RBM7_HUMAN"
-1.07257660230001,7.05113710675921,-3.38695699302102,0.013270964435077,0.034524079969931,-4.71834580510975,"OCC1_HUMAN",2,-3.40208713866403,0.0111666135269074,0.029465974517426,-0.0163207054137899,"Non-significant",1.53067919106834,"OCC1","Overexpressed in colon carcinoma 1 protein","OCC1_HUMAN"
-0.326416095097859,8.64007881709508,-3.30366997629345,0.0147839509771745,0.0375452201029089,-4.83563805625047,"PDK4_HUMAN",15,-3.40207131349254,0.0111668562535229,0.029465974517426,-0.0561788876851388,"Non-significant",1.53067919106834,"PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial","PDK4_HUMAN"
-0.21093837420149,15.5644982201712,-3.29419578050711,0.0149676007158955,0.0378744611421114,-4.84903022358255,"TPP1_HUMAN",18,-3.40075514696104,0.011187063480493,0.0295089447317632,0.215269565582293,"Non-significant",1.5300463210106,"TPP1","Tripeptidyl-peptidase 1","TPP1_HUMAN"
0.244767983754439,15.647351537432,3.73038769157907,0.00859656484722285,0.024630129650553,-4.24367486165263,"LAMP2_HUMAN",10,3.40053713290302,0.0111904144613797,0.0295089447317632,0.0189895629882759,"Non-significant",1.5300463210106,"LAMP2","Lysosome-associated membrane glycoprotein 2","LAMP2_HUMAN"
0.127424399058036,13.3484738213675,3.77503018793731,0.00813547088586411,0.0235502000599006,-4.18310417376554,"SPEE_HUMAN",15,3.39985253503564,0.0112009440711293,0.0295271150724962,0.0360872745513916,"Non-significant",1.529778983421,"SRM","Spermidine synthase","SPEE_HUMAN"
0.346675395965574,8.69271196637835,3.51697652964163,0.0112356885880114,0.0301975413061028,-4.53688273346602,"RETR2_HUMAN",9,3.39894369570703,0.0112149391238667,0.0295544059925476,0.0774098237355503,"Non-significant",1.52937776501586,"RETREG2","Reticulophagy regulator 2","RETR2_HUMAN"
0.369547565778096,7.88525247573852,3.24436893422247,0.0159751018351701,0.0397417322715837,-4.91962432075794,"KLD7A_HUMAN",19,3.39852333147098,0.0112214185892928,0.0295618800108836,0.258522272109985,"Non-significant",1.52926795010164,"KLHDC7A","Kelch domain-containing protein 7A","KLD7A_HUMAN"
0.19152911504109,9.65281418391636,3.04215740614318,0.0208848612276521,0.0486254703016268,-5.20870619406847,"YLPM1_HUMAN",65,3.39685888846773,0.0112471137112731,0.0296199547722394,0.276566664377832,"Non-significant",1.52841560895397,"YLPM1","YLP motif-containing protein 1","YLPM1_HUMAN"
