"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_I","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.070795536041274,16.3432443141937,1.03868110142819,0.331569185405419,0.747304067471907,-5.30734214440125,"Q14142;F2Z2M2",6,1.05250094844436,0.320305152298797,0.735913627317371,-0.0707955360412775,"Non-significant",0.133173154929719,"TRIM14","Tripartite motif-containing protein 14","Q14142;F2Z2M2"
-0.0576095581054297,19.5657629966736,-1.00508285800285,0.346461608781053,0.754498923586306,-5.33821935182887,"Q13501;D6RBF1;E3W990;C9J6J8;E7EMC7",9,-1.0510148786168,0.320950738938245,0.737100292948532,0.0576095581054226,"Non-significant",0.132473416196938,"SQSTM1","Sequestosome-1","Q13501;D6RBF1;E3W990;C9J6J8;E7EMC7"
-0.0846037864685023,17.4177420139313,-1.23276486284096,0.25524106738971,0.701406518481845,-5.11540091649834,"Q96B26",3,-1.05076155888771,0.321060887094103,0.737100292948532,0.0846037864684988,"Non-significant",0.132473416196938,"EXOSC8","Exosome complex component RRP43","Q96B26"
-0.0373806953429998,18.6452395915985,-1.074314009382,0.316327705618624,0.735551442272439,-5.27379820195138,"P09601;B1AHA8",9,-1.04790747745548,0.322303900807498,0.737193944008315,0.0373806953430034,"Non-significant",0.132418241134155,"HMOX1","Heme oxygenase 1","P09601;B1AHA8"
-0.0550870895385707,20.4003281593323,-0.971568689003913,0.361825642944502,0.765532060196175,-5.3682698462773,"P36543;Q96A05;C9J8H1",13,-1.04764667549285,0.322417669442131,0.737193944008315,0.0550870895385742,"Non-significant",0.132418241134155,"ATP6V1E1","V-type proton ATPase subunit E 1","P36543;Q96A05;C9J8H1"
0.0254831314086772,19.8398880958557,1.00685083187521,0.345665259333261,0.754425046330458,-5.33661311637834,"P49638",14,1.04889405482218,0.321873808426074,0.737193944008315,-0.0254831314086772,"Non-significant",0.132418241134155,"TTPA","Alpha-tocopherol transfer protein","P49638"
0.103346347808852,16.8024547100067,0.991496215382596,0.352628700030349,0.760020304157751,-5.35049329768636,"Q15154;A0A5H1ZRS1;A0A4W8VX11;E7EV93",6,1.04845221924359,0.32206636949334,0.737193944008315,-0.103346347808852,"Non-significant",0.132418241134155,"PCM1","Pericentriolar material 1 protein","Q15154;A0A5H1ZRS1;A0A4W8VX11;E7EV93"
-0.838663101196273,15.6733102798462,-0.964297016269486,0.365226703848853,0.766693516800401,-5.37468899571642,"Q15291",1,-1.04789027525679,0.322311403908032,0.737193944008315,0.838663101196275,"Non-significant",0.132418241134155,"RBBP5","Retinoblastoma-binding protein 5","Q15291"
0.0927352905273509,17.4032468795776,1.06459435280658,0.320429073145777,0.739569782308812,-5.28302791415643,"Q92871",4,1.04898297198173,0.321835067168688,0.737193944008315,-0.0927352905273509,"Non-significant",0.132418241134155,"PMM1","Phosphomannomutase 1","Q92871"
-0.0962681770324778,18.3658831119537,-0.966408392640542,0.36423669915588,0.766693516800401,-5.37282890667408,"Q92954",11,-1.04828843860766,0.322137770916877,0.737193944008315,0.0962681770324743,"Non-significant",0.132418241134155,"PRG4","Proteoglycan 4","Q92954"
-0.057598590850823,18.3672044277191,-1.04096130086969,0.330576883284913,0.746976955864752,-5.30521991527064,"Q99426;K7EK42;A0A494C0X0;K7EP07",7,-1.04780513510256,0.322348541547645,0.737193944008315,0.057598590850823,"Non-significant",0.132418241134155,"TBCB","Tubulin-folding cofactor B","Q99426;K7EK42;A0A494C0X0;K7EP07"
-0.102459907531749,17.2044472694397,-1.11969762255612,0.297728571642983,0.726283453332786,-5.22992947729428,"Q9BVC4;H3BN58;H3BPU5;A0A0A0MR05;H3BPT1;H3BR25;H3BR38;H3BM50;H3BSZ4",3,-1.04893630594612,0.321855399141115,0.737193944008315,0.102459907531749,"Non-significant",0.132418241134155,"MLST8","Target of rapamycin complex subunit LST8","Q9BVC4;H3BN58;H3BPU5;A0A0A0MR05;H3BPT1;H3BR25;H3BR38;H3BM50;H3BSZ4"
0.0841875076293732,17.2662439346314,1.23531261919741,0.254345230302272,0.701406518481845,-5.11273888159794,"Q9NZC3;H3BNA5;H3BRL5",3,1.05002596725821,0.321380900571293,0.737193944008315,-0.0841875076293768,"Non-significant",0.132418241134155,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3;H3BNA5;H3BRL5"
-0.0394840240478231,18.2062382698059,-0.937440932137893,0.377997027485899,0.775146467473548,-5.39807829361568,"Q9UHB6;F8VRN8;F8VQE1",22,-1.04819848485471,0.322176992109208,0.737193944008315,0.0394840240478231,"Non-significant",0.132418241134155,"LIMA1","LIM domain and actin-binding protein 1","Q9UHB6;F8VRN8;F8VQE1"
-0.0531349182128729,19.5837259292603,-1.00859060967236,0.344882990620905,0.754408586512607,-5.3350304672174,"O96011",9,-1.0463417168384,0.32298738897229,0.737289017832731,0.0531349182128729,"Non-significant",0.13236223501073,"PEX11B","Peroxisomal membrane protein 11B","O96011"
-0.069110870361321,17.9475746154785,-1.01206497878926,0.343324880416577,0.75340737646971,-5.33186387240496,"P02748",7,-1.04680531777311,0.322784901544266,0.737289017832731,0.0691108703613246,"Non-significant",0.13236223501073,"C9","Complement component C9","P02748"
-0.149497985839815,16.5008583068848,-1.28144283167347,0.238579110007194,0.690344981461052,-5.063955401392,"P17706;D3DUJ3;K7EQG9",1,-1.04598674506384,0.323142496119239,0.737289017832731,0.149497985839822,"Non-significant",0.13236223501073,"PTPN2","Tyrosine-protein phosphatase non-receptor type 2","P17706;D3DUJ3;K7EQG9"
0.0182580947875692,20.7549362182617,0.786393840855952,0.45598223430588,0.814370855299443,-5.51981727766879,"P41250;A0A6Q8PGW4;A0A6Q8PHH9;A0A6Q8PGI6;A0A6Q8PGA8;A0A6Q8PGZ8",41,1.04590744104176,0.323177156307401,0.737289017832731,-0.0182580947875728,"Non-significant",0.13236223501073,"GARS1","Glycine--tRNA ligase","P41250;A0A6Q8PGW4;A0A6Q8PHH9;A0A6Q8PGI6;A0A6Q8PGA8;A0A6Q8PGZ8"
-0.0456929206847967,17.3151805400848,-1.33812517661229,0.220357317458783,0.678125220991935,-5.00255736941082,"Q9BQ70;H3BS87;H3BMJ8;H3BSP8;H3BTU3;Q9H7D3",5,-1.04663842724187,0.322857783273088,0.737289017832731,0.0456929206848002,"Non-significant",0.13236223501073,"TCF25","Transcription factor 25","Q9BQ70;H3BS87;H3BMJ8;H3BSP8;H3BTU3;Q9H7D3"
-0.0414919853210485,18.4324862957001,-1.24600132404585,0.250615718583946,0.700042637313815,-5.10153344120872,"Q9Y6G5;D6RJ90",6,-1.04654542707594,0.322898402270115,0.737289017832731,0.0414919853210485,"Non-significant",0.13236223501073,"COMMD10","COMM domain-containing protein 10","Q9Y6G5;D6RJ90"
-0.0343122482300018,18.2040395736694,-0.991617847798445,0.352573118651469,0.760020304157751,-5.35038396710877,"O60645;H0Y995;D6RB59",13,-1.04380470576837,0.324097205521642,0.738921377049792,0.0343122482299982,"Non-significant",0.131401769088182,"EXOC3","Exocyst complex component 3","O60645;H0Y995;D6RB59"
0.343948841095006,19.4406063556671,0.965041929398049,0.36487718877597,0.766693516800401,-5.37403309024495,"Q8N5M9",3,1.04372187402542,0.324133489454941,0.738921377049792,-0.343948841094999,"Non-significant",0.131401769088182,"JAGN1","Protein jagunal homolog 1","Q8N5M9"
-0.0418305397033727,18.5192682743073,-1.04201903701152,0.33011736641052,0.746976955864752,-5.30423431898783,"Q9NSY0;E9PR11",9,-1.04345042315461,0.324252418621006,0.738921377049792,0.0418305397033762,"Non-significant",0.131401769088182,"NRBP2","Nuclear receptor-binding protein 2","Q9NSY0;E9PR11"
0.149061679840102,17.5880949497223,1.08045406810727,0.313758382378812,0.733872680697146,-5.26793717525823,"P23142;B1AHL2",2,1.04283222002701,0.324523392924762,0.739265488799402,-0.149061679840102,"Non-significant",0.131199567539561,"FBLN1","Fibulin-1","P23142;B1AHL2"
0.0364899635314799,23.6113140583038,0.940742562681691,0.376409279859909,0.774796098040901,-5.39523009666858,"O60656;Q9HAW7;Q9HAW9;H0Y8D7",19,1.0424541419945,0.324689199593444,0.739323811823195,-0.0364899635314728,"Non-significant",0.131165306007432,"UGT1A9","UDP-glucuronosyltransferase 1A9","O60656;Q9HAW7;Q9HAW9;H0Y8D7"
0.0640339851379004,16.424604177475,1.09742018794811,0.306745356353615,0.729310582428703,-5.25162067898558,"Q9Y2G8;Q5TDH4;Q5TDG9",5,1.04222674084089,0.324788957904153,0.739323811823195,-0.0640339851379004,"Non-significant",0.131165306007432,"DNAJC16","DnaJ homolog subfamily C member 16","Q9Y2G8;Q5TDH4;Q5TDG9"
-0.106292724609375,16.7334289550781,-0.973857632620358,0.360760061830553,0.765162398358787,-5.36624173642067,"Q6ZMZ3;G3V533",7,-1.04173156322103,0.325006267819701,0.739545281501107,0.106292724609375,"Non-significant",0.131035229504813,"SYNE3","Nesprin-3","Q6ZMZ3;G3V533"
-0.0447387695312784,18.2890396118164,-1.09875644294825,0.306198387314825,0.729310582428703,-5.25032807488749,"Q15650",7,-1.0401807544476,0.325687563407107,0.74000249473252,0.0447387695312749,"Non-significant",0.130766816151806,"TRIP4","Activating signal cointegrator 1","Q15650"
-0.0736289024352992,18.8871963024139,-0.976340306178754,0.359606991673033,0.764630187263363,-5.36403791628987,"Q5HYK7;A0A494C1M0;A0A0U1RQE4",9,-1.04027504762063,0.325646107735966,0.74000249473252,0.0736289024352992,"Non-significant",0.130766816151806,"SH3D19","SH3 domain-containing protein 19","Q5HYK7;A0A494C1M0;A0A0U1RQE4"
-0.137409687042272,16.9822146892548,-0.977043713809532,0.35928080654077,0.764630187263363,-5.36341274904608,"Q6NUK4",5,-1.04036322446317,0.325607344737476,0.74000249473252,0.137409687042275,"Non-significant",0.130766816151806,"REEP3","Receptor expression-enhancing protein 3","Q6NUK4"
0.113502979278525,16.5383055210114,1.20855338548422,0.263887309419116,0.705149002879703,-5.14052518589748,"Q9Y2P8;Q5VZU3;Q5VZU2",2,1.04024933033083,0.325657413854546,0.74000249473252,-0.113502979278525,"Non-significant",0.130766816151806,"RCL1","RNA 3'-terminal phosphate cyclase-like protein","Q9Y2P8;Q5VZU3;Q5VZU2"
0.152747154235829,16.3116893768311,1.24706552910412,0.250246936229843,0.700042637313815,-5.1004145085238,"P60520;H3BQ50;H3BSM5",1,1.03955581314328,0.325962418656987,0.740081217304479,-0.152747154235826,"Non-significant",0.130720617712682,"GABARAPL2","Gamma-aminobutyric acid receptor-associated protein-like 2","P60520;H3BQ50;H3BSM5"
0.270412921905528,17.1954658031464,0.983450760713884,0.356320090964675,0.763680363095067,-5.35770282847124,"Q969V5",2,1.03959419036764,0.325945534875558,0.740081217304479,-0.270412921905525,"Non-significant",0.130720617712682,"MUL1","Mitochondrial ubiquitin ligase activator of NFKB 1","Q969V5"
0.065369129180926,19.9354455471039,0.943090970656725,0.375282973290143,0.77448389174442,-5.39319953618445,"P25311;C9JEV0",21,1.03903445147767,0.326191854136832,0.740108207709166,-0.065369129180926,"Non-significant",0.130704779491406,"AZGP1","Zinc-alpha-2-glycoprotein","P25311;C9JEV0"
-0.0969285964965927,16.4151945114136,-1.12908507758791,0.293993728823569,0.725380686286128,-5.22069979731796,"P55081",3,-1.03898295418246,0.326214523229162,0.740108207709166,0.0969285964965962,"Non-significant",0.130704779491406,"MFAP1","Microfibrillar-associated protein 1","P55081"
0.0311989784241007,20.0862605571747,0.88092716344978,0.405949772569841,0.793402717168467,-5.4456194981296,"P54886",40,1.03764121942273,0.326805578565963,0.740358814383627,-0.0311989784241007,"Non-significant",0.130557748729813,"ALDH18A1","Delta-1-pyrroline-5-carboxylate synthase","P54886"
0.152914047241225,16.5213785171509,1.24222896309436,0.251926667928715,0.701053245198967,-5.10549502730195,"Q3MJ40;Q8IYA2;A0A087WSY3",1,1.03768442946419,0.32678653112846,0.740358814383627,-0.152914047241225,"Non-significant",0.130557748729813,"CCDC144B","Coiled-coil domain-containing protein 144B","Q3MJ40;Q8IYA2;A0A087WSY3"
-0.129854202270497,16.1199674606323,-1.46206323418052,0.184691719508624,0.647224006157825,-4.86321017567941,"Q96RN5;G3V1P5",1,-1.03798512779781,0.326654003631428,0.740358814383627,0.129854202270501,"Non-significant",0.130557748729813,"MED15","Mediator of RNA polymerase II transcription subunit 15","Q96RN5;G3V1P5"
-0.120899200439442,17.308418750763,-1.16223788920711,0.281107766045265,0.714340227827591,-5.18768983372475,"Q9P2C4",2,-1.03764403908095,0.326804335605327,0.740358814383627,0.120899200439446,"Non-significant",0.130557748729813,"TMEM181","Transmembrane protein 181","Q9P2C4"
0.104474067687999,18.5225820541382,1.27408850766484,0.241035481608744,0.691526341824251,-5.07180574006432,"Q96A57;Q5JWB9;A0A087WTT2",2,1.03673174082427,0.327206682884442,0.740752565101533,-0.104474067687999,"Non-significant",0.130326835956568,"TMEM230","Transmembrane protein 230","Q96A57;Q5JWB9;A0A087WTT2"
-0.0337600708007457,19.4209861755371,-0.917236702800336,0.387822044249483,0.783342149127973,-5.41533925800515,"Q9Y3F4;H0YH33",23,-1.03670198552763,0.327219812107493,0.740752565101533,0.0337600708007493,"Non-significant",0.130326835956568,"STRAP","Serine-threonine kinase receptor-associated protein","Q9Y3F4;H0YH33"
-0.0482821464538183,18.7034666538239,-0.937374318891929,0.378029113051364,0.775146467473548,-5.39813567928463,"Q14624;B7ZKJ8;H7C0L5",20,-1.03588208059161,0.327581745003568,0.741027427574152,0.0482821464538219,"Non-significant",0.130165717224908,"ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4","Q14624;B7ZKJ8;H7C0L5"
0.0278010368347275,18.8894956111908,0.899208662725652,0.396746952659583,0.787868102574396,-5.43049374320703,"Q96CV9;H7C1H4",24,1.03614371296411,0.327466218742939,0.741027427574152,-0.0278010368347275,"Non-significant",0.130165717224908,"OPTN","Optineurin","Q96CV9;H7C1H4"
-0.051822662353544,17.6106429100037,-0.967737953151725,0.363614324330674,0.766693516800401,-5.37165600790008,"Q9Y2L1;G3V1J5",12,-1.03529995239391,0.327838900770217,0.741336993227919,0.0518226623535476,"Non-significant",0.129984327742962,"DIS3","Exosome complex exonuclease RRP44","Q9Y2L1;G3V1J5"
0.115596771240224,18.6447768211365,0.953048456823494,0.37053535997368,0.771103981140769,-5.38454677658511,"A0A140T933;A0A140T955;A0A1W2PRT9;A0A140T913;A0A140T9X5;Q53Z42;A0A1W2PPQ2;A0A140T9I0",10,1.03476642523186,0.328074722148741,0.741442813277674,-0.115596771240224,"Non-significant",0.129922340031017,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","A0A140T933;A0A140T955;A0A1W2PRT9;A0A140T913;A0A140T9X5;Q53Z42;A0A1W2PPQ2;A0A140T9I0"
-1.01289963722229,17.4294880628586,-0.947599227103416,0.3731278692596,0.77274139227289,-5.38929059543788,"Q92982",2,-1.03464966652941,0.328126347258718,0.741442813277674,1.0128996372223,"Non-significant",0.129922340031017,"NINJ1","Ninjurin-1","Q92982"
0.0213112831115794,21.0664985179901,0.781468424067506,0.458700812003664,0.814516736591238,-5.52349324065967,"Q9Y490",139,1.03351561238982,0.328628093936098,0.742304367607857,-0.0213112831115723,"Non-significant",0.129417984116032,"TLN1","Talin-1","Q9Y490"
-0.0654563903808523,20.5510601997375,-0.976424907668691,0.35956774823559,0.764630187263363,-5.36396274295215,"P46778;M0R181;G3V1B3",9,-1.03322277085497,0.328757752580884,0.742325126934191,0.0654563903808487,"Non-significant",0.129405838781579,"RPL21","60S ribosomal protein L21","P46778;M0R181;G3V1B3"
-0.0339732170104767,18.8299672603607,-1.01638370499139,0.341395713064935,0.752464333177134,-5.32791657496476,"Q96C19",11,-1.03277556851354,0.328955831282281,0.742500304894291,0.0339732170104732,"Non-significant",0.129303363675557,"EFHD2","EF-hand domain-containing protein D2","Q96C19"
-0.184418201446499,14.5140888690949,-1.01788458511488,0.340727243824947,0.752261295753967,-5.32654189327331,"Q8TCC3;B8ZZV5",2,-1.03180690048382,0.329385193728584,0.742925169749464,0.184418201446499,"Non-significant",0.129054927829616,"MRPL30","39S ribosomal protein L30, mitochondrial","Q8TCC3;B8ZZV5"
0.0272450447082733,19.2668240070343,1.11427356404815,0.299904008678336,0.728022093718258,-5.2352383854143,"Q9BUL8;C9JND6;H7C5M9;C9J932;C9J5C3;C9JSA3;F8WDF3;C9J6F3",10,1.03190401276559,0.329342129438445,0.742925169749464,-0.0272450447082768,"Non-significant",0.129054927829616,"PDCD10","Programmed cell death protein 10","Q9BUL8;C9JND6;H7C5M9;C9J932;C9J5C3;C9JSA3;F8WDF3;C9J6F3"
-0.0440263748168697,20.1990146636963,-1.17016713698799,0.278095440097497,0.713089672180272,-5.17970068837884,"E7EX44;E9PGZ1",6,-1.02976979135884,0.330289535002714,0.74441993953428,0.0440263748168732,"Non-significant",0.128182002664144,"CALD1","Caldesmon","E7EX44;E9PGZ1"
-0.0271596908569549,18.9314827919006,-0.939048600409239,0.377223279304131,0.775146467473548,-5.39669237690486,"P49902;A0A6Q8PHP0;Q5JUV4;A0A6Q8PHB5",17,-1.02981208939774,0.330270738294335,0.74441993953428,0.0271596908569514,"Non-significant",0.128182002664144,"NT5C2","Cytosolic purine 5'-nucleotidase","P49902;A0A6Q8PHP0;Q5JUV4;A0A6Q8PHB5"
-0.0788006782531525,18.4744770526886,-1.08158247612102,0.313288010422397,0.733872680697146,-5.26685749447552,"P09234;A0A0A0MRR7",4,-1.02483875305765,0.332486405102082,0.745824982977441,0.078800678253149,"Non-significant",0.127363073123383,"SNRPC","U1 small nuclear ribonucleoprotein C","P09234;A0A0A0MRR7"
-1.19316625595093,15.2665500640869,-0.940115728692433,0.376710339131863,0.774796098040901,-5.39577143473571,"P15121;E9PCX2",1,-1.0254689526379,0.332205022467017,0.745824982977441,1.19316625595092,"Non-significant",0.127363073123383,"AKR1B1","Aldo-keto reductase family 1 member B1","P15121;E9PCX2"
0.0196499824523713,25.0482175350189,0.829882174270487,0.432457901039413,0.804545558309152,-5.4865346053407,"PRDX1_HUMAN;Q06830;A0A0A0MSI0",28,1.02756857401125,0.33126885122402,0.745824982977441,-0.0196499824523748,"Non-significant",0.127363073123383,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN;Q06830;A0A0A0MSI0"
-0.0899004936218262,17.8359882831574,-1.14669288485997,0.287091107935932,0.7202994328588,-5.20324753656881,"Q13868;A3KFL1;A3KFL5;A3KFL2",3,-1.02569696804105,0.332103258678424,0.745824982977441,0.0899004936218262,"Non-significant",0.127363073123383,"EXOSC2","Exosome complex component RRP4","Q13868;A3KFL1;A3KFL5;A3KFL2"
-0.0441446304321431,18.036075592041,-1.16378774388328,0.28051687395538,0.714066342382033,-5.18613109218373,"Q14061;C9J8T6",6,-1.02709456238324,0.331480026355666,0.745824982977441,0.0441446304321502,"Non-significant",0.127363073123383,"COX17","Cytochrome c oxidase copper chaperone","Q14061;C9J8T6"
-0.0764107704163024,17.5729591846466,-2.19380088363697,0.0621127156307162,0.495466973098676,-3.94822324993027,"Q8IUX4",2,-1.02524736804103,0.332303938854233,0.745824982977441,0.0764107704162988,"Non-significant",0.127363073123383,"APOBEC3F","DNA dC->dU-editing enzyme APOBEC-3F","Q8IUX4"
-0.241999149322478,14.7898604869843,-0.961019812691591,0.366767384295756,0.766989824607053,-5.37757006075021,"Q8TCY9",3,-1.02733749115956,0.331371787298369,0.745824982977441,0.241999149322476,"Non-significant",0.127363073123383,"URGCP","Up-regulator of cell proliferation","Q8TCY9"
-0.0720634460449006,18.7557239532471,-1.34665461484194,0.21772228432199,0.676436219181561,-4.99318546373927,"Q96HV5;F8WDE2;H7BXL1",3,-1.02514185629069,0.332351047644772,0.745824982977441,0.072063446044897,"Non-significant",0.127363073123383,"TMEM41A","Transmembrane protein 41A","Q96HV5;F8WDE2;H7BXL1"
0.0190815925597967,20.6927001476288,0.787244169093521,0.455514010443744,0.814370855299443,-5.51918070973136,"Q96QK1",41,1.02704280104862,0.331503092545864,0.745824982977441,-0.0190815925598002,"Non-significant",0.127363073123383,"VPS35","Vacuolar protein sorting-associated protein 35","Q96QK1"
-0.0346040725708008,18.163140296936,-1.42934670231923,0.193571676059164,0.657104245156628,-4.90063172332123,"Q96S44",6,-1.02695191583048,0.331543596301526,0.745824982977441,0.0346040725708008,"Non-significant",0.127363073123383,"TP53RK","EKC/KEOPS complex subunit TP53RK","Q96S44"
-0.0367875099182235,18.8782560825348,-1.04923404217386,0.326996278424389,0.744623454416514,-5.29749219604029,"Q9BY43;H0YIN6",9,-1.02504096396692,0.332396098699553,0.745824982977441,0.0367875099182235,"Non-significant",0.127363073123383,"CHMP4A","Charged multivesicular body protein 4a","Q9BY43;H0YIN6"
-0.0752453804016291,17.770192861557,-0.998831779720617,0.349288632832754,0.756526030058147,-5.34388184109066,"Q9Y3L5;A0A087X2C3",6,-1.02549095805847,0.33219520036609,0.745824982977441,0.0752453804016255,"Non-significant",0.127363073123383,"RAP2C","Ras-related protein Rap-2c","Q9Y3L5;A0A087X2C3"
-0.0297513008117782,20.0158598423004,-0.945066961178722,0.374337235742243,0.773989569670039,-5.39148798420518,"Q9Y5X1",16,-1.02556881886295,0.332160449031933,0.745824982977441,0.0297513008117747,"Non-significant",0.127363073123383,"SNX9","Sorting nexin-9","Q9Y5X1"
0.118171215057375,15.7010507583618,0.992070203135766,0.352366468439378,0.760020304157751,-5.34997727520516,"Q96SZ6",4,1.02367846045913,0.333004946115713,0.74627798433254,-0.118171215057373,"Non-significant",0.127099370149568,"CDK5RAP1","Mitochondrial tRNA methylthiotransferase CDK5RAP1","Q96SZ6"
0.0491647720336701,17.0873432159424,1.01488665540238,0.342063488875541,0.752801231813866,-5.32928626777262,"Q9H9G7;Q9UL18;Q9UKV8;Q5TA58;A0A6I8PTZ8",8,1.02385164891992,0.332927508324246,0.74627798433254,-0.0491647720336736,"Non-significant",0.127099370149568,"AGO2","Protein argonaute-2","Q9H9G7;Q9UL18;Q9UKV8;Q5TA58;A0A6I8PTZ8"
-0.0727710723877024,18.4041357040405,-2.93647603197944,0.0204085321721272,0.382635665889795,-2.97698351513911,"Q9Y3D3;A6ND22",2,-1.02357395388498,0.333051680771581,0.74627798433254,0.0727710723877024,"Non-significant",0.127099370149568,"MRPS16","28S ribosomal protein S16, mitochondrial","Q9Y3D3;A6ND22"
-0.0941743850708257,16.6652898788452,-1.0291376337068,0.33574764680753,0.748316678591337,-5.31618789515587,"Q15311",4,-1.02318345946068,0.333226351352251,0.746397956027834,0.0941743850708257,"Non-significant",0.127029558552886,"RALBP1","RalA-binding protein 1","Q15311"
0.136722087860079,17.5509960651398,1.33112407251598,0.222540842985576,0.679550232254322,-5.01022453833439,"G3V2D6;G3V3K6;B2R5W2;G3V251;G3V5X6;G3V4W0;B4DY08;G3V4C1",1,1.02269645262096,0.333444289888375,0.746614721763143,-0.136722087860075,"Non-significant",0.126903450898514,"HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2","G3V2D6;G3V3K6;B2R5W2;G3V251;G3V5X6;G3V4W0;B4DY08;G3V4C1"
-0.0167627334594442,20.2953720092774,-0.737850537458385,0.483253538609587,0.830450551651515,-5.55519775913308,"O14980;C9IZS4;C9JQ02;C9JV99;H7BZC5;C9JKM9;C9J673",51,-1.02205844789714,0.333729964431256,0.746711706908279,0.0167627334594478,"Non-significant",0.126847039771503,"XPO1","Exportin-1","O14980;C9IZS4;C9JQ02;C9JV99;H7BZC5;C9JKM9;C9J673"
-0.0310330390930211,20.639125585556,-1.18249009720653,0.27346680690985,0.710077374445113,-5.16721390593085,"O95298;E9PRJ5",8,-1.02219963168102,0.33366673165539,0.746711706908279,0.0310330390930247,"Non-significant",0.126847039771503,"NDUFC2","NADH dehydrogenase [ubiquinone] 1 subunit C2","O95298;E9PRJ5"
0.182779788970949,14.9060842990875,0.97177056958703,0.361731564650003,0.765532060196175,-5.36809111521732,"Q86VM9;E7ERS3",3,1.0204107840232,0.33446858462641,0.747821269400558,-0.182779788970949,"Non-significant",0.126202186879134,"ZC3H18","Zinc finger CCCH domain-containing protein 18","Q86VM9;E7ERS3"
-0.284715414047271,14.3473244905472,-0.992165284505903,0.352323044079815,0.760020304157751,-5.34989177436627,"Q9BUE0",1,-1.02067430588296,0.334350369042607,0.747821269400558,0.284715414047275,"Non-significant",0.126202186879134,"MED18","Mediator of RNA polymerase II transcription subunit 18","Q9BUE0"
-0.0302782058715714,19.2062015533447,-0.893292984374173,0.399708075169428,0.789351795424197,-5.43541507403806,"O60502;H7C3X0",24,-1.02007639870122,0.334618635048983,0.74788539324332,0.0302782058715749,"Non-significant",0.126164948787224,"OGA","Protein O-GlcNAcase","O60502;H7C3X0"
-0.0469422340393173,23.2446916103363,-0.930938540192344,0.381138618728032,0.777674228013952,-5.40366513909983,"Q14032;A0A6Q8PHR9;A0A6Q8PF60",17,-1.01954618659253,0.334856664330254,0.747954751323536,0.0469422340393244,"Non-significant",0.126124674655467,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","Q14032;A0A6Q8PHR9;A0A6Q8PF60"
-0.0866756439208984,17.5284757614136,-0.998047911220054,0.34964438328489,0.75675219481051,-5.34459005734366,"Q9BY77;F8WCX5;Q8WUT1;F6VRR5",5,-1.01944022265012,0.334904250324371,0.747954751323536,0.0866756439208984,"Non-significant",0.126124674655467,"POLDIP3","Polymerase delta-interacting protein 3","Q9BY77;F8WCX5;Q8WUT1;F6VRR5"
-0.191936254501329,15.6862205266952,-1.07933838724262,0.31422400224007,0.733872680697146,-5.26900390048522,"Q9Y6M4;P78368;Q9HCP0;A0A0U1RQT7;A0A087WZK4;U3KQA5;U3KQB3;Q8IXA3;A0A0U1RQY7;A0A087WWF5;K7ESB6",1,-1.01919629382567,0.335013812666822,0.747954751323536,0.191936254501323,"Non-significant",0.126124674655467,"CSNK1G1;CSNK1G2;CSNK1G3","Casein kinase I isoform gamma-2","Q9Y6M4;P78368;Q9HCP0;A0A0U1RQT7;A0A087WZK4;U3KQA5;U3KQB3;Q8IXA3;A0A0U1RQY7;A0A087WWF5;K7ESB6"
0.0994658470153809,17.7532417774201,1.28015709444744,0.239007003126061,0.690344981461052,-5.06532981891953,"H3BQK9;A0A0A6YYJ5;H3BPE1;A0A590UJG2",2,1.01613797940521,0.336389779447771,0.74798556360436,-0.0994658470153738,"Non-significant",0.126106784097394,"MACF1","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5","H3BQK9;A0A0A6YYJ5;H3BPE1;A0A590UJG2"
0.0250830650329519,18.4792864322662,0.870412364976511,0.411312415425266,0.79512953633741,-5.45420758626143,"O75116;E9PF63;Q14DU5",25,1.01700698155371,0.335998372535872,0.74798556360436,-0.0250830650329519,"Non-significant",0.126106784097394,"ROCK2","Rho-associated protein kinase 2","O75116;E9PF63;Q14DU5"
0.0567584037780762,19.8193013668061,0.96850391153024,0.363256140950847,0.766569979636684,-5.37097974953403,"O95081;A0A0C4DG34",9,1.01468461765242,0.337045157765973,0.74798556360436,-0.0567584037780762,"Non-significant",0.126106784097394,"AGFG2","Arf-GAP domain and FG repeat-containing protein 2","O95081;A0A0C4DG34"
-0.0944666862487971,18.2740247249603,-1.01804597645462,0.340655423084012,0.752261295753967,-5.32639398378407,"P51153;A0A087WWB9",4,-1.01459618726958,0.337085065643362,0.74798556360436,0.0944666862488006,"Non-significant",0.126106784097394,"RAB13","Ras-related protein Rab-13","P51153;A0A087WWB9"
