"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-1.33975768089295,15.03,-1.45551812808024,0.184444017151532,0.343434759936153,-6.00474835615574,"CALL5_HUMAN",7,-1.47380041575687,0.178761549654766,0.335945402310086,1.34,"Non-significant",0.474,"CALML5","Calmodulin-like protein 5"
0.328283786773699,19.39,1.57777791975066,0.154113458767813,0.308096459373978,-5.84470662173053,"GRB7_HUMAN",2,1.47673685095467,0.177992505125544,0.335945402310086,-0.33,"Non-significant",0.474,"GRB7","Growth factor receptor-bound protein 7"
-0.580990791320801,16.98,-1.49305467796764,0.174606881084078,0.331183989480969,-5.95636194416644,"H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN",2,-1.47489388756763,0.17847482796552,0.335945402310086,0.58,"Non-significant",0.474,"H2BC12;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9;H2BS1","Histone H2B type 1-K"
-0.706859827041626,14.2,-1.44535879072645,0.187189800167105,0.34557801090191,-6.01772405572465,"EF1D_HUMAN",4,-1.46143304096325,0.182033005426768,0.340306682835986,0.71,"Non-significant",0.468,"EEF1D","Elongation factor 1-delta"
-0.333350181579604,22.89,-1.40803949461591,0.197588715626003,0.355125664571059,-6.06493550865035,"QOR_HUMAN",9,-1.46260829914136,0.181719856042212,0.340306682835986,0.33,"Non-significant",0.468,"CRYZ","Quinone oxidoreductase"
-0.445182323455811,16.87,-1.4417712985582,0.188168012123398,0.346035972882238,-6.02229360345483,"GSHR_HUMAN",4,-1.45770776512893,0.183028771966943,0.341482538479407,0.45,"Non-significant",0.467,"GSR","Glutathione reductase, mitochondrial"
0.419368267059298,21.73,1.5038990736442,0.171853549515201,0.328533171660478,-5.94225571731937,"INSR2_HUMAN;INS_HUMAN",2,1.45451505973939,0.183886015993337,0.342395761779593,-0.42,"Non-significant",0.465,"INS;INS-IGF2","Insulin, isoform 2"
-0.534852266311653,16.7,-1.41593195821973,0.195348061328435,0.353830827036523,-6.0550113043771,"ALDOC_HUMAN",8,-1.44537735910659,0.186359146194839,0.345618257186046,0.53,"Non-significant",0.461,"ALDOC","Fructose-bisphosphate aldolase C"
-0.478764295578003,16.66,-1.42252417551836,0.193493694157205,0.351417063613715,-6.04669706983507,"GLOD4_HUMAN",5,-1.44563079639315,0.186290158982023,0.345618257186046,0.48,"Non-significant",0.461,"GLOD4","Glyoxalase domain-containing protein 4"
-0.721632719039928,15.49,-1.42774529521541,0.192036027584522,0.349873858475911,-6.04009605873392,"NUDT5_HUMAN",4,-1.44362775837446,0.186836013805191,0.345813775054937,0.72,"Non-significant",0.461,"NUDT5","ADP-sugar pyrophosphatase"
-0.742592096328725,17.24,-1.44567508252799,0.187103772249462,0.34557801090191,-6.01732086760614,"PSB7_HUMAN",2,-1.44217426402581,0.187232993588393,0.345860946489671,0.74,"Non-significant",0.461,"PSMB7","Proteasome subunit beta type-7"
-0.293511867523229,19.57,-1.3867250836441,0.203752775987329,0.361523483972247,-6.09157177714954,"CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN",6,-1.43231748461628,0.189944757144793,0.350175383963964,0.29,"Non-significant",0.456,"CALM1;CALM2;CALM3","Calmodulin-1"
0.322067260742202,16.85,1.44538988117834,0.18718134235195,0.34557801090191,-6.01768442589484,"CNDP1_HUMAN",3,1.43019064647342,0.190534400311963,0.350568234566081,-0.32,"Non-significant",0.455,"CNDP1","Beta-Ala-His dipeptidase"
-0.574282646179228,17.05,-1.39839099221971,0.200358510949826,0.35734439405036,-6.07702311553088,"SERC_HUMAN",9,-1.42648436145397,0.191565775259426,0.351770683957644,0.57,"Non-significant",0.454,"PSAT1","Phosphoserine aminotransferase"
-0.223848819732652,18.02,-1.66576961160831,0.135170327016706,0.288632051496681,-5.72544657268971,"EFNA1_HUMAN",2,-1.42317687759867,0.192490311705903,0.352628993955946,0.22,"Non-significant",0.453,"EFNA1","Ephrin-A1"
-0.317881107330347,16.53,-1.37533261546364,0.207115807440905,0.365198516529323,-6.10570852445854,"PSA_HUMAN",7,-1.4220736486058,0.192799565986797,0.352628993955946,0.32,"Non-significant",0.453,"NPEPPS","Puromycin-sensitive aminopeptidase"
0.569054603576697,13.9,1.43712670304618,0.189441182055997,0.346502437120104,-6.02819990036635,"TXND5_HUMAN",2,1.42075605721958,0.193169481114428,0.352628993955946,-0.57,"Non-significant",0.453,"TXNDC5","Thioredoxin domain-containing protein 5"
-0.259871006011981,17.84,-1.57589292420311,0.154544625701018,0.308096459373978,-5.84722594919212,"MYDGF_HUMAN",2,-1.41615785596951,0.194465313071686,0.353849814196348,0.26,"Non-significant",0.451,"MYDGF","Myeloid-derived growth factor"
-0.414830446243325,16.54,-1.40022355900156,0.199829834492095,0.357085558372631,-6.07473108623377,"PIMT_HUMAN",4,-1.41568714644571,0.194598394058572,0.353849814196348,0.41,"Non-significant",0.451,"PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
0.176819801330574,21.26,1.20850527919051,0.262105681818577,0.428105946970343,-6.30415586346486,"C1S_HUMAN",30,1.40645291118847,0.197225315479369,0.357927424388485,-0.18,"Non-significant",0.446,"C1S","Complement C1s subcomponent"
-0.5623242855072,13.8,-1.43940951337687,0.188814472850888,0.346035972882238,-6.02529834112795,"PIPNB_HUMAN",1,-1.40412320660315,0.197892941598093,0.358440328069697,0.56,"Non-significant",0.446,"PITPNB","Phosphatidylinositol transfer protein beta isoform"
-0.88344383239745,13.68,-1.40599132275242,0.198173861389376,0.355389476606452,-6.06750557560614,"RL12_HUMAN",1,-1.40165353780823,0.198602833021668,0.359027645714899,0.88,"Non-significant",0.445,"RPL12","60S ribosomal protein L12"
0.7431337833405,13.72,1.41259157514549,0.196293650526437,0.354485099343391,-6.05921559015427,"TCPA_HUMAN",1,1.39990122144118,0.199107873737298,0.359243082266326,-0.74,"Non-significant",0.445,"TCP1","T-complex protein 1 subunit alpha"
-0.412467956542944,15.37,-1.44009378487261,0.188626974358894,0.346035972882238,-6.02442808176485,"HEBP1_HUMAN",2,-1.39590543376436,0.200263706762787,0.36006489939662,0.41,"Non-significant",0.444,"HEBP1","Heme-binding protein 1"
-0.271937847137423,16.36,-1.3162141311524,0.225351290400034,0.382850458690568,-6.1779099982515,"MYH9_HUMAN",16,-1.39565321137555,0.20033686131842,0.36006489939662,0.27,"Non-significant",0.444,"MYH9","Myosin-9"
-0.916809558868403,14.05,-1.38613361430138,0.203926197260873,0.361523483972247,-6.09230745458342,"ACYP2_HUMAN",1,-1.38374660666658,0.20381685024012,0.362103224317397,0.92,"Non-significant",0.441,"ACYP2","Acylphosphatase-2"
0.499981880188052,14.69,1.408968962752,0.197323674659852,0.355125664571059,-6.06376847191318,"DDC_HUMAN",2,1.38544767760737,0.203316472996443,0.362103224317397,-0.5,"Non-significant",0.441,"DDC","Aromatic-L-amino-acid decarboxylase"
-0.274386882781997,16.43,-1.61961684192366,0.144821618056713,0.299619836468445,-5.78839737042657,"HLAG_HUMAN",1,-1.38603735390367,0.203143266752792,0.362103224317397,0.27,"Non-significant",0.441,"HLA-G","HLA class I histocompatibility antigen, alpha chain G"
-1.51411414146423,14.34,-1.36560451468992,0.210025655956812,0.369629273527017,-6.11772388498243,"K2C4_HUMAN",15,-1.38296448724688,0.204047273078238,0.362103224317397,1.51,"Non-significant",0.441,"KRT4","Keratin, type II cytoskeletal 4"
-0.2200736999512,16.36,-1.43339388013887,0.190469929152618,0.347700988315857,-6.03293874912513,"ML12A_HUMAN;ML12B_HUMAN",3,-1.38616423814914,0.203106013694258,0.362103224317397,0.22,"Non-significant",0.441,"MYL12A;MYL12B","Myosin regulatory light chain 12B"
0.759040594100931,15.05,1.38385762667864,0.204594728131833,0.361523483972247,-6.09513659440718,"PLSL_HUMAN",2,1.3827780773245,0.204102225338889,0.362103224317397,-0.76,"Non-significant",0.441,"LCP1","Plastin-2"
0.84533071517945,18.27,1.3879965998719,0.203380397864224,0.361523483972247,-6.08998960907257,"UNC80_HUMAN",1,1.38246838915564,0.204193547547405,0.362103224317397,-0.85,"Non-significant",0.441,"UNC80","Protein unc-80 homolog"
-0.611928224563595,13.52,-1.40485569336201,0.198498955784485,0.355389476606452,-6.06892961904986,"SYDC_HUMAN",1,-1.37980429584732,0.204980614705601,0.362606157234003,0.61,"Non-significant",0.441,"DARS1","Aspartate--tRNA ligase, cytoplasmic"
0.275520801544225,22.43,1.30675721441139,0.228392808307728,0.385205986475534,-6.18927464992045,"TTHY_HUMAN",14,1.37887386527322,0.205256116930526,0.362606157234003,-0.28,"Non-significant",0.441,"TTR","Transthyretin"
0.216691493988051,21.03,1.83242412490087,0.105084550252249,0.259751493216771,-5.49160275491005,"CO4A_HUMAN",1,1.37610151762514,0.206078921138003,0.363370218900532,-0.22,"Non-significant",0.44,"C4A","Complement C4-A"
-0.554021358490004,16.93,-1.34778470940343,0.215447938244016,0.375621779972246,-6.13959760981465,"CASPE_HUMAN",6,-1.37041263468952,0.207776287080324,0.365670554389001,0.55,"Non-significant",0.437,"CASP14","Caspase-14"
-0.39052534103395,23.69,-1.41196736418149,0.196470796198915,0.354485099343391,-6.06000058772033,"ANK3_HUMAN",2,-1.36464430178505,0.209509712575078,0.366641997006387,0.39,"Non-significant",0.436,"ANK3","Ankyrin-3"
-0.15843582153315,17.52,-1.35104404704676,0.214447217102755,0.375282629929822,-6.13561003223407,"NPC2_HUMAN",4,-1.3650737212307,0.209380239116114,0.366641997006387,0.16,"Non-significant",0.436,"NPC2","NPC intracellular cholesterol transporter 2"
-1.02527832984925,16.42,-1.35867664907197,0.212119481868421,0.371908168774954,-6.12624880894858,"SBNO1_HUMAN",2,-1.36520067933192,0.209341973476339,0.366641997006387,1.03,"Non-significant",0.436,"SBNO1","Protein strawberry notch homolog 1"
-1.77198815345765,16.57,-1.34908381775626,0.215048587657586,0.375621779972246,-6.13800895391309,"MP2K5_HUMAN",1,-1.35967542390047,0.211012912885237,0.368579778416802,1.77,"Non-significant",0.433,"MAP2K5","Dual specificity mitogen-activated protein kinase kinase 5"
-0.458761215209968,17.37,-1.33791069691782,0.218504226720281,0.378147167292551,-6.15164125908741,"ABHEB_HUMAN",4,-1.35272771305521,0.21313037240001,0.371581229783538,0.46,"Non-significant",0.43,"ABHD14B","Protein ABHD14B"
-1.28053092956544,17.05,-1.33111201303997,0.220630269631211,0.379755047556246,-6.15990168185055,"PIP_HUMAN",5,-1.34679735665517,0.214952244150612,0.374057082811626,1.28,"Non-significant",0.427,"PIP","Prolactin-inducible protein"
0.264415979385372,15.54,1.57345889521639,0.155103000920656,0.308548918498143,-5.85047677991252,"NEO1_HUMAN",1,1.34342642014091,0.215993799905428,0.374469697787622,-0.26,"Non-significant",0.427,"NEO1","Neogenin"
-0.842129230499278,13.62,-1.34184744219948,0.21728123834662,0.377404538993849,-6.14684609003999,"TCPZ_HUMAN",2,-1.34453526623238,0.215650709084221,0.374469697787622,0.84,"Non-significant",0.427,"CCT6A","T-complex protein 1 subunit zeta"
0.277094841003404,17.39,1.53291430318905,0.16467744754938,0.322089713589228,-5.90424077883164,"DDX46_HUMAN",1,1.33507619158404,0.218592571460022,0.378270788158514,-0.28,"Non-significant",0.422,"DDX46","Probable ATP-dependent RNA helicase DDX46"
-0.587234497070305,15.37,-1.30821530706377,0.227921583012613,0.385108881642001,-6.18752582167316,"RLA0_HUMAN",5,-1.32654476773847,0.221275405862499,0.381495190477752,0.59,"Non-significant",0.419,"RPLP0","60S acidic ribosomal protein P0"
0.363039731979352,15.04,1.42200927576249,0.193637973827965,0.351417063613715,-6.0473472866161,"UFO_HUMAN",1,1.32681961855061,0.221188537085481,0.381495190477752,-0.36,"Non-significant",0.419,"AXL","Tyrosine-protein kinase receptor UFO"
0.868165254592871,14.66,1.32195888566135,0.22352065706079,0.381131376783141,-6.17098098680052,"A0A3B3ISR2_HUMAN;B4DPQ0_HUMAN;F5H2D0_HUMAN",1,1.31944295526056,0.223530136008764,0.384165073570598,-0.87,"Non-significant",0.415,"C1R","Complement subcomponent C1r"
-0.299998998641968,15.93,-1.47231509635091,0.179982636641683,0.336473563681541,-5.98318178459893,"ARPC5_HUMAN",1,-1.31906942249028,0.223649269468597,0.384165073570598,0.3,"Non-significant",0.415,"ARPC5","Actin-related protein 2/3 complex subunit 5"
-0.90661692619325,15.35,-1.31296857153624,0.226391192485516,0.383460986795229,-6.18181615617682,"UGGG1_HUMAN",2,-1.3176677223086,0.2240968075549,0.384224913137408,0.91,"Non-significant",0.415,"UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1"
-0.732890844345103,14.05,-1.32570085728732,0.222335106403276,0.380503647171784,-6.16645737433683,"CP3A4_HUMAN",1,-1.31624604552065,0.224551504985998,0.384296785187434,0.73,"Non-significant",0.415,"CYP3A4","Cytochrome P450 3A4"
-0.649771690368677,14.33,-1.30080413512097,0.230325361480358,0.387722555350234,-6.19640179756193,"ADH6_HUMAN",3,-1.30956931108623,0.226697484145564,0.386548274248206,0.65,"Non-significant",0.413,"ADH6","Alcohol dehydrogenase 6"
-0.458008766174302,16.8,-1.33431794972599,0.219625520609699,0.379353171962207,-6.1560097402059,"GLRX1_HUMAN",2,-1.30959859103979,0.226688035191576,0.386548274248206,0.46,"Non-significant",0.413,"GLRX","Glutaredoxin-1"
-0.413233518600499,16.54,-1.33785640550184,0.218521134267876,0.378147167292551,-6.15170732753461,"UFM1_HUMAN",2,-1.30423465593103,0.228424643078424,0.38878124809143,0.41,"Non-significant",0.41,"UFM1","Ubiquitin-fold modifier 1"
-0.294353485107422,16.63,-1.24980906481909,0.24745654914714,0.409932468427023,-6.25658577991271,"6PGD_HUMAN",9,-1.29862148141139,0.2302540525667,0.391179786386127,0.29,"Non-significant",0.408,"PGD","6-phosphogluconate dehydrogenase, decarboxylating"
-0.18365240097048,19.58,-1.18198162552575,0.271886908708502,0.434179608932445,-6.33412753001965,"CATB_HUMAN",10,-1.28089337946666,0.236113749641971,0.398228081370788,0.18,"Non-significant",0.4,"CTSB","Cathepsin B"
-0.197700023651123,18.54,-1.18959537542087,0.26904886639059,0.433364177525327,-6.32557095117688,"ECH1_HUMAN",11,-1.28107728840633,0.236052320139179,0.398228081370788,0.2,"Non-significant",0.4,"ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
-0.279247760772726,16.32,-1.29874191984262,0.230998065000229,0.387722555350234,-6.19886585955306,"TPM3_HUMAN",3,-1.28307327503965,0.235386486651974,0.398228081370788,0.28,"Non-significant",0.4,"TPM3","Tropomyosin alpha-3 chain"
-0.180390834808371,19.73,-1.1841559718809,0.271073916666583,0.433625114117851,-6.33168781334797,"VNN1_HUMAN",9,-1.28121744663697,0.236005513375764,0.398228081370788,0.18,"Non-significant",0.4,"VNN1","Pantetheinase"
-0.231750488281243,17.36,-1.23105636102478,0.254020440700445,0.418571735030291,-6.27831686321422,"RCN1_HUMAN",6,-1.27888213510145,0.236786430259327,0.398640445879627,0.23,"Non-significant",0.399,"RCN1","Reticulocalbin-1"
-0.456163883209198,15.57,-1.31671050182782,0.225192610611104,0.382850458690568,-6.17731205725596,"DHPR_HUMAN",1,-1.27250844452471,0.238928873440491,0.40152126565541,0.46,"Non-significant",0.396,"QDPR","Dihydropteridine reductase"
0.538455724716172,16.35,1.29601626871009,0.231889752512275,0.388290215088,-6.20211878180063,"MBD5_HUMAN",1,1.2693529697093,0.239995585580596,0.402587189505468,-0.54,"Non-significant",0.395,"MBD5","Methyl-CpG-binding domain protein 5"
-0.5380539894104,16.01,-1.25279429905533,0.246424888646447,0.408951107539825,-6.25310623494379,"CPPED_HUMAN",3,-1.25929664789876,0.243421921441714,0.407136955735801,0.54,"Non-significant",0.39,"CPPED1","Serine/threonine-protein phosphatase CPPED1"
-0.619644880294803,13.16,-1.24498062654559,0.249132874738969,0.411245933301383,-6.26220205285893,"SDHA_HUMAN",4,-1.25882834655919,0.243582475128723,0.407136955735801,0.62,"Non-significant",0.39,"SDHA","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
-0.219271183013895,18.08,-1.29010460361658,0.233833808173792,0.390842505224057,-6.20915891360052,"TBB4B_HUMAN",3,-1.25750983583073,0.244034994478193,0.40716232949677,0.22,"Non-significant",0.39,"TUBB4B","Tubulin beta-4B chain"
0.213448524475101,23.34,1.17510195866357,0.27447242734672,0.436064556074738,-6.34182628794155,"RET4_HUMAN",12,1.25452926561152,0.245060541079934,0.408141974499854,-0.21,"Non-significant",0.389,"RBP4","Retinol-binding protein 4"
-1.06621694564818,14.33,-1.24564688866263,0.248900998371415,0.411245933301383,-6.26142794042917,"GAMT_HUMAN",1,-1.2498959497078,0.246661932609269,0.41007546296291,1.07,"Non-significant",0.387,"GAMT","Guanidinoacetate N-methyltransferase"
-0.304210662841776,16.68,-1.25385673625688,0.246058596640834,0.408951107539825,-6.25186654580443,"GLO2_HUMAN",3,-1.24481175134402,0.248429232999437,0.412277390236141,0.3,"Non-significant",0.385,"HAGH","Hydroxyacylglutathione hydrolase, mitochondrial"
-1.01613807678222,15.93,-1.22744194224549,0.255302158281415,0.419199840141089,-6.28247999335978,"CREB3_HUMAN",1,-1.23097967804562,0.25329095982796,0.419597657650944,1.02,"Non-significant",0.377,"CREB3","Cyclic AMP-responsive element-binding protein 3"
0.262290954589826,16.83,1.38369265084408,0.204643261066997,0.361523483972247,-6.09534155673812,"F13B_HUMAN",1,1.21946374826749,0.257398786934086,0.425645240915868,-0.26,"Non-significant",0.371,"F13B","Coagulation factor XIII B chain"
-0.699741840362547,15.23,-1.20549020424601,0.263202694058625,0.428592089430165,-6.30758589016574,"ABRAL_HUMAN",2,-1.20606792973164,0.262246526208136,0.431372675130309,0.7,"Non-significant",0.365,"ABRACL","Costars family protein ABRACL"
-0.521233558654801,13.96,-1.22963477667202,0.254523909904971,0.418660353571604,-6.27995524425062,"ADX_HUMAN",1,-1.20580392177047,0.262342819639118,0.431372675130309,0.52,"Non-significant",0.365,"FDX1","Adrenodoxin, mitochondrial"
-1.30263423919679,17.47,-1.1989787082891,0.265584823114403,0.430765627734337,-6.31497351022018,"AREL1_HUMAN",1,-1.20657020899066,0.262063407025305,0.431372675130309,1.3,"Non-significant",0.365,"AREL1","Apoptosis-resistant E3 ubiquitin protein ligase 1"
-1.15064525604248,14.77,-1.19612766028041,0.266633428979044,0.431714299790417,-6.31819951849588,"ENOB_HUMAN",2,-1.20478237779458,0.262715689365076,0.431372675130309,1.15,"Non-significant",0.365,"ENO3","Beta-enolase"
-0.742953300476103,14.99,-1.20134433946014,0.264717340412982,0.430107930060185,-6.31229275544702,"REEP6_HUMAN",2,-1.20342699233609,0.263211088215664,0.431425216776027,0.74,"Non-significant",0.365,"REEP6","Receptor expression-enhancing protein 6"
-0.171283721923849,18.88,-1.12579111975837,0.293597520690949,0.460167157850629,-6.39607832485991,"A2GL_HUMAN",7,-1.20043071747031,0.264308973292512,0.432463364033969,0.17,"Non-significant",0.364,"LRG1","Leucine-rich alpha-2-glycoprotein"
-1.13717961311337,15.6,-1.19221708508029,0.268077281117756,0.433298522084429,-6.32261579724383,"SYNE2_HUMAN",1,-1.19806744644796,0.265177574946601,0.433123372412782,1.14,"Non-significant",0.363,"SYNE2","Nesprin-2"
-0.891999721527073,13.66,-1.18703207794094,0.270001606708156,0.433399130767747,-6.32845591590548,"HUTI_HUMAN",1,-1.18838342784705,0.268761427490042,0.438208211897074,0.89,"Non-significant",0.358,"AMDHD1","Probable imidazolonepropionase"
0.337714910507234,16.21,1.1898998035699,0.268935899025011,0.433364177525327,-6.32522803466255,"FA12_HUMAN",3,1.18708705823221,0.269244191709997,0.438227871472041,-0.34,"Non-significant",0.358,"F12","Coagulation factor XII"
-0.19935512542725,19.05,-1.17205918435925,0.275622375137145,0.437145538760957,-6.34522134002368,"LAMP2_HUMAN",4,-1.18471081333705,0.270130945103354,0.438903856703705,0.2,"Non-significant",0.358,"LAMP2","Lysosome-associated membrane glycoprotein 2"
-0.254096031188951,15.92,-1.12740253213928,0.292955937042424,0.459935880921579,-6.39433164275478,"SPTN1_HUMAN",13,-1.18159581452359,0.271297006668767,0.440030510816415,0.25,"Non-significant",0.357,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1"
-0.2588551044464,15.88,-1.32915860764179,0.2212444083408,0.379755047556246,-6.1622701961252,"COL10_HUMAN",1,-1.17887976885633,0.272317085584704,0.440916881181495,0.26,"Non-significant",0.356,"COLEC10","Collectin-10"
0.421588659286522,15.9,1.18737264384522,0.269874863583221,0.433399130767747,-6.32807286050607,"PLXB2_HUMAN",2,1.16758704759328,0.276592019841457,0.447061059847911,-0.42,"Non-significant",0.35,"PLXNB2","Plexin-B2"
-0.247891426086383,17.04,-1.32837943203217,0.221489786061269,0.379755047556246,-6.16321434098699,"FKBP2_HUMAN",1,-1.16626277247393,0.277096898645831,0.447100888456272,0.25,"Non-significant",0.35,"FKBP2","Peptidyl-prolyl cis-trans isomerase FKBP2"
0.171690940856951,16.98,1.14873725535136,0.284567701031719,0.449800559695297,-6.3710378337597,"FHR2_HUMAN",4,1.16101114599488,0.279106469524936,0.448787777422652,-0.17,"Non-significant",0.348,"CFHR2","Complement factor H-related protein 2"
0.202120780944821,20.03,1.31252256287015,0.226534417548202,0.383460986795229,-6.18235246616774,"SDC1_HUMAN",2,1.16170760513018,0.27883928486172,0.448787777422652,-0.2,"Non-significant",0.348,"SDC1","Syndecan-1"
-0.89415454864505,13.95,-1.14624049958122,0.285539189061129,0.450571161043917,-6.37377991766437,"ECHP_HUMAN",4,-1.15901948374539,0.279871685383021,0.449014314331258,0.89,"Non-significant",0.348,"EHHADH","Peroxisomal bifunctional enzyme"
0.188361167907722,18.7,1.09250970513495,0.307102516414375,0.476520737969639,-6.43174828706966,"TSK_HUMAN",8,1.15813530687744,0.280211940522515,0.449014314331258,-0.19,"Non-significant",0.348,"TSKU","Tsukushin"
-0.114707946777369,18.22,-1.00365667694769,0.345569335729097,0.521380841858321,-6.52306011048122,"CO2_HUMAN",9,-1.15273742184538,0.282296481957968,0.451577362032419,0.11,"Non-significant",0.345,"C2","Complement C2"
0.218020439147946,17.6,1.26995907440407,0.24056294613328,0.401369359946387,-6.23299295895125,"TLR7_HUMAN",2,1.15062297775331,0.283116451923796,0.452112207103008,-0.22,"Non-significant",0.345,"TLR7","Toll-like receptor 7"
0.435512304306027,15.67,1.18001422618685,0.27262424799409,0.434408796184897,-6.33633235889214,"HPTR_HUMAN",1,1.14631202741916,0.284794189393058,0.453236564658013,-0.44,"Non-significant",0.344,"HPR","Haptoglobin-related protein"
-0.225382089614875,15.3,-1.34408469015393,0.216588849689356,0.376905082356618,-6.14411709248712,"TPP1_HUMAN",1,-1.14687220910529,0.284575724046606,0.453236564658013,0.23,"Non-significant",0.344,"TPP1","Tripeptidyl-peptidase 1"
0.13652515411378,19.54,1.03740409385507,0.330541638530661,0.504482402413189,-6.48906622486964,"CFAI_HUMAN",8,1.14094693046401,0.286893398048751,0.455021726717866,-0.14,"Non-significant",0.342,"CFI","Complement factor I"
-0.588802099227923,14.53,-1.15304993543574,0.282895959677591,0.447918602822853,-6.36629144087344,"UBE2N_HUMAN;UE2NL_HUMAN",1,-1.14131067713198,0.286750680699477,0.455021726717866,0.59,"Non-significant",0.342,"UBE2N;UBE2NL","Ubiquitin-conjugating enzyme E2 N"
-1.08441162109375,15.24,-1.11893812839559,0.296338677286071,0.463682871518206,-6.40348649664282,"AIFM1_HUMAN",2,-1.12709878168576,0.292369490657494,0.462132420716684,1.08,"Non-significant",0.335,"AIFM1","Apoptosis-inducing factor 1, mitochondrial"
-0.497019052505497,16.33,-1.10786634052634,0.300810694549569,0.469103444934084,-6.41538611866207,"IPYR_HUMAN",8,-1.12776883776424,0.292102603918222,0.462132420716684,0.5,"Non-significant",0.335,"PPA1","Inorganic pyrophosphatase"
-0.141695976257324,24.59,-0.997003654551893,0.348592827171052,0.524297127780694,-6.52965988288841,"A1AG1_HUMAN",16,-1.12120302815974,0.294726244621777,0.465068023293007,0.14,"Non-significant",0.332,"ORM1","Alpha-1-acid glycoprotein 1"
-0.765264511108402,13.77,-1.11474391401442,0.298026453260295,0.465541322123045,-6.4080043893136,"LTOR3_HUMAN",1,-1.11383655186591,0.29769225970507,0.468383561245632,0.77,"Non-significant",0.329,"LAMTOR3","Ragulator complex protein LAMTOR3"
-0.66395235061648,15.19,-1.09676819102293,0.305347348531394,0.474588282942784,-6.4272276781003,"NLTP_HUMAN",9,-1.11348701811333,0.297833585668543,0.468383561245632,0.66,"Non-significant",0.329,"SCP2","Non-specific lipid-transfer protein"
-0.294100284576452,21.94,-1.05930375735699,0.321064318711904,0.491629738027603,-6.46655222899052,"K1C9_HUMAN",28,-1.10830049380232,0.299936939119,0.470895936458329,0.29,"Non-significant",0.327,"KRT9","Keratin, type I cytoskeletal 9"
0.18942737579345,23.59,1.25374835545952,0.246095941651693,0.408951107539825,-6.25199304022731,"A1AT_HUMAN",2,1.10468373279151,0.301410683930592,0.47241304164879,-0.19,"Non-significant",0.326,"SERPINA1","Alpha-1-antitrypsin"
-0.407558441162154,13.83,-1.13606704183254,0.289525513107111,0.455317994430271,-6.38490910067511,"PTBP1_HUMAN",1,-1.10114542302593,0.302858034315692,0.473883747811612,0.41,"Non-significant",0.324,"PTBP1","Polypyrimidine tract-binding protein 1"
-0.325850009918222,16.04,-1.07994355235853,0.312328488298071,0.481755740149615,-6.4450125659475,"MRC2_HUMAN",5,-1.09883704782255,0.303805252894507,0.474568272558366,0.33,"Non-significant",0.324,"MRC2","C-type mannose receptor 2"
-0.604630947113023,17.57,-1.07942379186191,0.312546151504154,0.481755740149615,-6.44555876641656,"TAGL2_HUMAN",7,-1.09555567607269,0.305155778390074,0.475879446702108,0.6,"Non-significant",0.323,"TAGLN2","Transgelin-2"
-0.863727092742874,16.62,-1.08347464156318,0.310852925602682,0.480988834946898,-6.44129671653522,"LYSC_HUMAN",3,-1.09368180912242,0.305929146134172,0.476287684031629,0.86,"Non-significant",0.322,"LYZ","Lysozyme C"
-0.514117240905744,15.31,-1.09985313252984,0.304080860607843,0.473410169274084,-6.4239448179534,"MTPN_HUMAN",1,-1.08428381063651,0.309831258992671,0.480748954261758,0.51,"Non-significant",0.318,"MTPN","Myotrophin"
-0.193690538406351,16.13,-1.3288157168275,0.221352362599681,0.379755047556246,-6.16268572761501,"NELL2_HUMAN",1,-1.08447517825122,0.309751411381733,0.480748954261758,0.19,"Non-significant",0.318,"NELL2","Protein kinase C-binding protein NELL2"
-0.9269554615021,16.48,-1.07267247466096,0.315384343553087,0.484526111960271,-6.45263584431338,"UBP5_HUMAN",3,-1.08305623779377,0.310343846950931,0.480748954261758,0.93,"Non-significant",0.318,"USP5","Ubiquitin carboxyl-terminal hydrolase 5"
-0.208616256713881,16.73,-1.17911012299864,0.2729636367005,0.434408796184897,-6.33734471466358,"PXDC2_HUMAN",2,-1.07452327050824,0.313925397587153,0.485489277663852,0.21,"Non-significant",0.314,"PLXDC2","Plexin domain-containing protein 2"
